frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz
31,4.743707929,3.269406066,-0.983523946,4.808127196,3.329571814,-0.7950214256,4.54050945,2.691598824,-0.7533014112,4.363444545,2.349673405,-0.4637701494,4.528782974,2.602426965,-0.8743332127,4.63556274,2.833446782,-0.7855089879,4.744693462,2.907327918,-0.6475417184,4.380646909,2.513513333,-1.261457258,4.519002376,2.661285525,-1.324634119,4.740886617,3.041798864,-1.139550951,4.567761178,2.687064371,-0.02641857304,4.659693531,2.953609211,-1.290804426,4.436500672,2.569386639,-1.692503239,4.767233566,3.101924079,-1.248324403,4.731144597,3.056612939,-1.354336337,5.325967801,4.005474506,-0.1117332865,5.302226057,4.0138156,-0.4770241045
32,4.742614307,3.262301459,-0.9740495614,4.807001915,3.322078347,-0.785491449,4.539268196,2.683934044,-0.7443563207,4.361508517,2.342552839,-0.4551517976,4.527536929,2.594965473,-0.8654866119,4.63486376,2.82598936,-0.7763077615,4.742663706,2.900678456,-0.6381355772,4.379739119,2.507017336,-1.252962151,4.51821489,2.654145789,-1.31569104,4.740070182,3.034408432,-1.13042762,4.56530451,2.679372006,-0.01743651146,4.659516384,2.947468382,-1.282527137,4.436366128,2.562642008,-1.68416997,4.766528273,3.094716077,-1.238951571,4.730658497,3.048942125,-1.342080041,5.324444291,3.997209088,-0.1011791159,5.301194746,4.00577184,-0.4664946068
33,4.741484346,3.25503651,-0.9643636986,4.805945229,3.314337374,-0.7758376882,4.538200054,2.675941677,-0.735180565,4.359924932,2.335348047,-0.4461660096,4.526596471,2.587173435,-0.8564340656,4.634386524,2.818268601,-0.7668467294,4.740447423,2.894333342,-0.6285305759,4.37888786,2.500245665,-1.244265067,4.517647691,2.646708713,-1.306692687,4.739359904,3.026651381,-1.120980534,4.562926682,2.671738907,-0.00813148427,4.659520464,2.941099194,-1.274194578,4.436429746,2.55544084,-1.675805803,4.766242759,3.08709735,-1.229376715,4.7302899,3.040647201,-1.328489751,5.322931594,3.988825228,-0.09071540391,5.300286226,3.997673246,-0.4559452484
34,4.740418966,3.247414764,-0.954323282,4.805017972,3.306178677,-0.7658905638,4.537328448,2.667469007,-0.7256458077,4.358633372,2.327845361,-0.4367478889,4.525913027,2.578921028,-0.8470517748,4.634106905,2.810109563,-0.7570072252,4.738167838,2.88794921,-0.6185895981,4.378122762,2.493036337,-1.235240615,4.517316515,2.638836732,-1.297462696,4.738806477,3.01840181,-1.111092503,4.560653991,2.663896738,0.001562431223,4.65971842,2.934297538,-1.265584625,4.43671061,2.547705849,-1.667207896,4.76635448,3.078953028,-1.21944989,4.730081574,3.031687548,-1.313816127,5.321512653,3.980091668,-0.08006670864,5.299547287,3.989261937,-0.4451356483
35,4.739408066,3.239539019,-0.9439730055,4.804170527,3.297741302,-0.7556717257,4.536586647,2.658666085,-0.7157844667,4.357497673,2.320140901,-0.4269768734,4.525349105,2.57037584,-0.8373731556,4.633905877,2.801641831,-0.7468389731,4.73585235,2.881496004,-0.6083479517,4.377382038,2.485503651,-1.22591475,4.517140205,2.630670061,-1.28798419,4.738354785,3.009826512,-1.100824567,4.558432304,2.655911636,0.01155034759,4.660016961,2.927142981,-1.256649008,4.43712884,2.539619384,-1.658327959,4.766731707,3.070457208,-1.209202637,4.729969576,3.022306589,-1.298488519,5.320147608,3.97113119,-0.06918396229,5.298897007,3.980618065,-0.4340522895
36,4.738442942,3.231511727,-0.9333578294,4.803354642,3.289164014,-0.7452032913,4.535909403,2.649682724,-0.7056295581,4.35638329,2.312330753,-0.4169334658,4.524768746,2.561705402,-0.8274326482,4.633665946,2.792994934,-0.7363926773,4.733529348,2.874943149,-0.5978411301,4.376605193,2.477761648,-1.216314042,4.517038756,2.622348643,-1.278241013,4.737951374,3.001092111,-1.090238266,4.556209141,2.647849493,0.0217367984,4.660323452,2.919714929,-1.247340283,4.437605562,2.531363534,-1.649118395,4.767244224,3.06178396,-1.198667422,4.729894339,3.012747945,-1.282936749,5.318797503,3.962066189,-0.05801847644,5.298255461,3.971821577,-0.4226823709
37,4.7375164,3.223434921,-0.9225230831,4.802523533,3.280585256,-0.7345079924,4.535233077,2.640668436,-0.6952148801,4.355157441,2.304510882,-0.4066994022,4.524037643,2.553077128,-0.8172659298,4.633271277,2.784298274,-0.7257201994,4.731228292,2.868259481,-0.5871047816,4.375733149,2.469924059,-1.206465815,4.516933397,2.614012132,-1.268217925,4.737544595,2.992364973,-1.079395815,4.553933797,2.639775861,0.03202565399,4.660546003,2.912092615,-1.237611989,4.438063003,2.523120127,-1.639532521,4.76776346,3.053107282,-1.18787789,4.729801033,3.0032551,-1.267591328,5.317424344,3.953018665,-0.04652205702,5.297543808,3.962952186,-0.4110139219
38,4.736622837,3.215410148,-0.9115145298,4.801631953,3.272143087,-0.7236092566,4.534495723,2.631772375,-0.6845751173,4.353689186,2.296777052,-0.3963577277,4.523023219,2.544658252,-0.8069100147,4.632607791,2.775681048,-0.7148746423,4.728979788,2.861413174,-0.5761746991,4.374708323,2.462104229,-1.196398227,4.516746663,2.605799858,-1.257900694,4.737084696,2.983811122,-1.068360204,4.551557409,2.631755865,0.04232008378,4.660593568,2.904355049,-1.227418731,4.438424564,2.515070694,-1.62952468,4.768162571,3.044601047,-1.176869,4.729639716,2.99407118,-1.252883571,5.315991161,3.944110186,-0.03464706614,5.296684364,3.95408932,-0.3990358624
39,4.735758281,3.207538419,-0.9003783925,4.80063623,3.263975124,-0.7125312224,4.533637137,2.623143261,-0.6737458661,4.351849463,2.289224737,-0.3859927824,4.521594654,2.536615736,-0.7964032387,4.631563198,2.767272155,-0.7039103415,4.726815648,2.854371697,-0.5650868296,4.373474677,2.454415048,-1.186140275,4.516402438,2.597850759,-1.247276128,4.736523866,2.975596168,-1.057195216,4.549032973,2.623854151,0.05252256331,4.660376047,2.896580932,-1.216716212,4.43861488,2.50739639,-1.619050271,4.768316482,3.036438923,-1.165677049,4.729365247,2.985438876,-1.239245615,5.314462061,3.935461829,-0.02234643173,5.295600669,3.945312048,-0.3867380067
40,4.734830398,3.200062142,-0.8892684988,4.799482469,3.256287475,-0.7014615535,4.532717699,2.614873826,-0.6628565743,4.349616501,2.282066041,-0.375772884,4.519804689,2.529149404,-0.7859387378,4.630071337,2.759231964,-0.6930103124,4.724603231,2.847530858,-0.5539816808,4.371796285,2.44716297,-1.175906546,4.515893729,2.590346179,-1.236515213,4.735806972,2.967897082,-1.046032803,4.546339972,2.616275903,0.06249366749,4.659845995,2.888918828,-1.205681669,4.438577164,2.500288732,-1.608237805,4.768265408,3.028769003,-1.154483848,4.728922201,2.977511411,-1.22678964,5.312813441,3.927246961,-0.009790512546,5.294258297,3.936836233,-0.3742959216
41,4.733775791,3.192985676,-0.8782064758,4.798170671,3.249033136,-0.6904658761,4.531806371,2.606852028,-0.6519110826,4.347081841,2.275312804,-0.3656603676,4.517790683,2.522179757,-0.7755453263,4.628193959,2.751491675,-0.6821864976,4.72222266,2.841125413,-0.5428717565,4.36958298,2.440370426,-1.16574901,4.51527842,2.583210633,-1.225697823,4.734935699,2.960609385,-1.034862293,4.543488502,2.609077,0.07228629202,4.659052896,2.881339827,-1.194436857,4.438341703,2.493614914,-1.597165147,4.768146635,3.02146072,-1.143328047,4.728318684,2.970091907,-1.215123437,5.311050086,3.919439509,0.002875271355,5.292699349,3.928686955,-0.3618228095
42,4.732651563,3.186064266,-0.8670445079,4.796757011,3.241975141,-0.6793882635,4.530877542,2.598922496,-0.6407796083,4.34431139,2.268752514,-0.3554636287,4.515569388,2.515461963,-0.7650411567,4.626031377,2.743840654,-0.6712553101,4.719746268,2.834880871,-0.5316171381,4.36701476,2.433743991,-1.155479679,4.514594375,2.576220463,-1.214697941,4.733964821,2.953493288,-1.023546002,4.540505262,2.602075997,0.08206857785,4.658067908,2.873678504,-1.182868835,4.437977554,2.487104812,-1.585738039,4.76799673,3.014290484,-1.132042277,4.727621693,2.962920777,-1.203934597,5.309201254,3.911844555,0.01575132127,5.290981619,3.92065275,-0.3491986639
43,4.731475303,3.17928105,-0.8557935487,4.795263387,3.235093514,-0.6682300216,4.529884015,2.591140044,-0.6295218819,4.341364247,2.262361211,-0.3451949213,4.513132881,2.508968849,-0.7544388637,4.623658394,2.736281678,-0.660216052,4.717224137,2.828728971,-0.5202584388,4.364235233,2.427229968,-1.145104624,4.513839143,2.569398341,-1.203580155,4.732908505,2.946546838,-1.012119957,4.537419153,2.595255464,0.0918195976,4.656917953,2.866016212,-1.171040757,4.437502749,2.480757034,-1.57405609,4.767806867,3.007280012,-1.120630258,4.726850329,2.955987333,-1.193083702,5.307273783,3.904448765,0.02880670834,5.289128065,3.912726577,-0.3364336704
44,4.730264738,3.172618237,-0.8444651253,4.793711771,3.228367339,-0.6569930197,4.528779206,2.583558705,-0.618198686,4.338299659,2.25611396,-0.3348668141,4.510473375,2.502672397,-0.7437518348,4.621149935,2.72881647,-0.6490682991,4.71470657,2.822600454,-0.5088365858,4.361388054,2.42077351,-1.134629726,4.513010843,2.562766072,-1.192409783,4.731781255,2.939767154,-1.000620813,4.534259273,2.588597089,0.1015179092,4.655630637,2.858433372,-1.159016296,4.436936058,2.474569287,-1.562219485,4.767568409,3.000450146,-1.109096476,4.726022946,2.94927977,-1.182431971,5.305274776,3.897237807,0.04200984491,5.287161792,3.904900363,-0.323538594
45,4.729037755,3.166057073,-0.8330713005,4.792124217,3.221774741,-0.6456796427,4.527517146,2.576231672,-0.6068718338,4.335177028,2.249984834,-0.3244921358,4.507583229,2.496543715,-0.7329941423,4.618581056,2.721445683,-0.6378118721,4.712244111,2.816425025,-0.4973927745,4.35861693,2.414318603,-1.124060622,4.512108168,2.556344546,-1.18125283,4.730597915,2.933150388,-0.9890858071,4.531054927,2.582081674,0.1111416063,4.654234266,2.851009387,-1.146859663,4.436297002,2.468538287,-1.550328945,4.767272913,2.993820809,-1.097446156,4.725157147,2.942785286,-1.171841207,5.303211611,3.89019629,0.05532853459,5.285106072,3.897164963,-0.3105247486
46,4.727812401,3.15957783,-0.8216246451,4.790522874,3.215292865,-0.6342927553,4.526052486,2.569211278,-0.5956041243,4.33205591,2.243946905,-0.3140839396,4.504454956,2.490553013,-0.7221804902,4.61602695,2.714168872,-0.6264468146,4.709887548,2.810131336,-0.4859684593,4.356065627,2.40780806,-1.11340269,4.511130388,2.550153719,-1.170175951,4.72937368,2.9266917,-0.9775527219,4.527835624,2.575689146,0.1206683563,4.652757836,2.843822594,-1.134635586,4.435605852,2.462659716,-1.538485684,4.766912138,2.987410978,-1.085685223,4.724269781,2.936490134,-1.16117375,5.301091962,3.883307725,0.06873001407,5.28298436,3.889510117,-0.2974039749
47,4.726606892,3.153159785,-0.8101382228,4.788929985,3.208897862,-0.6228356807,4.524340486,2.562548991,-0.5844592738,4.328996023,2.237972241,-0.3036554856,4.501081227,2.48466959,-0.7113261759,4.61356295,2.706984487,-0.6149733797,4.707687921,2.803646992,-0.4746053816,4.353877977,2.401183512,-1.102661073,4.510077341,2.544212618,-1.159246402,4.728124091,2.920385258,-0.9660598521,4.524631074,2.569398579,0.1300754247,4.651231037,2.836950247,-1.122409272,4.434883628,2.456928226,-1.526791376,4.76647805,2.981238657,-1.073820253,4.723376953,2.930379623,-1.150292442,5.298923796,3.876554499,0.08218098559,5.280820291,3.881924437,-0.2841886241
48,4.725519627,3.146614606,-0.7983378904,4.787367303,3.202460265,-0.6110224248,4.522380284,2.556120897,-0.5732122078,4.325890882,2.231774545,-0.2930810922,4.497263468,2.478807113,-0.7001861365,4.611121635,2.699661116,-0.6031380486,4.705737806,2.796621373,-0.4630534667,4.352070868,2.394165673,-1.091540038,4.508969445,2.538464919,-1.148231249,4.726881976,2.914119481,-0.9542986888,4.521437279,2.562956926,0.1393733731,4.64951137,2.830134782,-1.109723632,4.434116669,2.451291375,-1.514868032,4.765990378,2.975241727,-1.061518237,4.722522602,2.924409141,-1.139177545,5.296748502,3.869797368,0.09610284804,5.278556312,3.874066051,-0.2704592738
49,4.724474695,3.140182767,-0.7863116663,4.785715493,3.196261725,-0.598947261,4.520126994,2.550129376,-0.5619032349,4.322549226,2.225552479,-0.2824956535,4.492813149,2.473267725,-0.6888424468,4.608497488,2.692407751,-0.5910433117,4.70393978,2.789264301,-0.451375037,4.350403225,2.386971653,-1.080091147,4.507704693,2.53316237,-1.13715066,4.725537181,2.908158467,-0.942308075,4.518159452,2.556589676,0.1483632072,4.647378448,2.823470493,-1.096505664,4.433154565,2.44602766,-1.50263188,4.76534448,2.969684277,-1.048842567,4.721595643,2.918881589,-1.128198015,5.294484221,3.86333118,0.1104664783,5.276032708,3.866112302,-0.2562653422
50,4.723337987,3.134183445,-0.7743803097,4.783888702,3.190586652,-0.5869445365,4.517559037,2.54481041,-0.5507773245,4.318976031,2.219697845,-0.272099166,4.487830125,2.468301184,-0.6775859709,4.605652124,2.685577519,-0.5789999375,4.702150361,2.782033797,-0.4398520882,4.348736697,2.379996497,-1.0686333,4.506208457,2.528493409,-1.12623632,4.724000994,2.902759557,-0.9304163757,4.514754161,2.550673684,0.1569258093,4.644860106,2.817266511,-1.083169625,4.431934459,2.441344438,-1.490415407,4.764461075,2.964774936,-1.036161072,4.720495113,2.914007024,-1.117569037,5.29204653,3.857457737,0.1248348259,5.273225767,3.858506696,-0.2420507983
51,4.722135584,3.128514228,-0.7625498286,4.781954837,3.18528682,-0.5750279399,4.514790457,2.539970968,-0.5398022491,4.315292213,2.214163483,-0.2618386403,4.482553629,2.463735083,-0.6664348806,4.602688177,2.679094176,-0.5670306042,4.700363733,2.774949385,-0.4284699982,4.347086988,2.373236876,-1.05722484,4.50456528,2.524247197,-1.115445167,4.722345693,2.897766159,-0.9186488338,4.51128355,2.545120469,0.1652202633,4.642150126,2.811427558,-1.069833661,4.430566427,2.437070228,-1.478284263,4.763428006,2.960312976,-1.023533762,4.719288298,2.909591073,-1.107202646,5.289492269,3.851998682,0.139147616,5.270268783,3.851231611,-0.2278834013
52,4.720891868,3.12307205,-0.7508265947,4.779980091,3.180213301,-0.5632113749,4.511933284,2.535417351,-0.5289457821,4.311616829,2.208901675,-0.2516611017,4.477221199,2.459396287,-0.6554068712,4.599706621,2.672880819,-0.5551581119,4.698572432,2.768030056,-0.4172147475,4.345468494,2.366688991,-1.045924554,4.502857672,2.520212237,-1.104734173,4.720641881,2.893020995,-0.907030829,4.507807454,2.539841079,0.1734052727,4.639441038,2.805857505,-1.056615475,4.429159025,2.433032844,-1.466303932,4.762331519,2.956096896,-1.011020625,4.718040262,2.905438669,-1.097010999,5.286876591,3.846774823,0.1533441655,5.267293587,3.844268495,-0.2138309283
53,4.7196296,3.117753233,-0.7392173579,4.778029023,3.175216519,-0.5515089893,4.509097663,2.530955269,-0.5181757526,4.308067168,2.203864202,-0.2415136268,4.472068772,2.455111034,-0.6445192628,4.59680684,2.666859946,-0.5434054172,4.6967674,2.761294301,-0.4060729228,4.343894334,2.360348595,-1.034791664,4.501166226,2.516176437,-1.094060392,4.718958587,2.88836616,-0.8955879089,4.504383552,2.534746144,0.1816391459,4.636924158,2.800459455,-1.043632388,4.42781938,2.429059466,-1.454539776,4.761256352,2.951924479,-0.9986816664,4.716814003,2.901354118,-1.086906403,5.284253041,3.841606195,0.16736336,5.264430588,3.83759794,-0.1999612102
54,4.718369977,3.112453514,-0.7277292717,4.77616462,3.170146279,-0.5399352034,4.506391917,2.526389867,-0.5074600843,4.304758793,2.199002359,-0.2313433252,4.467330752,2.45070498,-0.6337890143,4.594086683,2.660953483,-0.5317956311,4.694938033,2.754760134,-0.395031718,4.342376411,2.354211032,-1.023885821,4.49956966,2.511927124,-1.08338101,4.717363336,2.883643169,-0.8843458203,4.501067403,2.529745864,0.1900797957,4.634789669,2.795135789,-1.031001329,4.426653263,2.424976682,-1.44305707,4.760285799,2.947592845,-0.9865769546,4.715670525,2.897141114,-1.076801345,5.281673625,3.836312102,0.181143614,5.261808848,3.831199727,-0.1863421035
55,4.717132667,3.107068074,-0.7163699318,4.774448317,3.164851791,-0.5285047412,4.503922543,2.52152572,-0.4967668221,4.301805556,2.194266917,-0.2210972684,4.463240032,2.446003178,-0.6232326521,4.591642528,2.655082801,-0.5203519824,4.693072232,2.748445115,-0.3840789364,4.340925508,2.348271277,-1.013267086,4.498144783,2.507251032,-1.072653401,4.715922201,2.878692976,-0.8733305408,4.497912386,2.52474995,0.1988847484,4.633226736,2.789788208,-1.018838734,4.425765162,2.420610533,-1.431921009,4.759501763,2.94289848,-0.9747666644,4.714668802,2.89260272,-1.06660855,5.279188867,3.830711163,0.1946228139,5.259556193,3.825052852,-0.1730414021
56,4.715984735,3.101335174,-0.7048796974,4.772964481,3.159067298,-0.5169529359,4.501657936,2.516177089,-0.485885175,4.299190386,2.189308452,-0.2105368948,4.459664768,2.440736248,-0.6125937576,4.589451843,2.648914249,-0.5087349259,4.691246068,2.742048463,-0.373007462,4.339662297,2.342188646,-1.002641199,4.496917979,2.501966573,-1.061757685,4.714678116,2.873277717,-0.8623399381,4.494917988,2.519512057,0.2080566693,4.632287021,2.784232071,-1.006813926,4.425192186,2.415715953,-1.420868603,4.759005484,2.937639892,-0.9629075362,4.713879555,2.887532815,-1.056112877,5.276853519,3.824554767,0.2081693427,5.257757064,3.818952005,-0.1597271354
57,4.714957786,3.09518445,-0.6931368831,4.771714346,3.15277047,-0.5051510208,4.499497601,2.510409779,-0.474749375,4.296816341,2.183967595,-0.1995862023,4.456320988,2.434902646,-0.601724709,4.587420683,2.642312939,-0.4967495655,4.689534567,2.735367766,-0.3617365181,4.338658993,2.335738485,-0.9917949451,4.495846926,2.49615305,-1.050692514,4.71360613,2.867392611,-0.8512534813,4.492052605,2.513977218,0.2174344996,4.631825974,2.778421146,-0.9946476527,4.424868143,2.41028129,-1.409699977,4.758790288,2.931871732,-0.9507735632,4.713296892,2.881974214,-1.045304419,5.274660289,3.81788203,0.221997533,5.256337327,3.812782288,-0.1461990907
58,4.714000469,3.08883649,-0.681335299,4.770616772,3.146208784,-0.4932948911,4.497421859,2.504438481,-0.4635393751,4.294651718,2.178506341,-0.1884390911,4.453190658,2.428765326,-0.5908011149,4.585517183,2.63553167,-0.4846266556,4.687902872,2.728597437,-0.3504315499,4.337831651,2.329137245,-0.9809104607,4.494883681,2.490036651,-1.03958877,4.712651353,2.861270463,-0.8402047211,4.489297306,2.508356336,0.2269365437,4.631719689,2.772511249,-0.9825210958,4.424721938,2.404540788,-1.398573541,4.7587583,2.925819658,-0.938584472,4.712846049,2.876150717,-1.034388976,5.272552148,3.81095544,0.2358566555,5.255173372,3.806680389,-0.1326807135
59,4.713110483,3.082319389,-0.6694572096,4.769635002,3.139427526,-0.481364224,4.495439032,2.498278839,-0.4522565699,4.292676177,2.17297865,-0.1771320107,4.45028614,2.422394763,-0.579824887,4.583741825,2.628623689,-0.4724095209,4.686345794,2.721724105,-0.3390628447,4.337137023,2.322429339,-0.9700058602,4.494026486,2.483671143,-1.028400647,4.711807458,2.854958545,-0.8291261699,4.486637853,2.502629331,0.2366606606,4.631895607,2.766481023,-0.9704219021,4.424738526,2.398574243,-1.387477996,4.758865585,2.91952777,-0.9263550002,4.712507879,2.870109684,-1.023371128,5.270509212,3.803792492,0.2497604843,5.254190208,3.800555434,-0.1191329276
60,4.712285358,3.075660341,-0.6574853569,4.768732114,3.132471146,-0.4693393905,4.493557391,2.491945645,-0.4409027513,4.290869637,2.167437712,-0.1657018675,4.447619852,2.415860596,-0.5687982178,4.582095378,2.621641392,-0.460141921,4.684857814,2.714733525,-0.3276012676,4.336531997,2.315658462,-0.9590999961,4.493273273,2.477109386,-1.01708277,4.711067664,2.848503228,-0.8179508013,4.48405918,2.496775293,0.2467041509,4.632280991,2.760308311,-0.9583386493,4.424902886,2.392460624,-1.376402492,4.759068303,2.913039351,-0.914100595,4.71226325,2.863897695,-1.012255985,5.268511408,3.796409701,0.2637221517,5.253312312,3.794315652,-0.1055177014
61,4.711522438,3.068885627,-0.645402991,4.767871011,3.12538324,-0.4572015045,4.491785145,2.485452827,-0.4294801451,4.289212301,2.161935926,-0.1541860333,4.445204269,2.409231618,-0.5577236023,4.580578923,2.614636319,-0.4478680621,4.683433068,2.707610566,-0.316018299,4.33597361,2.3088676,-0.9482124909,4.492621656,2.470403308,-1.005590243,4.710424704,2.841949957,-0.8066120815,4.481545347,2.490772406,0.2571637102,4.632802913,2.753970178,-0.94626092,4.425200014,2.386278076,-1.365336654,4.759322709,2.906396883,-0.9018374693,4.712093044,2.857560535,-1.001049225,5.266538453,3.788822604,0.2777540956,5.252463596,3.787868378,-0.0917981288
62,4.710818874,3.062020594,-0.6331938941,4.767014412,3.118206536,-0.444932456,4.490130448,2.478813437,-0.4179914439,4.287684683,2.156524907,-0.1426223381,4.443051935,2.402575761,-0.546603837,4.579193875,2.607659178,-0.4356325914,4.682065327,2.700339181,-0.3042860805,4.335419062,2.302099051,-0.9373637549,4.492068905,2.463603855,-0.9938786638,4.709870798,2.8353432,-0.7950439868,4.4790795,2.484597835,0.2681353733,4.633388245,2.747442914,-0.9341793855,4.425614935,2.380103923,-1.354270593,4.759585162,2.89964206,-0.8895826432,4.711978164,2.85114319,-0.9897571181,5.264569834,3.781045756,0.2918680106,5.25156736,3.78112004,-0.07793854508
63,4.710171611,3.055089635,-0.6208423961,4.766124845,3.110982881,-0.4325149306,4.488601386,2.472039645,-0.4064398392,4.286267638,2.151255498,-0.131049046,4.441175469,2.395960087,-0.5354419967,4.577942007,2.600759881,-0.4234805759,4.680747974,2.692902374,-0.292377469,4.33482574,2.295394459,-0.9265749921,4.491611942,2.45676093,-0.9819041327,4.709397633,2.828726377,-0.7831810059,4.476643818,2.47822759,0.2797144473,4.633963635,2.740702056,-0.9220859012,4.426132709,2.37401467,-1.343194876,4.759812127,2.892815822,-0.8773539725,4.711899532,2.844689849,-0.9783865406,5.262584793,3.773092737,0.3060748055,5.250546244,3.773976154,-0.06390467846
64,4.709557919,3.04823061,-0.6085265008,4.765184867,3.103821816,-0.4201313117,4.48716457,2.465086569,-0.394938887,4.284921051,2.146072351,-0.1195019143,4.439742662,2.389293323,-0.5244107976,4.576781474,2.59397968,-0.4115839045,4.679492804,2.685440216,-0.2804350664,4.334108074,2.288826313,-0.9159786567,4.491189385,2.449858938,-0.9696771685,4.708977813,2.822207046,-0.771213936,4.474165118,2.471649204,0.2918983167,4.634711738,2.73380195,-0.9101932748,4.426737245,2.368096429,-1.332270338,4.760030092,2.885971995,-0.8653769652,4.711822479,2.838295067,-0.9671101351,5.26057133,3.765026336,0.3202032964,5.24950392,3.766742013,-0.04986198461
65,4.709020947,3.041478655,-0.5961255213,4.76426509,3.096717633,-0.4076605203,4.485828391,2.457897577,-0.3833435425,4.283664743,2.14085315,-0.1077881675,4.438874736,2.382440891,-0.5134043979,4.575741906,2.587271652,-0.399788088,4.678348433,2.678014615,-0.2683461091,4.333331678,2.282391165,-0.9054390361,4.490837373,2.442833513,-0.9570427373,4.70866346,2.815787377,-0.7590963123,4.471628327,2.464826542,0.3047790356,4.635865339,2.726793032,-0.8984046602,4.427520646,2.362331593,-1.321393057,4.760359005,2.879093287,-0.8535264326,4.711817598,2.83196387,-0.9557899335,5.258552548,3.756811033,0.3344375977,5.248598399,3.759636288,-0.03564418832
66,4.708594404,3.034718343,-0.5834088745,4.76340671,3.089561811,-0.3948682772,4.484613094,2.450490173,-0.3714668543,4.282532788,2.135582602,-0.09577764975,4.438458082,2.375422396,-0.5022007363,4.574880765,2.580575958,-0.3878556949,4.677317373,2.67051959,-0.2559168671,4.332606472,2.276017212,-0.8947580484,4.490622005,2.435659647,-0.9439057407,4.708496293,2.809359948,-0.7466300167,4.46908387,2.457751954,0.3183964485,4.637350882,2.719646573,-0.8864644827,4.428536296,2.35662391,-1.310347086,4.760822018,2.872117626,-0.8415228661,4.711945723,2.825605248,-0.9441909813,5.256539893,3.748368282,0.3490319801,5.247795754,3.752474183,-0.02100941656
67,4.708218658,3.027905682,-0.570437317,4.762568889,3.082322872,-0.3818161225,4.483456993,2.442959069,-0.3593816488,4.281492838,2.130330583,-0.08357809645,4.438288993,2.368330895,-0.4908336454,4.574172564,2.573909474,-0.3758181144,4.676327446,2.662930063,-0.2432315575,4.331928776,2.269693958,-0.8839836399,4.490494168,2.428372711,-0.9304314767,4.708414772,2.802883753,-0.7339014925,4.466541691,2.450515621,0.3325325412,4.638982832,2.712396214,-0.8743956748,4.429699585,2.350926303,-1.299171711,4.761333236,2.865046504,-0.8293764597,4.712152639,2.819188605,-0.9323637433,5.254508804,3.739719442,0.3638972031,5.247004059,3.745159972,-0.006060202666
68,4.707836308,3.020998531,-0.5572704349,4.76171306,3.074971172,-0.368564138,4.482301029,2.435400727,-0.3471588215,4.280515456,2.125168792,-0.07129540472,4.438166003,2.361261301,-0.4793362992,4.573593944,2.567290632,-0.3637048653,4.67530894,2.655222864,-0.230373072,4.331296978,2.26341226,-0.8731618668,4.490408155,2.42101028,-0.9167835565,4.708359795,2.796319687,-0.7209960453,4.46401569,2.443209993,0.3469718753,4.640577741,2.705077545,-0.8622208946,4.430927837,2.345193265,-1.287905454,4.76180864,2.857883075,-0.8170963453,4.712386186,2.812684968,-0.9203574903,5.252437523,3.730888128,0.378946038,5.246133998,3.737600394,0.009101581127
69,4.70739233,3.013956696,-0.5439665542,4.760803069,3.067478976,-0.3551708223,4.481088923,2.427913426,-0.3348671253,4.279574257,2.120170839,-0.05903348885,4.437890006,2.354310443,-0.4677411445,4.573123751,2.560739427,-0.3515435165,4.674194759,2.647376835,-0.2174228568,4.330711605,2.257164341,-0.8623367922,4.490321891,2.413612309,-0.9031237246,4.708274859,2.789630647,-0.7079977578,4.461524026,2.435930045,0.3615018655,4.641954353,2.697728148,-0.8499624419,4.432140399,2.339380893,-1.276586047,4.762166182,2.850632162,-0.8046904645,4.712596389,2.806067055,-0.908220201,5.250307268,3.721900287,0.3940934877,5.245099055,3.729704782,0.02437481142
70,4.706834167,3.006741979,-0.5305826383,4.759805266,3.059820514,-0.3416929734,4.479767244,2.420597307,-0.3225730487,4.278645962,2.115412282,-0.04689422856,4.437264335,2.34757713,-0.4560798233,4.572743079,2.554277429,-0.3393596646,4.672920507,2.639372886,-0.2044607852,4.33017535,2.250943784,-0.8515504384,4.490197021,2.406221219,-0.8896117384,4.708106141,2.7827816,-0.6949893959,4.45908925,2.428773415,0.3759129253,4.642933671,2.690387627,-0.8376421357,4.433258689,2.333446919,-1.265250375,4.762325851,2.843300285,-0.7921654453,4.712735541,2.799309327,-0.8959984688,5.248102324,3.712784252,0.4092569552,5.243815621,3.721385135,0.03965928064
