frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
31,8.264295753,2.314382143,-0.07415493617,8.202057936,2.102624957,-0.03202760723,7.946732624,2.065164072,0.03856867245,NaN,NaN,NaN,7.37229444,1.652958352,-0.4455504433,8.559836173,2.393993102,-0.5499623849,8.425014821,2.300993191,-0.2584176577,8.249324326,2.197963936,-0.6036586331,7.887963157,1.895195076,0.18614593,7.99276738,2.032131878,-0.5639276849,8.321219734,2.142257035,0.6561190499,7.96847321,2.03832916,-0.6939537078,7.870645639,1.953843276,-0.23162394,7.917382972,1.840045582,0.6220389612,8.234608654,2.073176251,0.6868192292,8.378702554,2.183289091,0.5191303134,8.011029405,2.002551597,-0.2843525353
32,8.260413053,2.313487593,-0.07438571738,8.198190869,2.101722846,-0.0322255602,7.942909584,2.064206265,0.03837688116,NaN,NaN,NaN,7.368543209,1.651822618,-0.4455095744,8.555230296,2.393221759,-0.5503636723,8.421151788,2.300021806,-0.2586482623,8.245570013,2.19696358,-0.6035789597,7.884098081,1.894246079,0.1862331026,7.988939785,2.031212698,-0.5640384197,8.317031015,2.141775582,0.6559103286,7.964617321,2.037256867,-0.6941057463,7.866788095,1.952754414,-0.2316368823,7.913720108,1.839262759,0.6218732863,8.230880054,2.072426432,0.6867847573,8.374821363,2.182585833,0.5190999927,8.007318067,2.001410221,-0.2842750848
33,8.256500065,2.312569708,-0.07458590459,8.194292317,2.100801094,-0.03239379419,7.939055146,2.063226507,0.03821454458,NaN,NaN,NaN,7.364759318,1.650671613,-0.4454354053,8.550617135,2.392427355,-0.5507258156,8.417261324,2.299024306,-0.2588474284,8.241789595,2.195942011,-0.6034642036,7.880196835,1.893282686,0.1863254791,7.985083967,2.03027793,-0.5641177834,8.31281426,2.141277038,0.6557240242,7.960735017,2.03615488,-0.6942225032,7.862902386,1.951645888,-0.2316290497,7.910011864,1.838458712,0.6217325297,8.227107211,2.071664339,0.686768561,8.370906263,2.181856241,0.5191079373,8.003576059,2.00024633,-0.2841655066
34,8.252553751,2.311629409,-0.07474096439,8.190361248,2.099862218,-0.03250748585,7.935166486,2.062230831,0.03810742127,NaN,NaN,NaN,7.360941673,1.649486064,-0.4452884686,8.546024107,2.391582803,-0.5510323186,8.413339713,2.297996473,-0.259000579,8.237977413,2.194876829,-0.6033075885,7.876260399,1.892317643,0.1864478118,7.98119533,2.029299827,-0.5641423702,8.308574662,2.140788693,0.6555816529,7.956828653,2.034997173,-0.6942767535,7.858985636,1.950514626,-0.2315743411,7.906254477,1.837663436,0.6216541621,8.223286958,2.070920072,0.6867947719,8.366955044,2.18112573,0.5191646183,7.999800705,1.999052262,-0.2839973968
35,8.248588082,2.310681051,-0.07488267131,8.18641365,2.098919519,-0.03260140924,7.931257907,2.061231651,0.03801970725,NaN,NaN,NaN,7.357105432,1.64828382,-0.4451159866,8.54149489,2.390704509,-0.5513083825,8.409399942,2.296959136,-0.2591405567,8.234143938,2.193792517,-0.6031559755,7.872307081,1.891360712,0.1865526353,7.977285429,2.028295106,-0.564152463,8.304335558,2.14030505,0.6554474761,7.952916527,2.033810431,-0.6943045494,7.855051641,1.949381024,-0.2315151407,7.902462196,1.836876401,0.6215999026,8.219434304,2.070189007,0.686826003,8.362983431,2.18039555,0.5192257263,7.99600592,1.997847118,-0.2838099845
36,8.244617053,2.309739059,-0.07504301841,8.182465536,2.097986359,-0.03271055442,7.927343737,2.060241436,0.03791538104,NaN,NaN,NaN,7.353265785,1.64708274,-0.4449654181,8.537073178,2.389808988,-0.5515794111,8.405455021,2.295933196,-0.2593004438,8.230299664,2.192713577,-0.6030564733,7.86835522,1.890421673,0.1865922751,7.973365842,2.027280526,-0.5641885675,8.300120313,2.13982068,0.6552856151,7.949016954,2.032621392,-0.6943421968,7.851114219,1.948265507,-0.2314940745,7.898649304,1.836097133,0.621531291,8.215564295,2.069466571,0.6868246955,8.359007183,2.179666987,0.5192467722,7.99220565,1.996650025,-0.2836427478
37,8.240654682,2.308817936,-0.07525421019,8.178532947,2.09707617,-0.03287011948,7.923438333,2.059272719,0.03775821151,NaN,NaN,NaN,7.349437949,1.645900696,-0.4448844541,8.532802685,2.388912861,-0.551871012,8.401517981,2.294939628,-0.2595135549,8.226455113,2.191664531,-0.6030564327,7.864423189,1.889510334,0.1865188582,7.969448175,2.026272891,-0.5642914088,8.295952323,2.139330229,0.6550600581,7.945148273,2.031456851,-0.6944262523,7.847187216,1.947188534,-0.2315540018,7.894830112,1.83532521,0.6214096967,8.21169201,2.068748241,0.6867531294,8.355042091,2.178941363,0.5191830956,7.98841387,1.995480143,-0.283535407
38,8.236715007,2.30793225,-0.07554865587,8.174631942,2.09620244,-0.03311550368,7.919556074,2.058338084,0.03751176455,NaN,NaN,NaN,7.345637167,1.64475557,-0.4449210106,8.528727145,2.388032848,-0.5522089984,8.39760187,2.293999479,-0.2598134266,8.222620826,2.190669939,-0.6032034364,7.860529382,1.888636546,0.1862843208,7.965544055,2.02528905,-0.5645019278,8.291855012,2.13882841,0.6547346581,7.94132884,2.030343652,-0.6945935151,7.843284498,1.946170606,-0.2317380031,7.891018963,1.834560262,0.6211963221,8.20783256,2.068029549,0.686573425,8.351103975,2.178220051,0.5189898656,7.984644577,1.994356656,-0.2835279154
39,8.232780845,2.307081273,-0.0759124171,8.170748544,2.09536881,-0.03343907936,7.915681925,2.057434723,0.03718750332,NaN,NaN,NaN,7.341852701,1.643647928,-0.4450504196,8.524847046,2.38718069,-0.5525722805,8.393692001,2.293107193,-0.2601852447,8.218790014,2.189735243,-0.6034772772,7.856649368,1.887805288,0.1858778551,7.961643524,2.02436336,-0.5648005531,8.287806505,2.138322423,0.6543112992,7.937535234,2.029282401,-0.6948329772,7.839398358,1.945213607,-0.2320528377,7.88719137,1.833797538,0.6208949225,8.203958709,2.067314186,0.6862886103,8.347175616,2.177494688,0.5186973108,7.980883675,1.993276557,-0.283605064
40,8.228828461,2.306252388,-0.07630906754,8.166859445,2.094566675,-0.03380728962,7.911793466,2.056549649,0.0368230676,NaN,NaN,NaN,7.338064364,1.642564339,-0.4452152297,8.521118811,2.38635403,-0.5529259123,8.389767343,2.292240736,-0.2605907701,8.214949726,2.18884444,-0.6038217472,7.852749506,1.887011369,0.1853326386,7.957730675,2.023509361,-0.5651389887,8.283769494,2.137821995,0.6538207375,7.933734287,2.028251449,-0.6951074278,7.835512329,1.944300751,-0.2324668969,7.883318617,1.833033043,0.6205386589,8.200038814,2.066608156,0.6859319494,8.343231873,2.1767574,0.518367173,7.977109806,1.992221727,-0.2837231449
41,8.224862077,2.305442354,-0.07673734264,8.162966728,2.093791169,-0.03421669375,7.907894008,2.055680198,0.03642122898,NaN,NaN,NaN,7.334273239,1.641501676,-0.4454142539,8.517520087,2.385548456,-0.5532749888,8.385831445,2.29139645,-0.2610284668,8.211101275,2.187989931,-0.604230494,7.848834398,1.886249423,0.1846665373,7.95380823,2.022712688,-0.5655151406,8.279744262,2.137325664,0.6532701043,7.929929745,2.027244264,-0.6954144393,7.83162715,1.943424555,-0.2329657688,7.879408719,1.832267554,0.6201327947,8.19608139,2.065910484,0.6855108775,8.339276697,2.176010294,0.5180018401,7.973326094,1.991188687,-0.2838794362
42,8.220885912,2.304647891,-0.07719586774,8.159072475,2.093037394,-0.03466373972,7.903986859,2.05482367,0.0359848672,NaN,NaN,NaN,7.330480412,1.640456782,-0.4456461939,8.514028518,2.384759487,-0.5536244962,8.381887851,2.290570636,-0.2614966859,8.207245974,2.187164085,-0.6046970472,7.844908641,1.885514072,0.1838975284,7.949878917,2.021958938,-0.5659267889,8.275731088,2.136831933,0.652666626,7.926125353,2.026254283,-0.6957514669,7.827743564,1.942577518,-0.2335349252,7.875469686,1.831501822,0.6196826923,8.192094946,2.065220171,0.6850329325,8.335314034,2.175255442,0.5176037974,7.969535663,1.990173928,-0.2840711007
43,8.216904187,2.303865678,-0.07768317087,8.155178768,2.09230041,-0.03514477802,7.900075328,2.053977327,0.0355169581,NaN,NaN,NaN,7.32668697,1.639426467,-0.4459096528,8.510621752,2.383982582,-0.5539793257,8.377940107,2.289759553,-0.2619936783,8.203385138,2.186359243,-0.6052148334,7.840976831,1.884799914,0.1830436856,7.945945468,2.021233673,-0.5663716074,8.271730248,2.136339264,0.6520176136,7.922324861,2.025274906,-0.6961158625,7.823862309,1.941752111,-0.2341597368,7.871509522,1.830736565,0.6191938029,8.18808799,2.064536189,0.6845057437,8.331347827,2.174494875,0.5171756188,7.965741634,1.989173914,-0.2842951986
44,8.212921121,2.303092353,-0.07819769276,8.151287687,2.091575241,-0.0356560725,7.896162723,2.053138393,0.03502056426,NaN,NaN,NaN,7.322893997,1.638407509,-0.4462031435,8.507277436,2.383213145,-0.5543442844,8.373991757,2.288959423,-0.2625176057,8.199520082,2.185567706,-0.6057771883,7.837043561,1.884101517,0.1821231686,7.942010621,2.020522415,-0.5668471779,8.267742011,2.135846081,0.6513304534,7.91853202,2.024299497,-0.6965048856,7.819984126,1.94094077,-0.2348254848,7.867536232,1.829972465,0.6186716596,8.184069023,2.063857476,0.6839370232,8.327382013,2.17373059,0.5167199598,7.961947134,1.988185075,-0.2845486976
45,8.208940933,2.302324517,-0.07873779401,8.147401314,2.090856871,-0.03619380812,7.892252351,2.052304054,0.03449882816,NaN,NaN,NaN,7.319102584,1.637396653,-0.4465250966,8.50397322,2.382446526,-0.5547241026,8.370046346,2.288166423,-0.2630665478,8.195652121,2.184781742,-0.6063773657,7.833113422,1.883413407,0.1811542143,7.938077119,2.019810648,-0.5673510007,8.263766646,2.13535076,0.6506126012,7.914750582,2.023321387,-0.6969157106,7.816109755,1.940135892,-0.2355173697,7.863557813,1.829210171,0.6181218716,8.180046547,2.063182935,0.6833345597,8.323420528,2.172964543,0.5162395526,7.958155286,1.987203812,-0.2848284803
46,8.20496784,2.301558727,-0.07930175962,8.14352173,2.090140243,-0.03675409582,7.888347518,2.051471456,0.03395496804,NaN,NaN,NaN,7.315313818,1.636390609,-0.446873864,8.500686753,2.381678028,-0.5551234378,8.366107418,2.287376693,-0.263638507,8.191782573,2.183993573,-0.607008542,7.829191001,1.882730065,0.1801551325,7.934147708,2.019083818,-0.5678805005,8.259804415,2.134851633,0.6498715789,7.910984302,2.022333869,-0.6973454317,7.812239937,1.939329833,-0.2362205159,7.859582265,1.828450292,0.6175501208,8.176029058,2.062511432,0.6827062142,8.319467304,2.172198652,0.5157372028,7.954369217,1.986226496,-0.2851313483
47,8.201006062,2.300791502,-0.07988780067,8.139651017,2.089420261,-0.03733297427,7.884451531,2.050637707,0.03339227632,NaN,NaN,NaN,7.311528791,1.635386056,-0.4472477209,8.497395688,2.380902907,-0.5555468763,8.362178519,2.28658633,-0.2642314107,8.187912757,2.183195385,-0.6076638185,7.825280885,1.882045923,0.1791443034,7.930225143,2.018327333,-0.5684330278,8.255855581,2.134346988,0.649114973,7.907236938,2.021330204,-0.6977910633,7.808375413,1.938514908,-0.2369199737,7.855617581,1.827693404,0.6169621606,8.172025052,2.061841794,0.6820599185,8.31552627,2.171434798,0.5152157889,7.950592055,1.985249463,-0.2854540247
48,8.197059817,2.300019324,-0.08049405323,8.135791257,2.08869179,-0.03792640867,7.880567698,2.049799877,0.03281412065,NaN,NaN,NaN,7.307748594,1.634379638,-0.4476448648,8.494077678,2.380116371,-0.5559989306,8.358263193,2.285791393,-0.2648431096,8.184043993,2.182379319,-0.6083362195,7.82138766,1.881355371,0.1781401786,7.926312181,2.017526561,-0.5690058563,8.251920403,2.133835066,0.6483504368,7.903512251,2.020303617,-0.6982495388,7.804516925,1.937683392,-0.2376007181,7.851671754,1.826940042,0.6163638168,8.168043024,2.061172811,0.681403676,8.311601352,2.170674824,0.5146782626,7.946826927,1.984269023,-0.2857931527
49,8.193133323,2.299238632,-0.08111857459,8.131944534,2.087949658,-0.03853028654,7.876699325,2.048954998,0.03222394765,NaN,NaN,NaN,7.303974322,1.633367967,-0.4480634124,8.490710379,2.37931358,-0.5564840344,8.354364987,2.284987901,-0.2654713743,8.180177605,2.181537479,-0.6090186871,7.817515909,1.880652754,0.177161285,7.922411589,2.016666833,-0.5695961754,8.247999136,2.133314067,0.6475856939,7.899814006,2.019247302,-0.6987177049,7.800665219,1.936827524,-0.2382476433,7.847752774,1.826190711,0.6157609899,8.164091463,2.060503237,0.680745565,8.307696476,2.169920537,0.5141276528,7.943076964,1.983281452,-0.2861452921
50,8.1892308,2.298445831,-0.08175933658,8.128112931,2.087188653,-0.03914041048,7.872849719,2.048100067,0.03162528915,NaN,NaN,NaN,7.300207069,1.632347621,-0.448501393,8.487271446,2.378489643,-0.5570065336,8.350487445,2.284171837,-0.2661138883,8.176314917,2.18066193,-0.6097040731,7.813670219,1.879932378,0.1762262318,7.918526138,2.015733443,-0.5702010792,8.244092036,2.132782151,0.6468285451,7.89614597,2.018154422,-0.6991923134,7.796821044,1.935939514,-0.2388455549,7.84386863,1.825445881,0.6151596608,8.160178859,2.059831796,0.6800937443,8.303815562,2.169173709,0.5135670696,7.939345297,1.982283001,-0.2865069125
51,8.185347267,2.297579408,-0.08246441061,8.12428653,2.086344241,-0.03981365867,7.869009789,2.047172525,0.03095905466,NaN,NaN,NaN,7.296428889,1.631288655,-0.4490401961,8.483729488,2.377602622,-0.5576172846,8.346624353,2.283288744,-0.2668195153,8.172445397,2.17971473,-0.6104415173,7.809840765,1.879122223,0.1752822983,7.914644569,2.014683119,-0.570882097,8.240189341,2.132140534,0.6460279192,7.89249765,2.016996653,-0.6997343979,7.792970679,1.93496727,-0.2394476342,7.840013024,1.824616205,0.6144915742,8.156302754,2.059059666,0.679393831,8.299952745,2.168345349,0.5129425298,7.935621126,1.981226158,-0.2869407166
52,8.181473229,2.296610656,-0.0832619361,8.120458025,2.08538992,-0.04057954149,7.865168008,2.046136921,0.03018904275,NaN,NaN,NaN,7.292623789,1.630179723,-0.4497290423,8.480138699,2.376624113,-0.558335736,8.342767118,2.282313144,-0.2676170955,8.168564194,2.178679899,-0.6112293025,7.806017432,1.878196858,0.1742548288,7.910755715,2.013480806,-0.5716800348,8.236289283,2.131336377,0.6451445438,7.888876306,2.015741764,-0.7003717433,7.789100863,1.933883958,-0.2400839888,7.836167292,1.823653142,0.6137125618,8.152445412,2.058138219,0.6786016941,8.296099024,2.167383497,0.5122215664,7.9318962,1.98008626,-0.2874807652
53,8.177606545,2.29558414,-0.0841195542,8.116632235,2.084375292,-0.04139728405,7.8613255,2.045034173,0.0293535412,NaN,NaN,NaN,7.288799093,1.629044055,-0.4505150109,8.476572971,2.37557761,-0.559120211,8.338915708,2.281284312,-0.2684740337,8.164679249,2.177586266,-0.6120110198,7.802202912,1.877214894,0.1731456221,7.90686274,2.012146548,-0.5725574323,8.232401139,2.130436852,0.6442057415,7.885297706,2.014395963,-0.7010577323,7.785216664,1.932725989,-0.2407200313,7.832323915,1.822616861,0.6128647707,8.148595632,2.057138108,0.6777442945,8.292253593,2.166345372,0.5114396373,7.928175671,1.97889574,-0.2880833307
54,8.173746614,2.294541911,-0.08500484379,8.112810001,2.083343047,-0.04223244356,7.857484564,2.043908996,0.02849031484,NaN,NaN,NaN,7.284962833,1.627907069,-0.4513488829,8.473024199,2.374500201,-0.5599386381,8.335070093,2.280241337,-0.2693575313,8.16079225,2.176466397,-0.6127662043,7.798398365,1.876220701,0.1719987076,7.902968306,2.010723221,-0.5734739124,8.228524315,2.129503385,0.6432471325,7.88175658,2.012994489,-0.7017572711,7.781323925,1.931534047,-0.2413288514,7.82848479,1.821563282,0.6119905199,8.144753075,2.056119313,0.6768593309,8.288415632,2.165288138,0.5106320953,7.924461087,1.97769096,-0.2887105222
55,8.16989285,2.293525824,-0.08588521111,8.108992176,2.082335691,-0.04305040657,7.853647514,2.042805919,0.0276373041,NaN,NaN,NaN,7.281123065,1.626794,-0.4521812647,8.469484293,2.373428789,-0.5607587639,8.331230253,2.279223119,-0.2702346142,8.156904902,2.175352674,-0.6134742109,7.794604966,1.875258437,0.1708582783,7.8990751,2.00925351,-0.5743888988,8.22465822,2.128597203,0.6423044948,7.878247681,2.011572413,-0.7024350627,7.777428508,1.930348643,-0.2418833584,7.824651827,1.820548139,0.6111322946,8.140917405,2.055141625,0.6759846686,8.284584328,2.164268777,0.5098344657,7.920754013,1.97650812,-0.2893242624
56,8.166044678,2.292577543,-0.08672788143,8.105179627,2.081395545,-0.04381638057,7.849816678,2.041769282,0.02683263396,NaN,NaN,NaN,7.277287869,1.625729903,-0.4529625818,8.465945176,2.372400101,-0.5615481399,8.327396185,2.278268365,-0.2710721246,8.153018932,2.174277302,-0.6141142016,7.790823902,1.874372047,0.1697686968,7.895185834,2.007779904,-0.5752615914,8.220802264,2.127779336,0.6414137726,7.874765791,2.010164643,-0.703055588,7.773536288,1.929210132,-0.242356269,7.820826938,1.819626975,0.6103327522,8.137088292,2.054264644,0.6751583448,8.280758873,2.163344086,0.5090824522,7.917056032,1.97538326,-0.2898862783
57,8.162201524,2.291738541,-0.08749986707,8.101373217,2.080564747,-0.04449536241,7.845994384,2.040843241,0.02611464393,NaN,NaN,NaN,7.273465336,1.624739656,-0.453643044,8.462398781,2.371450679,-0.562274082,8.323567886,2.277415591,-0.2718366863,8.149136073,2.173272315,-0.6146651055,7.78705636,1.873605268,0.1687745231,7.891303243,2.006344699,-0.5760509188,8.216955843,2.127110617,0.6406111013,7.871305709,2.008805929,-0.7035830606,7.769653146,1.928158717,-0.2427200731,7.81701203,1.818855154,0.6096347432,8.133265392,2.053547782,0.6744185891,8.276938448,2.162570678,0.5084119609,7.913368735,1.974352263,-0.2903580674
58,8.158379816,2.291048567,-0.08821478221,8.097591009,2.079882776,-0.04510340883,7.842200424,2.040067682,0.02547066921,NaN,NaN,NaN,7.269679339,1.623854411,-0.4542309716,8.458852297,2.370625903,-0.5629498126,8.319761687,2.276705702,-0.2725424247,8.145273157,2.172379707,-0.6151550004,7.783321536,1.872994391,0.1678658082,7.88744534,2.004999249,-0.5767676812,8.213138043,2.126634068,0.6398821303,7.867877044,2.007542925,-0.7040334407,7.765801462,1.927236299,-0.243000464,7.813228638,1.818270866,0.6090252701,8.129468189,2.053031883,0.6737518213,8.273141437,2.1619903,0.5078089887,7.909710032,1.97345378,-0.2907538317
59,8.154587657,2.290480673,-0.08891534291,8.093840274,2.079322,-0.04569113028,7.838443438,2.039416602,0.02485287597,NaN,NaN,NaN,7.265936788,1.623058931,-0.45477983,8.455304738,2.369913332,-0.5636160865,8.315985109,2.276115815,-0.2732332231,8.141436376,2.171588778,-0.6156441747,7.779625709,1.872506784,0.1669931457,7.883617551,2.003744319,-0.5774588629,8.20935888,2.126306194,0.6391789977,7.864476635,2.006375279,-0.7044587774,7.761990659,1.926426854,-0.2432611485,7.809485472,1.817831403,0.6084503895,8.125706269,2.052671386,0.6731091533,8.26937736,2.161560928,0.5072268437,7.906085351,1.972668078,-0.2911248154
60,8.150811986,2.289976295,-0.08961216427,8.090105689,2.078823911,-0.04627530446,7.834709027,2.038835341,0.02424689675,NaN,NaN,NaN,7.262220326,1.622308543,-0.455307493,8.451735772,2.369262774,-0.5642814604,8.312224932,2.275588774,-0.2739202893,8.137611492,2.170852528,-0.6161598168,7.775950686,1.872082813,0.166141955,7.879803711,2.002546343,-0.5781376089,8.20560414,2.126058069,0.6384876101,7.861080106,2.005267241,-0.7048773553,7.758207168,1.925683722,-0.2435315863,7.80576519,1.817470793,0.6078915719,8.121964439,2.052396108,0.6724758907,8.265632092,2.161213544,0.5066524406,7.902477551,1.971943477,-0.2914880253
61,8.147039772,2.289477077,-0.09031607772,8.086371961,2.078330194,-0.04687292241,7.830982814,2.038269438,0.02363814618,NaN,NaN,NaN,7.258512607,1.621558765,-0.4558320544,8.448125083,2.368624227,-0.5649547332,8.308467968,2.275067633,-0.2746150542,8.133784281,2.170124129,-0.6167293562,7.772278306,1.871663057,0.1652974562,7.875987636,2.001371959,-0.5788173421,8.201859659,2.125820976,0.6377936823,7.857663072,2.004183219,-0.7053077303,7.754437433,1.924960403,-0.2438414711,7.80205049,1.81712326,0.6073300966,8.118227554,2.052136071,0.6718371484,8.261891556,2.160879329,0.506072494,7.898869508,1.971228473,-0.2918606983
62,8.143258026,2.288924875,-0.09103815098,8.082623841,2.077782725,-0.04750120817,7.827250459,2.037664631,0.02301180296,NaN,NaN,NaN,7.254796306,1.620765299,-0.4563718488,8.444452387,2.367947885,-0.5656449676,8.304701067,2.274495652,-0.2753291924,8.129940543,2.169356936,-0.6173804862,7.768590458,1.8711883,0.1644446523,7.872153136,2.000188011,-0.579511786,8.198111334,2.125526402,0.6370827212,7.854201145,2.003087776,-0.7057687504,7.75066792,1.924210558,-0.2442207495,7.798324126,1.816723213,0.6067470364,8.114480529,2.051821493,0.6711778353,8.25814173,2.16048966,0.5054735022,7.895244128,1.970471732,-0.2922603213
63,8.139453795,2.288261751,-0.09178968865,8.078846116,2.077123573,-0.04817761961,7.82349765,2.03696685,0.02235281082,NaN,NaN,NaN,7.25105411,1.619884026,-0.4569454523,8.440697424,2.367184139,-0.5663614884,8.300911113,2.273816296,-0.2760746226,8.126066093,2.168504487,-0.6181411625,7.764869066,1.870599531,0.1635683273,7.868284011,1.998961544,-0.5802349606,8.194345117,2.125106035,0.6363400248,7.850669932,2.001945636,-0.7062795521,7.746885111,1.923388012,-0.244699619,7.7945689,1.816205248,0.606123258,8.110708335,2.051382791,0.6704826548,8.254368646,2.159976112,0.5048417474,7.891584336,1.969622089,-0.2927046312
64,8.135647843,2.287551494,-0.09253290821,8.075062288,2.076417043,-0.04886112117,7.819749514,2.036241238,0.02170549816,NaN,NaN,NaN,7.247320093,1.618954183,-0.4574951439,8.436873464,2.366390818,-0.5670670341,8.29711974,2.2730903,-0.2768129264,8.122185319,2.167617698,-0.618984853,7.761139046,1.86996197,0.1627200278,7.864406621,1.997752423,-0.5809396301,8.190581997,2.124647856,0.6356076297,7.847087999,2.000808144,-0.70679821,7.743118679,1.922551732,-0.2452440015,7.790810306,1.815649101,0.6055089843,8.106932658,2.050906188,0.6697961051,8.250593,2.159422019,0.5042188791,7.887915296,1.968734875,-0.2931486626
65,8.131867679,2.286884417,-0.09323317475,8.071301011,2.075750253,-0.04950962399,7.816036644,2.035582737,0.02111671408,NaN,NaN,NaN,7.243624327,1.618047997,-0.4579656206,8.432978995,2.365663802,-0.5677117213,8.293353073,2.272407228,-0.2775066437,8.118331044,2.166767028,-0.6198234274,7.757436712,1.869366736,0.1619501508,7.860533229,1.996582999,-0.5815872127,8.186849786,2.124266,0.6349305494,7.84349468,1.999733003,-0.7072740269,7.739402427,1.921780864,-0.2457984435,7.787079598,1.815165586,0.6049563826,8.103181122,2.050510167,0.6691626352,8.246840942,2.15894267,0.5036463215,7.884270718,1.967889293,-0.2935421717
66,8.128108999,2.286244706,-0.09390551571,8.067555342,2.075104491,-0.05013628095,7.812351296,2.034977524,0.02057246096,NaN,NaN,NaN,7.239948371,1.617165691,-0.4583800922,8.428997675,2.364998026,-0.5682984336,8.28960475,2.271754014,-0.2781693665,8.114497739,2.165936676,-0.6206232202,7.753758908,1.868797298,0.1612401556,7.856641952,1.995393967,-0.5822006778,8.183143235,2.123934512,0.6342962681,7.839896409,1.99869541,-0.707715318,7.735725851,1.921057182,-0.2463580229,7.78336874,1.814735899,0.6044488346,8.099447701,2.050173687,0.6685667027,8.243106708,2.158517856,0.503109659,7.880645326,1.967071407,-0.2938971812
67,8.124365081,2.285619466,-0.09456279327,8.063818916,2.074468019,-0.05075365091,7.808685152,2.034408109,0.0200557459,NaN,NaN,NaN,7.236284888,1.616297499,-0.4587585475,8.424940201,2.36437477,-0.568846799,8.285868404,2.271117687,-0.278814783,8.110675158,2.165116689,-0.621412394,7.750097835,1.868240669,0.1605723715,7.852733469,1.994188194,-0.5827940489,8.179455508,2.123633642,0.6336886466,7.83628807,1.997684879,-0.7081376972,7.732078399,1.920365941,-0.2469316317,7.779671008,1.81434068,0.6039690019,8.09572649,2.04987567,0.667992741,8.239384534,2.158127577,0.5025940942,7.877031384,1.966270232,-0.2942302887
68,8.120629211,2.284995886,-0.09521799031,8.060085373,2.073829183,-0.05137441355,7.805029905,2.033857077,0.01954946468,NaN,NaN,NaN,7.232626546,1.615433719,-0.4591210973,8.420817282,2.363775403,-0.5693765661,8.282137676,2.270485362,-0.2794567054,8.106853058,2.164297181,-0.6222192424,7.746445697,1.867683946,0.1599290151,7.84880845,1.992968635,-0.5833815048,8.175779784,2.123343722,0.6330914439,7.832664544,1.996690996,-0.7085569159,7.728449529,1.919692477,-0.2475282803,7.77597969,1.813960646,0.6034994454,8.092011603,2.049595116,0.6674250841,8.235668674,2.157751917,0.5020847234,7.873421163,1.965474852,-0.2945582192
69,8.116894686,2.284361243,-0.09588422112,8.05634836,2.073176416,-0.05201138035,7.801377261,2.033307088,0.01903639424,NaN,NaN,NaN,7.228966013,1.614564711,-0.4594879844,8.416639643,2.363181387,-0.5699076102,8.278406215,2.269844239,-0.2801090797,8.103021197,2.163468331,-0.6230722012,7.742794711,1.867114304,0.1592921806,7.844867552,1.991738336,-0.5839773947,8.172109263,2.123045162,0.6324883087,7.829020717,1.99570342,-0.7089888719,7.724828705,1.919022209,-0.2481571051,7.772288096,1.813576585,0.6030226177,8.088297172,2.04931111,0.6668479591,8.231953399,2.157371039,0.501566529,7.869806938,1.964674414,-0.294897835
70,8.11315481,2.283702903,-0.09657473634,8.052601533,2.072498236,-0.05267750003,7.797718943,2.032740872,0.01849918954,NaN,NaN,NaN,7.225295962,1.6136809,-0.4598795875,8.412418021,2.362574279,-0.570459936,8.274667681,2.269181604,-0.2807859912,8.099169336,2.162620383,-0.6239998532,7.739137103,1.866518996,0.1586438345,7.840911418,1.990500433,-0.5845962445,8.168437164,2.122718455,0.6318627762,7.825351478,1.994711884,-0.7094496127,7.721205403,1.91834064,-0.2488273725,7.768589552,1.813169359,0.6025208606,8.084577352,2.049002815,0.6662454833,8.228233,2.156965186,0.5010243757,7.866180991,1.963858135,-0.2952661405
71,8.109402895,2.283008314,-0.09730292257,8.048838555,2.07178325,-0.05338585828,7.794046682,2.032141232,0.01792038496,NaN,NaN,NaN,7.221609071,1.61277277,-0.4603164206,8.408163169,2.361935725,-0.5710536756,8.27091574,2.268484828,-0.2815016631,8.095287235,2.161743656,-0.6250309274,7.735465106,1.86588535,0.157965816,7.83694068,1.989258153,-0.5852527567,8.164756723,2.122344173,0.6311982677,7.821651717,1.993706193,-0.7099553331,7.717569106,1.91763336,-0.2495484767,7.764877401,1.812719904,0.6019764052,8.080846317,2.048649476,0.6656016645,8.224501787,2.156514682,0.5004430116,7.862535609,1.963015296,-0.2956802808
