frame,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
31,6.55497137,4.473751561,0.6057492119,6.726853156,4.520166334,0.7818583523,6.647006968,4.662361716,1.032258059,6.669160148,4.847040128,1.21752345,6.76613755,4.785177454,1.412680122,6.482512318,4.363347508,0.5966314613,6.579282868,4.284759554,0.9721045059,6.471420534,4.260626676,0.2504997551,6.650144692,4.38397599,1.095897965,6.818279938,4.535210944,1.943038934,6.606907228,4.169846844,1.669471101,6.901955477,4.671281227,1.675608277,6.655747525,4.553546323,0.293090971,6.866584682,4.784642847,0.9350453018,6.970623467,4.776982864,1.717278772,6.973298218,4.860101593,1.240838977,7.023917948,4.972074209,1.279807504,7.062815964,4.979146569,1.512480573,7.057959366,4.935867775,1.635863684
32,6.542597391,4.463349182,0.6043087524,6.714569045,4.509801844,0.7803523039,6.634697324,4.651831128,1.030788132,6.656863469,4.836480476,1.216133944,6.753929188,4.774541345,1.411228143,6.470249751,4.353125639,0.5951279376,6.567050046,4.274203345,0.970528595,6.459091812,4.250340587,0.2489761352,6.637914604,4.373541127,1.09440975,6.806327513,4.524498983,1.941451606,6.594997278,4.159202137,1.667984853,6.889778854,4.660699521,1.673882118,6.643108423,4.543264016,0.291512421,6.854186277,4.774337504,0.9336650476,6.958473977,4.766306605,1.715985694,6.960902673,4.849573706,1.239398222,7.011500965,4.961613322,1.278426134,7.050622212,4.968709899,1.511008537,7.04581381,4.925433212,1.634330086
33,6.530254272,4.452767577,0.6028077565,6.70231193,4.499255027,0.7787930262,6.622448688,4.641144702,1.02926333,6.644599901,4.825747868,1.214713547,6.741772181,4.763791397,1.4097332,6.458004517,4.342796458,0.5934995752,6.554837248,4.26358293,0.9689087354,6.446766484,4.239788187,0.2474593271,6.625709185,4.362964094,1.092831753,6.794395869,4.513621493,1.93982012,6.583060343,4.148471646,1.666457801,6.877649326,4.649963344,1.672081368,6.630521888,4.532818855,0.2898719074,6.841827171,4.763786308,0.9322375125,6.946390059,4.755510808,1.714490353,6.948574005,4.838894509,1.237887508,6.999150555,4.950994515,1.276967421,7.038500376,4.958119742,1.509463539,7.033722461,4.914840119,1.632721954
34,6.517950367,4.442029776,0.601240639,6.690104658,4.488557315,0.7771569977,6.610277572,4.630301039,1.027656011,6.63239633,4.814860981,1.213237588,6.729686361,4.752904738,1.408168592,6.445818049,4.332381548,0.5917014781,6.542632706,4.25286846,0.9672111078,6.434435705,4.229026092,0.2459010993,6.613545576,4.352249159,1.091187935,6.782516814,4.5026217,1.938118426,6.571125666,4.137659715,1.664852239,6.865591207,4.639097607,1.670148936,6.617980014,4.522204599,0.2881557269,6.82952135,4.753047079,0.9307491027,6.934398746,4.74458766,1.712929907,6.936302177,4.828061929,1.23629668,6.986858702,4.940224473,1.275432736,7.026445582,4.947384094,1.50784751,7.021701391,4.904110378,1.631031458
35,6.505674414,4.431226202,0.599613139,6.677933866,4.477795899,0.7754530446,6.598165859,4.619384824,1.02598009,6.620237714,4.803899735,1.211717414,6.717656414,4.741955754,1.406546536,6.433675714,4.321957173,0.5897598074,6.530437118,4.242130727,0.965440919,6.422099119,4.218164922,0.2442988709,6.601416718,4.341475142,1.089482188,6.770685774,4.491560008,1.936353485,6.559201234,4.126820667,1.663171566,6.853592894,4.628169251,1.66810577,6.60546753,4.511521903,0.2863728723,6.817255039,4.742211296,0.929207693,6.92248318,4.733604966,1.711308146,6.924073611,4.817158076,1.234639683,6.974610607,4.929384572,1.273837215,7.014443381,4.936579121,1.506174954,7.009736684,4.893316241,1.629273703
36,6.493423356,4.420366158,0.597940847,6.665793278,4.46697897,0.7737002645,6.586102058,4.608409234,1.024255237,6.608116392,4.792876957,1.210165527,6.705671607,4.730955423,1.404882863,6.421569693,4.31151924,0.5877126876,6.518253165,4.23136853,0.963618142,6.409765087,4.207226272,0.2426647033,6.589317677,4.330651037,1.087731283,6.758894054,4.480446387,1.934542564,6.547288563,4.115954402,1.661436881,6.841643182,4.617186695,1.665980565,6.592981532,4.500780843,0.2845412533,6.805023683,4.731293382,0.927625956,6.91062792,4.722572119,1.709634558,6.911881989,4.806194351,1.232934246,6.962399897,4.918485753,1.272197386,7.002485557,4.925715981,1.504461869,6.997818848,4.8824682,1.627466304
37,6.481194223,4.409458844,0.5962392773,6.653676706,4.456114614,0.7719176824,6.574074771,4.597387334,1.022501061,6.596024778,4.781805372,1.208594366,6.693721291,4.719914612,1.403193343,6.409492298,4.301063529,0.5855981595,6.506083637,4.220580575,0.9617626589,6.397442036,4.196231658,0.2410105811,6.577243607,4.319785734,1.085951916,6.747133049,4.469290702,1.932702868,6.535389276,4.105060724,1.659669194,6.829730971,4.606158239,1.66380195,6.580519203,4.489991394,0.2826787015,6.792822803,4.72030766,0.926016495,6.898817604,4.71149841,1.707918575,6.899721078,4.795182052,1.231198026,6.950220286,4.907538853,1.270529705,6.990563979,4.914805734,1.50272419,6.985938478,4.87157664,1.625626808
38,6.468984133,4.398513363,0.5945238691,6.641578062,4.445210812,0.7701242514,6.562072687,4.586332077,1.02073711,6.583955368,4.770697608,1.207016302,6.681794907,4.708844087,1.40149368,6.397435974,4.290585695,0.5834541814,6.493931432,4.209765468,0.9598942606,6.385138469,4.185202514,0.239348412,6.565189753,4.308888025,1.084160712,6.735394249,4.458102712,1.930851536,6.523505105,4.094139339,1.657889429,6.817845269,4.59509206,1.661598492,6.568077819,4.479163426,0.2808029708,6.780647996,4.709268359,0.9243918444,6.887036956,4.700393025,1.706169571,6.887584735,4.784132373,1.229448615,6.938065573,4.89655461,1.26885056,6.978670601,4.903859335,1.500977784,6.974086261,4.860651844,1.623772701
39,6.4567903,4.387538722,0.5928099859,6.629491353,4.434275444,0.7683388528,6.550084588,4.575256307,1.01898287,6.571900745,4.759566195,1.205443643,6.669881987,4.697754509,1.399799519,6.385393299,4.280081269,0.5813186291,6.481799558,4.198921723,0.9580326469,6.37286296,4.17416019,0.2376900265,6.553151457,4.297966602,1.082374225,6.723669238,4.446892077,1.929005646,6.511637889,4.083189861,1.656118427,6.805975201,4.583996221,1.659398693,6.555654752,4.46830671,0.2789317375,6.768494945,4.698189611,0.9227644699,6.875270782,4.689265045,1.70439686,6.875466909,4.773056408,1.227703532,6.925929649,4.885543661,1.267176267,6.966797469,4.89288764,1.499238455,6.962252977,4.849703988,1.621921402
40,6.444610027,4.376543831,0.5911129159,6.617410684,4.423316285,0.7665802958,6.538099355,4.564172762,1.01725777,6.559853573,4.748423567,1.203888628,6.657972156,4.686656435,1.398126441,6.373356985,4.269545657,0.5792292961,6.469691132,4.188047759,0.9561974268,6.360624164,4.163125954,0.2360471779,6.541124153,4.287030056,1.080608934,6.711949698,4.435668355,1.927182212,6.499789579,4.072211807,1.654376941,6.794110002,4.572878669,1.657230991,6.543247467,4.457430914,0.2770826002,6.756359412,4.687085454,0.921146769,6.86350398,4.678123455,1.702609703,6.863361644,4.761965149,1.225980228,6.913806496,4.874516542,1.265523072,6.954936719,4.881901405,1.497521939,6.950429501,4.838743148,1.620090268
41,6.432440713,4.365537503,0.589447872,6.605330261,4.41234101,0.7648673176,6.526105958,4.553094074,1.015581175,6.547806605,4.737282062,1.202363433,6.646055129,4.675560325,1.396489961,6.361319879,4.258974149,0.5772238937,6.457609384,4.177141899,0.9544081191,6.348430811,4.152120993,0.2344315424,6.529103374,4.276086884,1.078881247,6.700227408,4.424441005,1.925398184,6.487962236,4.061204602,1.652685639,6.782239023,4.561747236,1.65512376,6.530853528,4.44654561,0.27527308,6.744237246,4.675969834,0.9195510704,6.851721533,4.666977135,1.700817299,6.851263076,4.750869491,1.224296084,6.901690188,4.863483694,1.263907152,6.943080577,4.870911291,1.495843909,6.938606802,4.827779299,1.618296589
42,6.420279851,4.354528457,0.587829991,6.593244385,4.401357195,0.7632185822,6.514093466,4.542032769,1.013972386,6.535752677,4.726153925,1.200880163,6.634120713,4.664476536,1.394905531,6.349274954,4.248361914,0.5753400505,6.445557649,4.166202378,0.9526841534,6.336291709,4.141166412,0.2328547192,6.517084746,4.265145483,1.077207499,6.688494244,4.413219389,1.923670447,6.476158027,4.050167577,1.651065106,6.770351724,4.550609642,1.653105308,6.518470593,4.43566027,0.2735206197,6.732124379,4.664856602,0.9179896339,6.839908517,4.655834868,1.699028789,6.839165436,4.739780228,1.222668412,6.889574887,4.85245546,1.262344611,6.931221362,4.859927858,1.494219969,6.926775943,4.816822317,1.616557591
43,6.408113735,4.34350526,0.5862719395,6.581130395,4.390360649,0.7616539345,6.502069697,4.530999081,1.012438787,6.523673246,4.715033358,1.199476709,6.622177404,4.653431419,1.393391824,6.337221413,4.237756877,0.5735354477,6.433487554,4.155291308,0.9510687067,6.324209936,4.130268914,0.2313364257,6.505060991,4.25421936,1.075603735,6.676743955,4.402014963,1.922015378,6.464327169,4.039170975,1.649533673,6.758435243,4.539474232,1.651130733,6.506091791,4.424781227,0.2718368865,6.720003195,4.653723207,0.9164947237,6.828085605,4.644708315,1.69726873,6.827061012,4.728705226,1.221113186,6.877452499,4.84144164,1.260854971,6.919354283,4.848961573,1.492670022,6.914934925,4.805885203,1.61488859
44,6.395966215,4.332406333,0.5847578397,6.569011969,4.379294062,0.7601556366,6.490079953,4.519938506,1.010954187,6.511596732,4.703860202,1.198149086,6.610269691,4.642382583,1.391932969,6.325193486,4.227141772,0.5717404807,6.421396891,4.144397914,0.9495525263,6.312199842,4.119354611,0.2298708923,6.493059502,4.243261306,1.074054886,6.66500882,4.390783965,1.920416644,6.452466139,4.028211195,1.648073069,6.746522517,4.528295665,1.649139339,6.49374496,4.413850072,0.2702017366,6.707898449,4.642497404,0.9150618829,6.816308773,4.633551406,1.695534489,6.814982119,4.717590275,1.219610797,6.865355975,4.830389488,1.259421108,6.907515881,4.83796124,1.491177954,6.9031227,4.794919878,1.613269515
45,6.383863368,4.321212901,0.5832637011,6.556925058,4.368133182,0.7586896939,6.478140997,4.50881186,1.00949232,6.499556726,4.692609396,1.196852606,6.598412476,4.631280906,1.390498001,6.313209824,4.216461209,0.5699548665,6.409332534,4.133456504,0.9480785846,6.300260515,4.108373317,0.2284338597,6.481101613,4.23223367,1.072533428,6.653312348,4.37949327,1.918845497,6.440622787,4.017217497,1.646650157,6.734644098,4.517043984,1.647140075,6.481450957,4.402829873,0.2685890637,6.695839943,4.631166311,0.9136536485,6.804587659,4.622329406,1.693799404,6.802953243,4.706399524,1.21813084,6.853310464,4.819262093,1.25801052,6.895730176,4.826890176,1.489711651,6.891361993,4.783888927,1.611670494
46,6.371792126,4.309976258,0.581791381,6.544865626,4.356924444,0.7572485253,6.466227646,4.497647562,1.008054298,6.487542431,4.68132217,1.195571443,6.586576727,4.620143109,1.389084376,6.301251256,4.205729136,0.568203177,6.39730391,4.122468838,0.9466139953,6.288354943,4.097346893,0.2270251564,6.469169858,4.221166002,1.071036897,6.641636281,4.368171956,1.917299422,6.4288079,4.006181193,1.645254765,6.722787554,4.5057546,1.645169479,6.469190977,4.391757515,0.2669995338,6.683814147,4.619788031,0.9122613127,6.792887579,4.611073369,1.692065372,6.790954235,4.69516683,1.216672319,6.841295089,4.808092495,1.256621109,6.883974741,4.815780227,1.488269444,6.879629416,4.772822417,1.610091698
47,6.359739607,4.298747453,0.5803426313,6.532829816,4.345714056,0.7558244327,6.454314925,4.486473779,1.006641115,6.475543233,4.670039519,1.194289647,6.574733628,4.608985665,1.387689432,6.289298836,4.194959247,0.5665098704,6.385320637,4.111436473,0.9451257213,6.276446318,4.086296933,0.2256445128,6.457246967,4.210087609,1.069562717,6.629962566,4.356848867,1.915775777,6.417032493,3.995093386,1.643876559,6.710940679,4.494462673,1.643263959,6.456946405,4.380669632,0.265433708,6.671807704,4.608420431,0.9108760594,6.781174051,4.599814097,1.690334176,6.778965147,4.683925808,1.215234122,6.829289175,4.796913487,1.255250658,6.872227348,4.804663,1.486849546,6.867901779,4.761750172,1.608533172
48,6.347693116,4.287577297,0.5789190944,6.520813957,4.334547998,0.7544095973,6.442378065,4.47531843,1.005253653,6.463548704,4.65880221,1.192991146,6.562854574,4.5978248,1.38631038,6.277333843,4.18416498,0.564899289,6.37339254,4.100360766,0.9435805752,6.264498041,4.075244775,0.2242915567,6.445315872,4.199027563,1.068108193,6.618273353,4.345552618,1.914271792,6.405307809,3.983944972,1.642505046,6.699091492,4.48320312,1.6414598,6.444698825,4.369602613,0.2638920379,6.659807436,4.597121141,0.9094889594,6.769412801,4.588582147,1.688607487,6.76696623,4.672709826,1.213815012,6.817272246,4.785757618,1.253896829,6.860465969,4.79356986,1.485450044,6.856156096,4.750701777,1.606994843
49,6.335617398,4.276480457,0.5774995402,6.508783823,4.323436829,0.7530085038,6.430378681,4.464207693,1.003937377,6.451513187,4.647624141,1.1917114,6.550923011,4.586726532,1.384937995,6.265300065,4.173413951,0.5633800916,6.361498481,4.089297017,0.9419372737,6.25251581,4.064244803,0.2229676754,6.433356395,4.188021679,1.066668594,6.606552353,4.334310139,1.912783826,6.393616194,3.972784461,1.641123434,6.687222698,4.4719802,1.639766375,6.432423543,4.358589573,0.2623663291,6.64779016,4.585874059,0.9080769638,6.757580876,4.577400466,1.686719929,6.754935809,4.661549081,1.212412548,6.805222482,4.774656915,1.252560754,6.848673041,4.782532445,1.484071026,6.844378082,4.739710547,1.605472486
50,6.323505349,4.265424172,0.5761057604,6.496721198,4.312354603,0.7516631063,6.418315821,4.453142826,1.002736476,6.439417273,4.636490711,1.190508703,6.538946396,4.575723284,1.383601391,6.253189075,4.16273241,0.5619600742,6.349608771,4.078284581,0.9402495696,6.240536054,4.053306083,0.2217052721,6.421366399,4.17707405,1.065278098,6.594791728,4.323132987,1.911346359,6.381921238,3.961666976,1.639772527,6.675321594,4.460788197,1.638176901,6.420125182,4.34761679,0.2608843525,6.635748629,4.574633443,0.9066716188,6.745687076,4.566275017,1.684648991,6.742871854,4.650443465,1.211057594,6.793137998,4.763613291,1.25127481,6.836847665,4.771556502,1.48274436,6.83256794,4.728786044,1.603995037
51,6.311390642,4.254380416,0.5747662004,6.484652493,4.301282275,0.7503828751,6.406229688,4.442100441,1.001613912,6.42730082,4.625383232,1.189367694,6.526945228,4.5647613,1.382319771,6.241057829,4.152064291,0.5606237558,6.337728543,4.067287818,0.9385860652,6.228568502,4.042379493,0.2205105564,6.409365366,4.166151254,1.063952293,6.583005083,4.311999343,1.909974017,6.370221797,3.950569964,1.638485427,6.6633989,4.449623702,1.636664786,6.407830035,4.336647345,0.2594629183,6.623701386,4.563399887,0.9053093446,6.733761235,4.555186731,1.682572772,6.730795289,4.639363837,1.209762254,6.781039885,4.752596481,1.250048019,6.825007003,4.760613503,1.481479956,6.820739941,4.717899371,1.602575732
52,6.299290787,4.243347408,0.5734635193,6.472590225,4.290224113,0.7491300204,6.394149484,4.431074431,1.000489599,6.415194459,4.6142962,1.188233713,6.514933963,4.553796228,1.38107022,6.228947461,4.14137975,0.5593085731,6.325853103,4.056289327,0.9369650011,6.216602697,4.0314496,0.2193404887,6.3973642,4.155235759,1.062657539,6.571208978,4.300885355,1.908632829,6.358517673,3.939473706,1.637241722,6.651463521,4.438487843,1.635156791,6.395543191,4.325678143,0.2580735302,6.611653934,4.55219458,0.9039831192,6.72183164,4.544120339,1.680624021,6.718718036,4.628295476,1.208495272,6.768940211,4.74159002,1.248847822,6.813162523,4.749683796,1.48024566,6.808904659,4.707027778,1.601184837
53,6.287223216,4.232323471,0.5721802349,6.460546817,4.279184492,0.7478666116,6.382104306,4.420058824,0.9992832999,6.403128727,4.603224234,1.187051943,6.502927016,4.542783822,1.37982966,6.216899026,4.130649088,0.5579518149,6.3139777,4.04527179,0.9354044785,6.204628099,4.020501058,0.2181519027,6.385373733,4.144310137,1.061360052,6.559419902,4.289767289,1.90728865,6.346808608,3.92835857,1.636020847,6.639524239,4.427381877,1.633579524,6.383269647,4.314706191,0.2566875672,6.599611684,4.541038801,0.9026857793,6.709926576,4.533060654,1.678935316,6.706651943,4.617223765,1.207225232,6.756850974,4.730577544,1.247641509,6.801325627,4.73874783,1.479009157,6.7970726,4.696148619,1.599792458
54,6.275186499,4.22130725,0.5708779631,6.448530705,4.268150378,0.7465624127,6.370073163,4.408982523,0.9981261548,6.391110247,4.592160293,1.185796597,6.490926353,4.531707671,1.378569306,6.204907195,4.11985153,0.5565568347,6.302139066,4.034197922,0.9338343092,6.192657011,4.009552422,0.2169095759,6.373401762,4.1333633,1.060024201,6.547655483,4.278620228,1.905906505,6.335134378,3.917166172,1.634777653,6.627604102,4.416272189,1.631863404,6.371008537,4.303725894,0.2552686684,6.58759593,4.52989197,0.9013596587,6.698051671,4.521984153,1.677400772,6.694606885,4.606131575,1.205919605,6.744782727,4.719542538,1.246399428,6.789511458,4.727786616,1.477739864,6.785261783,4.685242909,1.598364948
55,6.263145363,4.21032655,0.5696101115,6.436514998,4.257138452,0.7452940672,6.35799427,4.397833798,0.9972297644,6.37909097,4.581133809,1.184558488,6.478891584,4.520622377,1.377354516,6.192916823,4.109024131,0.5552394691,6.290341086,4.023084273,0.9322624702,6.180689869,3.998655051,0.2156888198,6.361419368,4.12243103,1.058719273,6.53587898,4.267479229,1.90455772,6.323490458,3.905904665,1.633565174,6.615679037,4.405167939,1.630089679,6.358738114,4.292762669,0.2538811338,6.575591755,4.518740649,0.9000394078,6.686154789,4.510919607,1.675914155,6.682551242,4.595050132,1.20464983,6.732703335,4.708518308,1.245196101,6.777688775,4.716835253,1.476511819,6.773442368,4.674348558,1.596972514
56,6.251083294,4.199400979,0.5684479035,6.424477448,4.246174449,0.7441337234,6.345856122,4.38667249,0.9965851547,6.367042093,4.57017053,1.183408367,6.466797622,4.509566061,1.376253264,6.180910637,4.098201734,0.5540571587,6.278548879,4.011971215,0.9307749557,6.168711803,3.987821031,0.2145636217,6.349402688,4.111542804,1.057519073,6.524052702,4.256385491,1.903316757,6.311834335,3.894630162,1.632460451,6.603712789,4.394109634,1.628359874,6.346446679,4.281837692,0.2525976694,6.563570534,4.50762298,0.8988053836,6.674203949,4.499905067,1.67455578,6.670457513,4.584012811,1.203488789,6.720584296,4.697538475,1.244103174,6.765824766,4.705930142,1.47539743,6.761579259,4.663502936,1.595688829
57,6.239011473,4.188511541,0.5673617658,6.412427219,4.235242381,0.7430499395,6.333684187,4.375513787,0.9960832413,6.354976445,4.559248919,1.182318909,6.454664576,4.498526542,1.375232694,6.168898284,4.087381081,0.5529666068,6.266761652,4.000855521,0.9293540318,6.156727624,3.977028906,0.2135059445,6.337364918,4.100682526,1.056393576,6.512193552,4.245322601,1.902152862,6.300171029,3.883345686,1.631434722,6.59171887,4.383083455,1.626670488,6.334144299,4.270937315,0.2513893147,6.551539326,4.496532714,0.8976350921,6.662218313,4.488923361,1.673300934,6.658340302,4.573004069,1.202405437,6.708440538,4.686586988,1.243088875,6.753934698,4.695054733,1.47436495,6.749687654,4.652688866,1.594482956
58,6.226940976,4.177639355,0.5663222778,6.400373373,4.224326375,0.7420114273,6.321503759,4.364373045,0.9956151006,6.342906752,4.548347553,1.18126294,6.442512446,4.487491766,1.3742601,6.156889287,4.076559035,0.5519246779,6.254978497,3.98973406,0.9279821265,6.144742046,3.966257328,0.2124879051,6.325319148,4.089834219,1.05531291,6.500318325,4.234274263,1.901035427,6.288505438,3.872054369,1.630459378,6.579710691,4.372075688,1.625018168,6.321840935,4.260048009,0.250227269,6.539505078,4.485463709,0.8965061972,6.650216933,4.477957438,1.672125048,6.646214112,4.562008482,1.201368877,6.696286885,4.675647919,1.242121588,6.742033736,4.684192592,1.473382778,6.737782649,4.641889289,1.593324105
59,6.214882783,4.166765659,0.5653001734,6.388324868,4.213410671,0.7409870549,6.309339973,4.353265785,0.995071973,6.330845653,4.537445127,1.180213436,6.430361129,4.476449804,1.373302926,6.144893054,4.065732582,0.5508883994,6.24319839,3.978603802,0.9266418296,6.132759693,3.95548506,0.2114817764,6.313278369,4.078982024,1.054247357,6.488443712,4.223224304,1.899933989,6.276842341,3.860759449,1.629505973,6.567701563,4.361072727,1.623399714,6.309546445,4.249156361,0.2490828935,6.527474631,4.474409932,0.8953965232,6.638218763,4.466990368,1.671003699,6.634093343,4.551010748,1.20034837,6.684138062,4.664705458,1.241169845,6.730136948,4.673327404,1.472419463,6.725879242,4.631087265,1.592181631
60,6.202847783,4.155871805,0.564266343,6.376290569,4.202479626,0.7399458482,6.297217814,4.342207693,0.9943452664,6.318805695,4.526520454,1.179143526,6.418230419,4.465388853,1.372328774,6.132918875,4.054898827,0.5498149626,6.2314202,3.967461816,0.9253158933,6.120785098,3.944690973,0.2104599885,6.301255473,4.068110199,1.053167356,6.47658631,4.212156672,1.898818234,6.265186402,3.84946427,1.628546218,6.5557047,4.350061076,1.621812078,6.297270586,4.238249076,0.247927713,6.515454724,4.463365457,0.8942840557,6.626242661,4.45600534,1.669912618,6.6219923,4.539995681,1.199313328,6.6720087,4.653743914,1.240202337,6.718259308,4.662442972,1.471443702,6.713992332,4.620265973,1.591025043
61,6.190846768,4.144939262,0.5631918327,6.364279242,4.191517712,0.7388569904,6.285162113,4.331214622,0.9933265556,6.306799336,4.515552459,1.178026493,6.406140014,4.454297236,1.371305398,6.120975928,4.044054999,0.5486617225,6.219642683,3.95630527,0.9239872328,6.108822704,3.933854048,0.2093951289,6.28926326,4.057203123,1.0520435,6.464762613,4.201055435,1.897657996,6.253542169,3.838172282,1.627551985,6.543733219,4.339027345,1.62025237,6.285023015,4.227312974,0.2467334155,6.503451988,4.452324469,0.8931469426,6.61430739,4.444985663,1.668827681,6.609925187,4.528948218,1.198233322,6.659913335,4.642747718,1.23918791,6.706415695,4.651523218,1.470424344,6.702136723,4.60940871,1.589823999
62,6.178890436,4.133949613,0.5620478424,6.352299553,4.180509514,0.7376898217,6.273197527,4.320302598,0.9919075814,6.294838938,4.504520186,1.176835769,6.394109502,4.4431634,1.370200706,6.109073271,4.033198444,0.5473861968,6.207864486,3.945131429,0.9226389266,6.09687686,3.922953375,0.2082599415,6.277314424,4.04624529,1.050846538,6.452989016,4.189904778,1.896423261,6.241914076,3.826887045,1.626495308,6.531800139,4.327958246,1.618717851,6.272813285,4.216334995,0.2454718513,6.491472954,4.441281259,0.8919634938,6.602431621,4.433914766,1.667724916,6.597906112,4.517853413,1.197078074,6.647866402,4.63170142,1.238095563,6.694620889,4.640552181,1.469330387,6.690327119,4.598498892,1.588548307
63,6.16698938,4.122884558,0.5608057229,6.340360058,4.169439734,0.7364138363,6.261348526,4.30948782,0.9899802466,6.282936761,4.493402793,1.175544936,6.382158363,4.431975917,1.368982758,6.097219834,4.022326636,0.5459460639,6.196084141,3.933937658,0.921254217,6.084951816,3.911968154,0.2070273247,6.265421555,4.035221312,1.04954737,6.441281803,4.17868901,1.895084155,6.230306435,3.815612222,1.625348379,6.519918385,4.316840599,1.617205934,6.26065084,4.205302193,0.24411503,6.479524042,4.430230225,0.8907121805,6.590633923,4.42277619,1.666580495,6.585949071,4.506696439,1.195817458,6.635882231,4.620589688,1.236894446,6.682889568,4.629514016,1.468130975,6.678578116,4.587520054,1.58716792
64,6.155166477,4.111740254,0.5594523186,6.328469871,4.158308562,0.7349892042,6.249616286,4.29872886,0.9875399161,6.271106538,4.482203384,1.174083074,6.370278749,4.420707021,1.367636909,6.085433457,4.011454847,0.5442535737,6.184331301,3.922691535,0.9197689235,6.07303019,3.900899992,0.2056771235,6.253599528,4.024125916,1.048120331,6.429654461,4.16738451,1.893608714,6.218754979,3.804309416,1.624084498,6.508071761,4.305682564,1.615601757,6.248537739,4.194202332,0.242626684,6.467611786,4.419185014,0.8893738756,6.578966367,4.411555961,1.665558145,6.574063944,4.495454214,1.194422043,6.623972324,4.609394545,1.235563388,6.671238987,4.618389696,1.466797172,6.666910617,4.576457172,1.585647665
65,6.143401263,4.100605028,0.5581130586,6.316601625,4.147206136,0.7335339297,6.237940609,4.288056238,0.984827663,6.25930569,4.471029304,1.17254088,6.358405476,4.409441479,1.366290265,6.073693843,4.000655773,0.542421188,6.17260097,3.911454137,0.9182687254,6.061089776,3.889831985,0.2043330621,6.241812879,4.013052229,1.046689276,6.418048091,4.156094639,1.892119656,6.207236681,3.793041243,1.62282775,6.496196686,4.29459312,1.613955172,6.23645112,4.183106335,0.2411209378,6.455704882,4.408232874,0.8880617084,6.56738608,4.400359953,1.664855507,6.562204034,4.484216829,1.19301242,6.612088428,4.598210333,1.234226442,6.659618457,4.607278712,1.46545028,6.65527372,4.565414684,1.584105656
