frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F17_data.tx,F17_data.ty,F17_data.tz,F18_data.tx,F18_data.ty,F18_data.tz,F19_data.tx,F19_data.ty,F19_data.tz,F20_data.tx,F20_data.ty,F20_data.tz
30,6.662986094,2.079238084,0.166923883,6.743209726,2.298686473,0.09238882131,6.731710641,2.278556635,0.1483775138,6.113101435,1.376088444,0.171816694,6.295449433,1.575927436,-0.227423694,6.43430139,1.753079204,-0.3574156684,6.586050239,1.905099722,-0.2151537313,6.505174945,1.760414702,0.1131900165,6.528510571,1.825819213,-0.2407811603,6.614532748,1.920289242,-0.08738465854,6.55559738,1.832592204,-0.1027054998,6.708675918,2.001089243,-0.2457329789,6.624466581,1.899104932,0.1420846447,6.719654442,1.917624158,0.7632663965,6.805311521,2.070318922,-0.1743696082,6.750866927,2.010640395,-0.09121478417,6.848033082,2.094421136,-0.04720706272,6.828899447,2.099952625,0.718456897,6.957191758,2.272191497,-0.1236832373,7.015072896,2.315490767,-0.5716243374,6.747429497,2.122073841,-0.9769055506,7.147293611,2.493848923,-0.2876652335
31,6.655957829,2.066222769,0.1649739522,6.734570294,2.285968269,0.08934912478,6.723328137,2.266076576,0.1458117114,6.100586514,1.360855332,0.1679001318,6.28149801,1.556791852,-0.2245868161,6.421419701,1.736866782,-0.3507740377,6.577472058,1.89098461,-0.2157647933,6.492386145,1.746082936,0.1089300935,6.518680661,1.811155303,-0.243789001,6.607586399,1.907148359,-0.08567754181,6.546522127,1.818101791,-0.09842141124,6.694748547,1.987528013,-0.2465755472,6.616496202,1.885854439,0.1390540995,6.712626413,1.906681304,0.7593356148,6.791391767,2.059419807,-0.1757823425,6.743263358,1.995151199,-0.08752879107,6.839657557,2.085432904,-0.0496706994,6.823099647,2.091315692,0.7135022066,6.950539464,2.260935315,-0.125001459,7.008541254,2.304504368,-0.5714895335,6.740689677,2.11302499,-0.9760802594,7.141431101,2.482938942,-0.2896094117
32,6.648355261,2.053710333,0.1630646267,6.725528647,2.27358418,0.08658521145,6.714507121,2.25390569,0.1435351218,6.087605927,1.34701754,0.1635876667,6.265602348,1.536140185,-0.222485853,6.408920454,1.719210386,-0.3466222727,6.56557957,1.878066839,-0.2150701762,6.480757993,1.731726195,0.107812459,6.507402612,1.795856721,-0.2474198277,6.59986479,1.894340424,-0.08427355555,6.537394058,1.805192226,-0.09943846878,6.681296502,1.973438665,-0.2461907657,6.607925696,1.87264416,0.1371803626,6.703265263,1.894781942,0.7540836393,6.776625154,2.050338593,-0.1765891664,6.734417297,1.981587396,-0.0864857646,6.832208773,2.074932178,-0.05147757234,6.817858393,2.079445983,0.7086621803,6.943495111,2.250029113,-0.1253470795,7.001835805,2.294281589,-0.5729304789,6.738954702,2.102898436,-0.9759397795,7.135296638,2.471891946,-0.2911149556
33,6.640381877,2.0416227,0.1616015151,6.716069834,2.261516805,0.08426559192,6.70531564,2.24211766,0.141706658,6.074513108,1.333911026,0.1596689266,6.248671937,1.514768643,-0.2200056971,6.39617177,1.700934731,-0.3435868627,6.552081353,1.865668068,-0.2132235435,6.46920331,1.717657809,0.1083116706,6.494900141,1.779926549,-0.2519321263,6.591792998,1.881947948,-0.08215526002,6.528069094,1.793119267,-0.1025407193,6.6670506,1.959256272,-0.2446671312,6.598880183,1.859628043,0.1363479423,6.692873776,1.883082398,0.7491543153,6.761057027,2.042386067,-0.1765712948,6.724612255,1.96876634,-0.08586724417,6.825210502,2.064171777,-0.05243836212,6.812774707,2.066524342,0.7041748455,6.936435412,2.239346525,-0.1248276136,6.995063511,2.28463956,-0.5743526958,6.73927037,2.092125292,-0.9755290747,7.129011629,2.461114596,-0.2918518792
34,6.632102537,2.028072408,0.1596231593,6.706640919,2.247844742,0.08190506354,6.696129474,2.228713139,0.1396899641,6.059687712,1.321104529,0.1557256344,6.230650422,1.492704237,-0.2183193405,6.382958686,1.68097168,-0.3409088907,6.538135926,1.851503561,-0.2115633284,6.457611524,1.700781491,0.1088442915,6.482565561,1.762522472,-0.2554506736,6.582509419,1.8680209,-0.08059134813,6.518210682,1.779036343,-0.1058671462,6.65346886,1.942569024,-0.2432061008,6.588801533,1.845464689,0.1350976295,6.681302484,1.869428513,0.7430690852,6.748158019,2.03131292,-0.1774533317,6.714862832,1.955146037,-0.08561127973,6.817085767,2.051898916,-0.05410641745,6.81007534,2.049185979,0.6993883762,6.930034107,2.228180591,-0.1257640925,6.988417767,2.273458399,-0.5757073243,6.740330618,2.080618738,-0.9758931095,7.12294518,2.449062521,-0.2930663551
35,6.623420604,2.012131121,0.1555153675,6.697464145,2.231061843,0.07830540342,6.68728819,2.212278441,0.1364429093,6.04323506,1.306937849,0.1506025956,6.209882787,1.467623004,-0.2198767951,6.369095138,1.657478118,-0.3399511746,6.523821489,1.833343985,-0.2105394864,6.447451942,1.678059754,0.1099363026,6.470011294,1.741877189,-0.2589797076,6.572380679,1.852130852,-0.0799932759,6.507695846,1.762378177,-0.1130060529,6.642081911,1.921277538,-0.2424613315,6.577096424,1.8291817,0.1325251585,6.667630304,1.851799399,0.7331511882,6.740874046,2.014614836,-0.1812259884,6.705122635,1.940365582,-0.08744623648,6.807894217,2.036317257,-0.05821929806,6.814111211,2.021338214,0.69306822,6.924899765,2.216248508,-0.1305315264,6.981700379,2.259903476,-0.5801667976,6.74463184,2.067238568,-0.978928044,7.117210978,2.434040919,-0.295774966
36,6.614484678,1.995416171,0.1514375032,6.688225255,2.213555257,0.07502945721,6.678393155,2.195144298,0.1333922185,6.025560209,1.293661081,0.1457701154,6.188577958,1.442607136,-0.2213347889,6.355099904,1.633111603,-0.338902854,6.508626361,1.814693878,-0.2093017835,6.436649682,1.654018393,0.1103963831,6.457646805,1.720666647,-0.2617189245,6.561105599,1.835233646,-0.07971029607,6.496883369,1.744566621,-0.1195954812,6.630827551,1.898712686,-0.2416562867,6.564867685,1.812352249,0.130011985,6.653169886,1.833355164,0.7228381691,6.734021827,1.996799615,-0.1850431276,6.695314761,1.925276426,-0.08994511966,6.798084867,2.019840734,-0.06223174259,6.818378407,1.992173575,0.686882655,6.919833861,2.204135956,-0.135470719,6.975141472,2.245587779,-0.5839341503,6.749300391,2.053262572,-0.9821344645,7.111446963,2.418562182,-0.2983622612
37,6.60532079,1.977694629,0.1488745399,6.679000654,2.195375569,0.0736581914,6.669285307,2.177169298,0.1317824554,6.007205538,1.280673455,0.1428474366,6.168679599,1.420478484,-0.2205189331,6.340316201,1.608332068,-0.3379486754,6.492940118,1.797487065,-0.2080649262,6.423473702,1.629625388,0.1095133754,6.447530205,1.699962806,-0.2603881018,6.546917402,1.817163601,-0.08013220767,6.485835727,1.723242701,-0.1190743027,6.619671969,1.87521061,-0.2404160503,6.552277979,1.795820845,0.1284844435,6.637978639,1.815886491,0.7147681494,6.72735074,1.977824965,-0.1871767394,6.686362951,1.90956527,-0.09013750016,6.786443866,2.0033954,-0.06443232214,6.821749175,1.962750426,0.6823293859,6.91437777,2.191497102,-0.1390508537,6.969154995,2.229689897,-0.5820395431,6.752031308,2.038533315,-0.984072359,7.10602351,2.4037656,-0.2996093832
38,6.595966176,1.9594842,0.1469066142,6.669636721,2.177045798,0.07287168476,6.659977765,2.158991,0.1306665089,5.986996128,1.269859548,0.1404672991,6.148805312,1.399125631,-0.2188229615,6.325727799,1.583681197,-0.3358989781,6.47641739,1.78032185,-0.2064825629,6.409244714,1.60502335,0.1081288323,6.437481327,1.67939095,-0.2580177697,6.531912719,1.798166389,-0.08041357487,6.474568555,1.701434087,-0.117602221,6.607923965,1.851337521,-0.2388493345,6.539323077,1.778891765,0.1271680259,6.622625672,1.797954208,0.7070914093,6.719963742,1.958696186,-0.1888692539,6.677277971,1.893463994,-0.09008220236,6.774138155,1.986752115,-0.06614532516,6.823134313,1.934930352,0.6783278684,6.908836693,2.178546424,-0.1419144287,6.963313129,2.213404524,-0.5785856525,6.75371795,2.023806076,-0.9854470642,7.100598603,2.388783747,-0.300643309
39,6.586015683,1.942092331,0.1465672653,6.659956512,2.160721221,0.07315504174,6.650370503,2.142861355,0.1303796063,5.965787497,1.262532729,0.1387669087,6.129959978,1.378484239,-0.2144866427,6.313669675,1.561600171,-0.3286074029,6.458969551,1.764191223,-0.2039442721,6.393593317,1.582973695,0.1041535128,6.426304903,1.660888225,-0.2559242451,6.516953246,1.777843376,-0.08009647672,6.463670199,1.681752703,-0.1152885644,6.592985386,1.829384659,-0.2367369648,6.526617155,1.76154385,0.1260680185,6.608907892,1.780121103,0.7011622874,6.708483512,1.942463938,-0.1891255158,6.667402457,1.877301639,-0.09032967166,6.762124586,1.971427745,-0.06654290931,6.816506964,1.91804487,0.6754886173,6.903173316,2.166207328,-0.1422931761,6.957849364,2.19811461,-0.5724351216,6.751829679,2.01093335,-0.9845715274,7.094630124,2.374637601,-0.3012672183
40,6.575577427,1.924841405,0.1470875925,6.650121221,2.145116455,0.07424457075,6.640599625,2.127478405,0.1305871807,5.943721499,1.257365929,0.1376606795,6.111671494,1.358830794,-0.2087035437,6.302629381,1.540480491,-0.3190189974,6.440807085,1.748567525,-0.2009795774,6.376855177,1.561599597,0.09857750339,6.415061193,1.643295047,-0.2530459513,6.501115408,1.756455181,-0.07988660399,6.452721866,1.662165195,-0.1112507342,6.576645666,1.807758845,-0.2343534882,6.513781088,1.743983265,0.1250682953,6.595589922,1.76228484,0.6961265066,6.695607704,1.926903353,-0.1885980226,6.657285608,1.861037949,-0.09075413032,6.749732475,1.956627153,-0.06617434299,6.806395524,1.905724001,0.6733104833,6.897600013,2.154277831,-0.1416785856,6.952725257,2.182937137,-0.5641250429,6.748087247,1.998891315,-0.982648847,7.08849459,2.361046675,-0.30162728
41,6.565926678,1.907790072,0.1468489097,6.639996013,2.129680851,0.07431301994,6.630604508,2.112280431,0.130055915,5.916042652,1.259533845,0.1358361685,6.092554687,1.341359727,-0.2037695349,6.290225091,1.520025069,-0.310212205,6.421603425,1.732445869,-0.1978519434,6.359309327,1.540929892,0.09418499936,6.403432758,1.625602956,-0.250718426,6.48569675,1.735697547,-0.07935300727,6.440610235,1.643903751,-0.1093053304,6.560642894,1.78669732,-0.2322258534,6.501106163,1.72668087,0.123395052,6.582155762,1.744180885,0.6896195901,6.680830952,1.911958914,-0.1886754226,6.646880595,1.845194879,-0.09309694957,6.737158162,1.942184431,-0.06679663735,6.794771345,1.895238432,0.6699573773,6.891642472,2.142501598,-0.141494189,6.947171806,2.169038781,-0.5592820678,6.74436066,1.988305335,-0.9816809864,7.082205796,2.34780424,-0.3030627685
42,6.557969989,1.891088723,0.1457973883,6.629543686,2.115232582,0.07313683087,6.620552224,2.09826061,0.1288270459,5.889915301,1.272007567,0.1333562158,6.073460918,1.325597462,-0.1999834276,6.279130096,1.500836423,-0.3008840569,6.399500556,1.716634967,-0.1936299457,6.340255371,1.522021822,0.0916278224,6.391443758,1.608878061,-0.2494397065,6.471581695,1.715351698,-0.077949263,6.427689665,1.628736201,-0.1115466507,6.545572022,1.766936759,-0.2305594229,6.489664786,1.709649061,0.1207767411,6.569840775,1.725388574,0.6808983002,6.659518981,1.899872248,-0.1895598362,6.635658334,1.830951281,-0.1004544285,6.725538794,1.927507453,-0.06832758028,6.778108069,1.891341879,0.6652775572,6.884476098,2.130473043,-0.1401103566,6.941089707,2.157323929,-0.5585079708,6.740587574,1.978670774,-0.9814481321,7.075678134,2.335696714,-0.3064118437
43,6.550330885,1.874195378,0.1446076319,6.618877606,2.100527532,0.07158946528,6.610201815,2.083867538,0.12739916,5.856265395,1.289441991,0.1306007253,6.053510403,1.311483397,-0.1961574956,6.266257852,1.481928101,-0.2918877921,6.376888591,1.7002812,-0.1893522052,6.320419701,1.503402525,0.08932825155,6.379064678,1.591742903,-0.2483349323,6.457388254,1.695070511,-0.07622261211,6.413874408,1.613893281,-0.1143913146,6.530171989,1.747345719,-0.2289089337,6.477980336,1.692444986,0.1179892326,6.557099035,1.706319036,0.6716936016,6.637522293,1.887837017,-0.1904742373,6.624286057,1.816306392,-0.1079226753,6.713319379,1.913041066,-0.07022919488,6.760285512,1.888202539,0.6602015129,6.877016622,2.118291956,-0.1388795057,6.934795482,2.14599316,-0.5593698814,6.736550691,1.970053035,-0.9815920771,7.068960791,2.323238183,-0.3099554342
44,6.544264726,1.85695238,0.1427624777,6.608008113,2.085096518,0.0689488283,6.599213768,2.068237122,0.1251994952,5.816769383,1.319644255,0.1275799598,6.032895568,1.298709379,-0.1932883904,6.248205611,1.463291105,-0.285703742,6.355405277,1.682359138,-0.1859382499,6.300855362,1.48436262,0.08961889767,6.366112067,1.573231958,-0.2489959031,6.443752674,1.676724286,-0.0737060633,6.397559825,1.599467597,-0.1189204558,6.514814806,1.728117207,-0.2273135166,6.464601182,1.675889213,0.1149203795,6.542595891,1.687334648,0.6617772706,6.619877087,1.874414629,-0.191818724,6.614091113,1.799950437,-0.112049391,6.699017005,1.900546223,-0.07353348898,6.745613928,1.88092049,0.6541087433,6.870457075,2.106544317,-0.1407360849,6.928008014,2.135436864,-0.564744546,6.732073612,1.965488306,-0.9831003518,7.062301223,2.309443612,-0.3137664924
45,6.537505129,1.839442844,0.1406657839,6.596921517,2.068822124,0.06600425106,6.58791529,2.051658835,0.1227198711,5.762995842,1.350657074,0.1239926353,6.010446467,1.288098447,-0.1903918945,6.227452631,1.444493066,-0.2804126921,6.334175771,1.663248509,-0.1828856936,6.280906624,1.464854036,0.08999887954,6.352674976,1.553567895,-0.2488795846,6.429671706,1.658264596,-0.07112702324,6.380481824,1.584381568,-0.1234095267,6.498969678,1.708315981,-0.2254442151,6.450646446,1.658843626,0.1117639372,6.527185627,1.667935894,0.6514757543,6.603317597,1.859627345,-0.1933366502,6.603539772,1.782857268,-0.1152724807,6.68382765,1.887984587,-0.0773659588,6.731221142,1.87185167,0.6475724648,6.86379593,2.094601603,-0.1432395101,6.920974733,2.124678233,-0.5714696114,6.727551621,1.961258207,-0.9851416348,7.05563162,2.294838144,-0.3175586934
46,6.527678093,1.821440395,0.1383919241,6.585746936,2.050063437,0.06349024488,6.57642697,2.032578808,0.1201067814,5.681242228,1.375206841,0.1196819055,5.98608836,1.279846142,-0.1862461282,6.200810282,1.423578046,-0.2772307243,6.315147231,1.642527606,-0.181316592,6.260430537,1.443345376,0.08714349399,6.339500853,1.530724661,-0.2446208045,6.413130838,1.638190976,-0.07081854547,6.362614581,1.565675694,-0.1230177831,6.482187588,1.686489501,-0.2233078736,6.43621397,1.640435677,0.1092231441,6.509429922,1.648586295,0.6417466339,6.58977038,1.841054673,-0.1943809078,6.591970888,1.764620828,-0.117091668,6.666932736,1.874825336,-0.08128685932,6.71917018,1.85695909,0.64075642,6.856628616,2.082732121,-0.146568252,6.913905042,2.112061139,-0.5788955423,6.725267938,1.954610682,-0.9882854258,7.049378883,2.278324574,-0.320108289
47,6.516928659,1.803150459,0.1357929733,6.574390899,2.030003973,0.06078314481,6.564627569,2.012081342,0.1171723602,5.582776094,1.400823437,0.1149562074,5.960340061,1.273960804,-0.1817339459,6.169760038,1.40176623,-0.275799237,6.297136775,1.62068692,-0.1805492048,6.2392446,1.421154583,0.08317892508,6.326332958,1.50607509,-0.2385853751,6.395419487,1.617797673,-0.07139746502,6.343529063,1.545492955,-0.1207128354,6.464871394,1.66389433,-0.2211532283,6.421297653,1.621552162,0.1067835373,6.490175139,1.629344637,0.6319731036,6.577909908,1.820450716,-0.1952780056,6.580088573,1.745628898,-0.118097319,6.648687638,1.861847092,-0.08567098538,6.708450255,1.839184135,0.6333388342,6.84922605,2.071068146,-0.1508947253,6.906630013,2.098938579,-0.5881394688,6.724027053,1.947870863,-0.9924359036,7.043088206,2.260933905,-0.3222704967
48,6.50458,1.784609564,0.1334122678,6.562556577,2.009778686,0.05793983925,6.552462859,1.991490503,0.1144726242,5.460812155,1.412803406,0.1092251032,5.928047592,1.273706258,-0.1770907112,6.139082923,1.380534686,-0.2734621338,6.277699328,1.597745917,-0.1789562401,6.217108757,1.399811036,0.07848074872,6.311654742,1.481843425,-0.2324336236,6.376901844,1.596925116,-0.07027124938,6.32584798,1.524172426,-0.1192972578,6.445870827,1.640360504,-0.2183239839,6.406041826,1.601697159,0.1038879691,6.47141949,1.609304301,0.6219870592,6.565611389,1.798673412,-0.1964251716,6.567381063,1.726258326,-0.1184909948,6.631011604,1.846721291,-0.08994284192,6.69675695,1.82129259,0.6261608828,6.841429427,2.058099488,-0.1540339054,6.899233068,2.084897852,-0.5938608294,6.721099988,1.94001126,-0.9956528051,7.035166533,2.244515175,-0.3241196146
49,6.489023792,1.766533339,0.1311456787,6.550471872,1.989808603,0.05448141329,6.540161944,1.9711693,0.1119120982,5.304014499,1.404533456,0.1024229691,5.894940349,1.2837458,-0.1729895288,6.109740513,1.359573432,-0.2699121387,6.257248617,1.573406329,-0.1769554755,6.194210856,1.379453416,0.0717132666,6.294700076,1.458072155,-0.2253993616,6.358355882,1.575324378,-0.06699685525,6.310605909,1.501493961,-0.1214517764,6.424207552,1.615622828,-0.2149075786,6.390449052,1.580561174,0.09971565559,6.453962894,1.588550912,0.611745126,6.553713333,1.775571328,-0.198374676,6.553601961,1.706821317,-0.1174910392,6.614364951,1.829172039,-0.09448225029,6.683120275,1.803590753,0.6193600275,6.833813717,2.043233509,-0.1556287617,6.891788473,2.069273579,-0.5937896466,6.715783539,1.930035622,-0.9981794417,7.024896415,2.229412858,-0.3259260588
50,6.471118778,1.748553288,0.1288489144,6.538150325,1.969471953,0.05063392884,6.527660576,1.95047258,0.1092966461,5.120210533,1.384352311,0.09463135778,5.860379949,1.30033383,-0.1690614303,6.079922096,1.338653666,-0.2660857891,6.236426471,1.54770716,-0.1749336977,6.170864489,1.359188029,0.06382725301,6.276340901,1.433949456,-0.217440818,6.339370486,1.553137888,-0.06267797827,6.296559278,1.477481445,-0.1249181194,6.400777292,1.589843166,-0.2110009504,6.374395647,1.558374601,0.09485897096,6.436682803,1.567122202,0.6012104398,6.542756747,1.751091177,-0.2008310692,6.538941634,1.686937363,-0.1153079533,6.597850078,1.810154226,-0.09930787704,6.668689986,1.784740127,0.612646892,6.82624544,2.027174591,-0.1566362461,6.884225965,2.052511351,-0.590886411,6.709163566,1.918908115,-1.000511182,7.013477247,2.214502956,-0.3276123067
51,6.4538895,1.729081178,0.1269987566,6.524975571,1.948340234,0.04750812634,6.514466318,1.929213332,0.1070300763,4.931348477,1.359996566,0.08543793461,5.809662323,1.314131328,-0.1639812229,6.050253038,1.319375062,-0.2612088357,6.213131022,1.5211787,-0.171218879,6.147024344,1.338996522,0.0586191743,6.257512835,1.410418634,-0.2113115447,6.318526967,1.530797583,-0.05704679965,6.282914443,1.452835686,-0.1250961963,6.377239767,1.563494857,-0.2059681893,6.357837537,1.535451005,0.0908767514,6.418695438,1.544038406,0.5902194575,6.530171196,1.726239621,-0.2029194536,6.523541033,1.665945624,-0.1136353284,6.581349517,1.789185118,-0.1033059247,6.654345403,1.76504168,0.606217615,6.817504157,2.010361496,-0.1568412057,6.876414421,2.035872116,-0.5876573444,6.701197679,1.908546769,-1.001083308,7.002193022,2.199433446,-0.3287353286
52,6.438509888,1.708196767,0.1254142692,6.510792549,1.927182734,0.04492141225,6.500497718,1.908239238,0.1049115082,4.733380726,1.33038608,0.07393297932,5.744610075,1.332126769,-0.1584133831,6.023226104,1.300456936,-0.255633638,6.186748557,1.493307648,-0.1649161676,6.122523804,1.318859104,0.05676768089,6.238429471,1.388930658,-0.2085518725,6.29537351,1.509411763,-0.04890158683,6.270804427,1.427391698,-0.1205831546,6.353933153,1.536916359,-0.1993219146,6.341047157,1.512150293,0.08742025965,6.400325445,1.518898967,0.5779450171,6.515464216,1.701837667,-0.2048848432,6.50745057,1.644673107,-0.1138632492,6.56524314,1.765850841,-0.1065516886,6.640743355,1.74469515,0.5998146813,6.807140463,1.992926873,-0.1561224636,6.86767114,2.019648636,-0.5832091482,6.690067841,1.900750493,-0.9992568016,6.990190138,2.185709256,-0.3295060209
53,6.423638263,1.686418422,0.1239973862,6.495868515,1.905847201,0.04251641379,6.485948417,1.887270912,0.1029115356,4.521232415,1.293469966,0.06089411309,5.668609757,1.354093416,-0.1524062598,5.997194512,1.282008626,-0.2495478255,6.158333948,1.464247996,-0.1570177444,6.097292365,1.299065058,0.056304481,6.218564894,1.368576927,-0.2075338334,6.270546463,1.488379777,-0.03896556775,6.259788424,1.401116298,-0.1138893776,6.330120797,1.509871172,-0.1916382376,6.323948039,1.488339552,0.08413607137,6.381768389,1.492434321,0.5648603351,6.4995913,1.676938353,-0.2068586596,6.490729392,1.623042714,-0.1147338302,6.549389602,1.740561102,-0.1094324324,6.627362223,1.723889552,0.5934128743,6.795736465,1.974796851,-0.1546541904,6.858440937,2.003431457,-0.5772012164,6.676786252,1.893968775,-0.9959563191,6.977192788,2.17303695,-0.329946784
54,6.408511566,1.662824971,0.1233544725,6.480207233,1.882531693,0.04115099558,6.470724593,1.864439613,0.1017004938,4.315302373,1.255637695,0.04832774095,5.569296923,1.359936755,-0.1437217105,5.966563358,1.267741344,-0.2419318908,6.128268028,1.435552751,-0.1486764492,6.071419625,1.280074672,0.05705680157,6.197727095,1.346777828,-0.2062518642,6.244238525,1.465589446,-0.02985257255,6.246696412,1.374920198,-0.1062721938,6.305828725,1.48198889,-0.1838711697,6.305960257,1.463603905,0.08258402772,6.36193653,1.465367961,0.5527608198,6.482138506,1.649907341,-0.2077828582,6.473514985,1.59905002,-0.1139607549,6.532876423,1.714078319,-0.1112947776,6.613303685,1.702915292,0.5875631153,6.783606859,1.956108,-0.1526571025,6.8502678,1.987432833,-0.5729629414,6.665548984,1.885100834,-0.9919619698,6.965341175,2.158373348,-0.329327865
