frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F17_data.tx,F17_data.ty,F17_data.tz,F18_data.tx,F18_data.ty,F18_data.tz,F19_data.tx,F19_data.ty,F19_data.tz,F20_data.tx,F20_data.ty,F20_data.tz
439,0.5807524569,-0.3108884257,-0.08585664257,0.7322472782,-0.191173364,0.07157003114,0.6899760424,-0.2432457567,0.07519818456,0.326461667,0.1064855167,-1.698932398,2.028932049,-0.675622573,1.0148845,1.246080897,-0.03634815031,0.5146331606,1.907692456,-0.5973707023,0.7957294923,2.484795019,-0.5725351965,1.033172703,-0.4285122942,-0.3805706132,-1.30909478,0.9209151574,-0.2146635865,-1.693437279,-0.8470610147,-0.6348619449,-1.825238857,1.622865574,-0.7900886892,-1.981954688,2.435510451,-0.8191579526,1.409702036,-0.129927511,-0.2686780493,0.2880424278,0.4898109203,-0.473100368,-0.6657209415,2.941438625,-0.6474793681,-1.196376853,0.5028810481,-0.5421995666,0.7619477094,0.96362743,-0.3302735727,-0.4015392203,2.600992745,-0.6737483692,-1.062402014,1.499068906,-0.6792859859,-1.827338937,2.290420031,-0.7546860877,-1.209916601,0.9633033737,-0.1117170422,-0.3381925905
440,0.5738273345,-0.3143039285,-0.09677989438,0.7192497676,-0.1923062793,0.06292345196,0.6775103381,-0.2442002372,0.06528111872,0.3331937395,0.1051666399,-1.695576865,2.022148342,-0.6766578768,1.025446834,1.24699187,-0.05604285297,0.5096215866,1.897672479,-0.6026435924,0.8044440609,2.480835093,-0.5641998042,1.039226379,-0.443287965,-0.4024445493,-1.336384708,0.904337861,-0.2232721554,-1.711113276,-0.8475724691,-0.6437857611,-1.828686005,1.631025839,-0.8061500731,-1.983350966,2.4394163,-0.8115564555,1.409911659,-0.1304249483,-0.2695949912,0.2888855968,0.4611970746,-0.4820689739,-0.6822684388,2.934890489,-0.6445658186,-1.196242257,0.5000241694,-0.5387109604,0.7616356426,0.9524116088,-0.3552541404,-0.4121682973,2.608852211,-0.6732643722,-1.059311475,1.495728422,-0.6801007753,-1.8435318,2.301008743,-0.7530598142,-1.208304441,0.9521747751,-0.1401803954,-0.354516349
441,0.566289932,-0.3173464189,-0.1071730175,0.7050690343,-0.19124308,0.05365177758,0.6642481993,-0.2433094282,0.05530433348,0.3386544323,0.1048123189,-1.692492805,2.013983597,-0.6755547045,1.034061744,1.245495099,-0.07467035709,0.5045927889,1.886957113,-0.6059517739,0.814608962,2.474474589,-0.5561418399,1.044909569,-0.458805731,-0.4237745594,-1.361442444,0.8855726906,-0.2314345228,-1.727607519,-0.8478755625,-0.651216847,-1.828979397,1.636844436,-0.8205503814,-1.982896344,2.441327439,-0.80479686,1.411918581,-0.1327859427,-0.2701069835,0.2900127134,0.4334155532,-0.4900606398,-0.6933390977,2.927569013,-0.6428580163,-1.19647761,0.4956513367,-0.5349691075,0.7613457629,0.9384131651,-0.3796214177,-0.4238914135,2.615220699,-0.6730291924,-1.056076337,1.490593407,-0.6809027689,-1.859371008,2.308385582,-0.7523239113,-1.205456509,0.9394181241,-0.168135112,-0.3702454483
442,0.5577064906,-0.3205633221,-0.1160673793,0.6890087237,-0.187463873,0.04473342213,0.6492183546,-0.2400364406,0.04638736666,0.3433163488,0.104938798,-1.688597477,2.005498148,-0.6700732379,1.039529465,1.241648581,-0.09421795794,0.500669323,1.875615889,-0.6059711677,0.8292807144,2.465235935,-0.5480894927,1.051975593,-0.4757616043,-0.446596962,-1.382133323,0.8632044073,-0.2423336072,-1.741030469,-0.8474151499,-0.6583898633,-1.823811545,1.639732533,-0.8345535308,-1.976114151,2.43955105,-0.7999085886,1.419616872,-0.1387014514,-0.2715791665,0.2931414166,0.4067770327,-0.4998179485,-0.6857636529,2.920333971,-0.6450421886,-1.195319325,0.4903876574,-0.5301930598,0.7624476221,0.9200421226,-0.4048314639,-0.4355272887,2.620704755,-0.6752560597,-1.050520946,1.483465546,-0.68428335,-1.872951222,2.311414232,-0.7559285029,-1.19838624,0.9258522169,-0.1992150643,-0.3839382899
443,0.5491477974,-0.3235281964,-0.124349949,0.6724976356,-0.1821657757,0.03532232736,0.6340641348,-0.2355743141,0.03742421545,0.347046731,0.1054841572,-1.684618811,1.995983425,-0.663186316,1.043943037,1.235626087,-0.1124938341,0.4966118894,1.863834757,-0.6050741159,0.8444748171,2.454676034,-0.5400104936,1.058697779,-0.4932898156,-0.4693162272,-1.401997922,0.8401524468,-0.2525897447,-1.753708217,-0.8463796131,-0.664373982,-1.816607482,1.641367036,-0.8475458671,-1.967947983,2.437067824,-0.7950533641,1.427755211,-0.1453235919,-0.2726414588,0.296384274,0.3806348815,-0.5084461802,-0.6787270721,2.912547182,-0.6475357814,-1.19446969,0.4842095558,-0.525232546,0.7636776187,0.9002168288,-0.429467068,-0.447885713,2.625273982,-0.6771436731,-1.044846694,1.475491537,-0.6868929905,-1.886522885,2.313077069,-0.7591606056,-1.191024388,0.9109666909,-0.2292254292,-0.3973456563
444,0.5376674917,-0.3243527153,-0.1342628845,0.6516094276,-0.1718477176,0.02195726556,0.6159727554,-0.227227226,0.02555582313,0.3464843976,0.1105575455,-1.683942555,1.979363354,-0.6547304286,1.046755397,1.224197053,-0.1256956204,0.4900523807,1.84833817,-0.6025879772,0.8572225619,2.437370577,-0.5310036351,1.061872285,-0.5137686776,-0.4863347271,-1.422239922,0.8132521232,-0.2562927655,-1.768390516,-0.8484349581,-0.6637154775,-1.810385124,1.638407162,-0.8546241183,-1.964146217,2.431284624,-0.7905459081,1.43238931,-0.1534945739,-0.2691564968,0.296039766,0.3524751095,-0.5109186894,-0.6843585779,2.899332124,-0.6470821605,-1.198319834,0.4721092997,-0.5194134508,0.7620030233,0.876246335,-0.4530120998,-0.4648081644,2.62467903,-0.6772236687,-1.043328224,1.462640587,-0.6839913825,-1.9049962,2.30989317,-0.7564276906,-1.187677319,0.8900286464,-0.2523534424,-0.4125190961
445,0.5266575726,-0.3246298531,-0.1440669429,0.6315372705,-0.1609196782,0.008029483668,0.5988214116,-0.2184206918,0.01332516289,0.3450304142,0.1159543419,-1.683611873,1.962303722,-0.646362863,1.048583591,1.211114348,-0.1369986351,0.4828409948,1.832718298,-0.5996544703,0.8688547586,2.419738176,-0.5226059228,1.063684821,-0.5338067586,-0.5021427713,-1.441840058,0.7860993343,-0.2578219787,-1.783011952,-0.8502296601,-0.6617412325,-1.803841913,1.634543941,-0.8599957033,-1.96159032,2.426029468,-0.7857475438,1.435680522,-0.1615812321,-0.2651234109,0.2951770391,0.3249895042,-0.5109415846,-0.6948130614,2.885830599,-0.6459670431,-1.203307611,0.4590791648,-0.5141551074,0.7598262864,0.8517802213,-0.4747595888,-0.4831187749,2.622974022,-0.6754732596,-1.042724865,1.449127161,-0.6791868132,-1.92369772,2.30574711,-0.7526133097,-1.185246663,0.8677773915,-0.272758692,-0.428135281
446,0.5200156237,-0.3251457363,-0.1524284329,0.6168191044,-0.1527530375,-0.004647709358,0.5864891838,-0.2117538521,0.001710092088,0.3449861537,0.1185169637,-1.681939694,1.94997102,-0.6408792521,1.05081553,1.198551542,-0.145895236,0.4759978571,1.820337016,-0.5979988164,0.8780101205,2.407370367,-0.516707171,1.064415863,-0.5492882719,-0.5182315212,-1.460876321,0.7638150541,-0.257960372,-1.797361602,-0.8490219912,-0.6616858779,-1.797290606,1.63292348,-0.8650710968,-1.962458192,2.427616084,-0.7781214085,1.435364314,-0.1660068935,-0.2621121307,0.2953439235,0.3008357106,-0.5088859926,-0.7215543524,2.875570651,-0.6438035714,-1.207435236,0.4476617716,-0.5119554975,0.7575001438,0.830373699,-0.4928191952,-0.5008156209,2.622626857,-0.6686419638,-1.042203443,1.439163032,-0.6725777686,-1.941292405,2.305239082,-0.7473601039,-1.183697594,0.8481660038,-0.2899125228,-0.4443145296
447,0.514938977,-0.3253550011,-0.1601694401,0.6036299788,-0.1444497091,-0.01745956481,0.5757947426,-0.204942455,-0.01005602337,0.3445375023,0.1205753686,-1.68011541,1.938287506,-0.6359716879,1.052709897,1.184704239,-0.1527471362,0.4689190719,1.808830332,-0.5962557204,0.8859490509,2.395986718,-0.512026926,1.064035167,-0.5633369025,-0.5334980295,-1.479295123,0.7429540239,-0.2561974444,-1.811542504,-0.8466024302,-0.6610897172,-1.789688231,1.631094875,-0.8686394318,-1.964926933,2.431544499,-0.7693183851,1.433196993,-0.1693240723,-0.2586821874,0.295563437,0.2783922594,-0.5043996518,-0.7567471835,2.865775519,-0.6410092063,-1.21183971,0.4357443143,-0.5110119059,0.7547611838,0.8090827387,-0.5086798825,-0.5190673626,2.621712707,-0.6590449276,-1.042291041,1.429770431,-0.6641033611,-1.959122741,2.304947328,-0.7405462836,-1.182826957,0.8284076224,-0.3042183321,-0.4607991314
448,0.51028241,-0.3261094735,-0.1681000691,0.5938722745,-0.1391184335,-0.02912282917,0.567663822,-0.2006617915,-0.02074163606,0.3437012777,0.1211657898,-1.677846773,1.927027433,-0.6319499318,1.053347311,1.170646187,-0.1601151251,0.461528363,1.797678661,-0.5956472678,0.8924479149,2.386276814,-0.5095999587,1.0630686,-0.5760337801,-0.5489554404,-1.496481205,0.7231883598,-0.2538357125,-1.824549242,-0.8443035471,-0.6614719488,-1.78377548,1.629971871,-0.872533453,-1.967276655,2.435612339,-0.761772038,1.430929144,-0.1731728105,-0.2562962706,0.295634221,0.2583909102,-0.4985841738,-0.786279198,2.857160934,-0.6382282479,-1.216282912,0.4241394433,-0.5112160168,0.7527350438,0.7903874935,-0.5217242876,-0.537252837,2.620867111,-0.6493405054,-1.042395731,1.420030792,-0.6559538563,-1.974646749,2.304469759,-0.7352360491,-1.181871874,0.8084327122,-0.3183498336,-0.4770981515
449,0.5070266372,-0.327898989,-0.1763909046,0.590183196,-0.1390295106,-0.03849186354,0.5641447918,-0.2012515075,-0.02948962893,0.3431002821,0.1181309996,-1.674149866,1.918070475,-0.6299900197,1.051908783,1.157788202,-0.1686451469,0.4536508971,1.788102434,-0.5969922432,0.8951834116,2.381872712,-0.5119051158,1.061335498,-0.5852188212,-0.5654943854,-1.510731805,0.705485274,-0.2516663523,-1.836452829,-0.8413907456,-0.6644837707,-1.780927061,1.631035075,-0.8778338261,-1.969749178,2.441811458,-0.7555227616,1.427922566,-0.1773815636,-0.2565646827,0.2963677265,0.2430851528,-0.4906521254,-0.811501825,2.851355808,-0.6357433991,-1.221164485,0.4139513087,-0.5143554625,0.7515639139,0.7761662704,-0.5312882007,-0.5550771092,2.620578439,-0.6380920731,-1.042162647,1.411089675,-0.6472118797,-1.987176438,2.304149255,-0.7325453178,-1.180310078,0.7893599502,-0.3322001108,-0.493169237
450,0.5051151213,-0.3301513276,-0.1845826618,0.5906993845,-0.1420121865,-0.046604297,0.5640154188,-0.2046883576,-0.03712110848,0.3425011113,0.1129442673,-1.669619472,1.910732114,-0.6295952005,1.049189838,1.144898005,-0.1766749528,0.4454585032,1.779606825,-0.5995016672,0.8954151751,2.380569536,-0.5170257999,1.058716737,-0.5919034317,-0.5822823846,-1.523206551,0.689230033,-0.2488032132,-1.847531789,-0.8377972595,-0.6687205005,-1.779785606,1.633299838,-0.8834554259,-1.972977954,2.449904372,-0.7496382916,1.423825081,-0.1814285375,-0.2582857119,0.297439873,0.230676563,-0.4806487217,-0.8376421066,2.84732292,-0.6330617559,-1.226481756,0.4043875479,-0.5195389028,0.7508313745,0.7647304477,-0.5379823946,-0.5730855243,2.62041351,-0.6250429674,-1.041927868,1.40256244,-0.6375123157,-1.997715458,2.304150523,-0.7308488292,-1.178816177,0.7705345081,-0.3447688769,-0.5092506595
451,0.5018587297,-0.3321497506,-0.1925686248,0.5905868203,-0.1445400827,-0.05548409957,0.5633070541,-0.2071300308,-0.04495055253,0.3406115544,0.1100676294,-1.666348488,1.900946296,-0.628566787,1.046661654,1.129076425,-0.1832958414,0.4373511799,1.769098665,-0.6019910108,0.8982575605,2.374289201,-0.5194267767,1.055825981,-0.6009523222,-0.5977620396,-1.537612487,0.6717595069,-0.2440237328,-1.857151388,-0.8358768376,-0.6711572268,-1.779009031,1.633978336,-0.888023616,-1.975847601,2.454382404,-0.7451512315,1.420807847,-0.1864377603,-0.2587108743,0.2969155054,0.215953001,-0.470984301,-0.8564690118,2.841801463,-0.6296790588,-1.231424146,0.3934053469,-0.5226377878,0.7507898837,0.7532220176,-0.543099373,-0.5919680628,2.619674964,-0.6146407039,-1.042184727,1.391306972,-0.6298944459,-2.006315588,2.303811214,-0.7291172909,-1.178451231,0.7492245945,-0.3573728522,-0.5253304368
452,0.4957756882,-0.3337482106,-0.2016855342,0.5890381336,-0.14654694,-0.06601137813,0.5611809004,-0.2080676376,-0.0535105092,0.3359387804,0.111318667,-1.665406655,1.88662531,-0.626249881,1.043757349,1.107280882,-0.1862736168,0.4288790396,1.755226637,-0.6041390677,0.9047181337,2.360092534,-0.5178009929,1.051653894,-0.6141756129,-0.6108892798,-1.555684106,0.6507306525,-0.2361316639,-1.865867005,-0.8368492623,-0.670387879,-1.778311903,1.631892254,-0.8910776739,-1.977987085,2.452403428,-0.7436379448,1.419482955,-0.1940904397,-0.2569330113,0.2939298055,0.1991851324,-0.4610211215,-0.858799465,2.83348349,-0.6254775378,-1.236458148,0.3795580486,-0.5228691353,0.7509857672,0.7420602895,-0.5460872172,-0.6130918856,2.617543994,-0.6084244257,-1.043798082,1.374756157,-0.6244645477,-2.013702527,2.302530739,-0.7276350562,-1.180303665,0.7240139526,-0.3707349134,-0.5415022487
453,0.4884207987,-0.3353024476,-0.2113772039,0.5879684012,-0.1491661878,-0.07708632928,0.5592495728,-0.2089082544,-0.06212240472,0.3296344807,0.1142067129,-1.665602392,1.869715811,-0.62331887,1.040277725,1.082227285,-0.1875178887,0.4200824481,1.739688989,-0.6064573869,0.9125651952,2.342211356,-0.5148206947,1.046567564,-0.6291130492,-0.6228027417,-1.57524384,0.6283508009,-0.2261288119,-1.873643326,-0.8392654694,-0.6682039881,-1.777949297,1.628557,-0.8933400892,-1.979700899,2.447136995,-0.7440398054,1.418954979,-0.2031549603,-0.2541806161,0.2894408696,0.1824051291,-0.4503428241,-0.8506980308,2.824042201,-0.6207742774,-1.241476356,0.3642575737,-0.5219844863,0.7514920064,0.7319007851,-0.5467481157,-0.6353964553,2.614668657,-0.6043602173,-1.046150528,1.355357856,-0.6203061301,-2.019627972,2.300565344,-0.7266859439,-1.183291174,0.6965415,-0.3841124374,-0.5576751994
454,0.4816661808,-0.3368949943,-0.2187063472,0.586625417,-0.150707118,-0.08774427349,0.5572162278,-0.2087150458,-0.07027190267,0.324343516,0.1167131009,-1.66564767,1.852205532,-0.6195966617,1.038233267,1.059636448,-0.1923693479,0.4120583122,1.723967761,-0.6090225692,0.9220431792,2.323307375,-0.5109690427,1.043258407,-0.6442448782,-0.635267817,-1.59412504,0.6087927882,-0.2161232921,-1.879009317,-0.8414898313,-0.6664109729,-1.777399448,1.625220977,-0.8952448777,-1.980886254,2.442118039,-0.7434847677,1.419141615,-0.2103995779,-0.2509247985,0.2842313146,0.163087084,-0.4416723088,-0.8468622867,2.814700568,-0.6157509325,-1.244825547,0.3497327625,-0.5196662884,0.7533429687,0.7202520583,-0.5469470204,-0.6559552506,2.612585224,-0.6015580431,-1.047548892,1.337520764,-0.61896455,-2.022733271,2.298540382,-0.7252600283,-1.185226867,0.6686663366,-0.396650191,-0.5735718326
455,0.4751302974,-0.3386175684,-0.2229586598,0.58391271,-0.1498248675,-0.09967610738,0.5542843564,-0.2059108325,-0.07886819875,0.3196525105,0.1207604615,-1.66684245,1.831373154,-0.6138305618,1.037804309,1.037165862,-0.1984650637,0.4045830349,1.706570347,-0.612183319,0.9350873889,2.299297308,-0.5026292598,1.041705722,-0.6608847513,-0.6477863912,-1.613551661,0.5913671173,-0.2045135592,-1.882154656,-0.8437169929,-0.6634768989,-1.776019914,1.621193248,-0.8963641039,-1.98183883,2.435449863,-0.741355899,1.419604116,-0.2140578658,-0.2450682721,0.275659698,0.1380069647,-0.4367317326,-0.8550791241,2.80338654,-0.6078867562,-1.245873269,0.3345443926,-0.5138517161,0.7561009797,0.7074552673,-0.5484728663,-0.6774934891,2.611896593,-0.6021495188,-1.048341377,1.318922153,-0.6215083953,-2.02319552,2.297820473,-0.7212739693,-1.187644027,0.6394162153,-0.4076461822,-0.5899178522
456,0.4690110369,-0.3402229318,-0.2255964105,0.5814310102,-0.1486170255,-0.1109258078,0.5516421164,-0.2028095457,-0.08687056378,0.3156017997,0.1244802584,-1.667746039,1.810926401,-0.6079439527,1.038222259,1.016154549,-0.2068168342,0.3977002501,1.689131283,-0.6154900964,0.9490176281,2.275013552,-0.4943137587,1.041229093,-0.6776628801,-0.6603884086,-1.632771752,0.5761938786,-0.1929781647,-1.883176602,-0.8461336743,-0.6608586953,-1.775281745,1.617053153,-0.8970473355,-1.982594623,2.429115082,-0.7389018356,1.420580022,-0.2172203023,-0.2394725308,0.267306065,0.1113812354,-0.4325024084,-0.8648438846,2.79263167,-0.6002918257,-1.246142557,0.3200278617,-0.5072997574,0.7601036192,0.6935642701,-0.5484417924,-0.6971424048,2.611468257,-0.6032954127,-1.048545753,1.30174645,-0.625801837,-2.021170483,2.296862386,-0.7173955582,-1.189358101,0.6094938106,-0.4177461154,-0.6060588674
457,0.4641470874,-0.3412219668,-0.2253638214,0.5799862588,-0.1475383102,-0.1190249484,0.5498012352,-0.2004184512,-0.09302307736,0.313619854,0.1253947951,-1.666083885,1.794913788,-0.6036386483,1.040627651,1.004650793,-0.2274952579,0.3920542884,1.672789258,-0.6183313591,0.9631823662,2.255623708,-0.4900691172,1.043066472,-0.6935766307,-0.6741826434,-1.650090688,0.5655369061,-0.1833286776,-1.881283556,-0.8486789097,-0.6604227529,-1.775174892,1.612958166,-0.8973008892,-1.983669773,2.426263349,-0.7354706184,1.4227724,-0.2192098584,-0.2364193685,0.2616741024,0.08368546607,-0.4296913042,-0.8711300993,2.785677258,-0.5964027299,-1.245043296,0.308317696,-0.5008570551,0.7672744946,0.6762690965,-0.5451642202,-0.7113496739,2.610522578,-0.6018132806,-1.047004672,1.288866802,-0.6324073498,-2.013963444,2.292993233,-0.716388948,-1.187571434,0.5798568505,-0.4261831213,-0.6207640106
458,0.4601180766,-0.3421559544,-0.2239784493,0.5792475031,-0.1466661917,-0.1259090036,0.5486358587,-0.1982886808,-0.0983280527,0.3125086995,0.1251580335,-1.663752922,1.780459303,-0.5996972327,1.043688718,0.9948272488,-0.2499835316,0.3871116027,1.657374904,-0.6212205314,0.9772808393,2.237492381,-0.4868702841,1.045917726,-0.7086871998,-0.6884933129,-1.666397364,0.5572593503,-0.1745451655,-1.877178468,-0.8509283295,-0.6610583553,-1.776089764,1.60938263,-0.8973664369,-1.984253052,2.424728308,-0.7317788513,1.425444489,-0.2213189654,-0.2342724109,0.2571977685,0.055868023,-0.4267736489,-0.8770566828,2.779898864,-0.5934198125,-1.243410764,0.2981697164,-0.4948006682,0.7754330828,0.6580068817,-0.5402373791,-0.7225354789,2.610052528,-0.6001730069,-1.044795063,1.27877749,-0.6401682793,-2.004865077,2.289129987,-0.7157239005,-1.184768545,0.5506160018,-0.4347489755,-0.6350800448
459,0.4576830823,-0.3437672671,-0.2220219948,0.5803471876,-0.1475909249,-0.1304897625,0.5492499924,-0.198377644,-0.1019303202,0.3125359493,0.1214476039,-1.659471038,1.768140821,-0.5966051525,1.047257664,0.9847843885,-0.270641,0.3833542527,1.644898177,-0.6249760324,0.9893887356,2.2234472,-0.4871294734,1.049813695,-0.7215605587,-0.7048914408,-1.680473759,0.5548194578,-0.1688318366,-1.869939803,-0.8515948104,-0.6646680262,-1.77919339,1.60853626,-0.897947637,-1.98242627,2.426449929,-0.7286967169,1.42921749,-0.2275574363,-0.2353264211,0.2571272519,0.03248149646,-0.4208391678,-0.8807131032,2.776590273,-0.5920294369,-1.241831298,0.2915648756,-0.491087909,0.7846426838,0.6404978006,-0.5322475504,-0.7271105091,2.610660714,-0.5978601099,-1.041241809,1.274852678,-0.6479666815,-1.99426985,2.285787804,-0.7159566774,-1.179526853,0.5223099484,-0.4457165974,-0.6486103696
460,0.4563789147,-0.3456990473,-0.2186181003,0.5825951394,-0.1493329348,-0.1331599978,0.5509495594,-0.1995618629,-0.1041703882,0.3137533067,0.1153236036,-1.653742074,1.75737138,-0.594128453,1.051835696,0.9767871211,-0.2933534901,0.3806457496,1.634059172,-0.6291051499,1.000884871,2.212096336,-0.4898480647,1.05512571,-0.7331684038,-0.7226827068,-1.692697645,0.556881979,-0.1650047274,-1.859906941,-0.8515485491,-0.6702867431,-1.783309566,1.609025352,-0.8986106668,-1.979281245,2.430357897,-0.7256105333,1.434074299,-0.2354575557,-0.2384750145,0.2596538134,0.01065456366,-0.4139875566,-0.8832139676,2.775184647,-0.5920654452,-1.239623766,0.2873623015,-0.4882655741,0.7954129669,0.6223808117,-0.5217643076,-0.7269256946,2.611768282,-0.5949856444,-1.036428718,1.275134099,-0.6570909665,-1.980993123,2.281912099,-0.7173127873,-1.171934498,0.4942545959,-0.4573977275,-0.6613328438
461,0.4552255936,-0.3474836605,-0.2163341087,0.5848041531,-0.1509778957,-0.1362847592,0.5527181461,-0.1999627645,-0.1067686106,0.315179672,0.1102911247,-1.650107454,1.747617788,-0.5915195766,1.055346568,0.9645148408,-0.3090453366,0.377790031,1.624158546,-0.6322964535,1.010634979,2.199875219,-0.4921338872,1.060323271,-0.7431802159,-0.7384553165,-1.704169447,0.5549687603,-0.1608881259,-1.849566743,-0.8518547231,-0.6754542436,-1.788174057,1.609070608,-0.8996466766,-1.976827413,2.433314557,-0.7223307676,1.437886175,-0.2423844175,-0.2406736337,0.2611978755,-0.01144523741,-0.4060747899,-0.8884907387,2.772178477,-0.5916012005,-1.238579805,0.2821640709,-0.4873764501,0.804512948,0.6031824985,-0.5116348348,-0.7277213913,2.613208467,-0.5926506656,-1.032629902,1.276250104,-0.6654697433,-1.970204779,2.279769286,-0.7175105454,-1.165915671,0.4677124019,-0.4689915995,-0.6747874977
462,0.4539967244,-0.3488199258,-0.2160567162,0.5870430354,-0.1526135549,-0.1399206481,0.5545693936,-0.1991187947,-0.1099031898,0.3163898355,0.1068890435,-1.648960832,1.738912235,-0.5902373398,1.05774063,0.9436578527,-0.3111853653,0.3747468783,1.614578251,-0.634366094,1.018864205,2.18639693,-0.4934848054,1.065150897,-0.7526132946,-0.7516453227,-1.7162934,0.5489966748,-0.1560751322,-1.838751917,-0.8530608307,-0.6801001695,-1.795329885,1.608612012,-0.9003655403,-1.975048699,2.4355399,-0.7190287119,1.439978909,-0.2501589339,-0.2417293827,0.2630792031,-0.03441941409,-0.3940598986,-0.8978273003,2.767508999,-0.5907125094,-1.239275348,0.2755657594,-0.489113398,0.8117455419,0.5815858258,-0.5010960574,-0.729355173,2.613994421,-0.5900998019,-1.030131723,1.279189583,-0.6730727125,-1.96260874,2.281171773,-0.7154329961,-1.162810503,0.442170784,-0.4831934118,-0.6905696637
463,0.4531740735,-0.3499497847,-0.2163055708,0.5893770042,-0.1541968497,-0.1436658492,0.5566392238,-0.1979544608,-0.1130802,0.317916233,0.1040532126,-1.648983267,1.731874024,-0.5884561001,1.059238598,0.9212038488,-0.3103667217,0.3717186794,1.606156605,-0.6359157214,1.025662665,2.172616776,-0.4947402144,1.069927916,-0.7604329722,-0.7634092714,-1.727649709,0.5405698261,-0.1513797912,-1.827271087,-0.8543016403,-0.6845036321,-1.803412029,1.607909351,-0.9014016265,-1.973832976,2.437386773,-0.7155889601,1.44139248,-0.2567361358,-0.2423676608,0.2642055216,-0.05749132465,-0.3821623953,-0.9085221554,2.762117129,-0.589651091,-1.240855151,0.2687722691,-0.4921905631,0.8178821161,0.5595940545,-0.4905508636,-0.7309374076,2.615561887,-0.5881464122,-1.028375153,1.283045743,-0.6798157045,-1.956630236,2.283656859,-0.7125513856,-1.160764783,0.4180465052,-0.496340029,-0.7063543575
464,0.4539142702,-0.3515694875,-0.2171832634,0.5923004539,-0.1558627317,-0.1482749895,0.5594395426,-0.1953314706,-0.1166043883,0.3212631772,0.1017750674,-1.651725723,1.726986748,-0.5829797795,1.058193485,0.8985688502,-0.307794005,0.3685748163,1.600128363,-0.6365706559,1.029638032,2.158432374,-0.4956393416,1.075424108,-0.7638055425,-0.7733021646,-1.73570278,0.5269162294,-0.1472394062,-1.815247077,-0.8547368729,-0.6891859561,-1.812268476,1.607333399,-0.9044941686,-1.973497661,2.437895122,-0.7112525475,1.441707087,-0.2568347052,-0.2409512361,0.2608833711,-0.08064020492,-0.3735717699,-0.9213744362,2.755065146,-0.587107233,-1.242694257,0.2612363264,-0.4984294346,0.8218535908,0.5380878601,-0.4828159048,-0.7353685533,2.620359691,-0.5888282561,-1.027707919,1.28791894,-0.6863024138,-1.953606291,2.288366355,-0.7086217403,-1.160291229,0.3969811339,-0.5065263583,-0.7220855804
465,0.4547156819,-0.3529702088,-0.218313904,0.5949854691,-0.1571968405,-0.1531458879,0.5621188227,-0.1926844234,-0.1202377587,0.3245579981,0.1002159235,-1.655525984,1.723065514,-0.5769478377,1.056637943,0.8756469612,-0.3045734398,0.3653062651,1.595195844,-0.6367319361,1.03242238,2.143591172,-0.496239393,1.080481622,-0.7656208635,-0.7820077116,-1.742801163,0.5103181788,-0.1429252094,-1.802966738,-0.8550572547,-0.6931938925,-1.820554737,1.60625682,-0.90785861,-1.973791922,2.437671926,-0.7068145059,1.441683841,-0.2557608279,-0.2392113804,0.256363605,-0.1037633734,-0.3661661479,-0.9351262585,2.74686872,-0.5842371721,-1.245271852,0.2535764961,-0.504992543,0.824536776,0.5167929138,-0.4754277004,-0.7398880296,2.625917223,-0.5903048553,-1.027748053,1.292478777,-0.691678609,-1.952134916,2.292983573,-0.7043475355,-1.160318354,0.3775826797,-0.514719447,-0.7369407219
466,0.4541301091,-0.3535273175,-0.2195998623,0.5960126804,-0.1573377237,-0.1587495418,0.5635571876,-0.1916218769,-0.124362536,0.3266053318,0.1003397406,-1.660486216,1.721332862,-0.5708622585,1.054654475,0.8551210357,-0.3069304086,0.3611229873,1.591216861,-0.6369264614,1.033942459,2.12707583,-0.4965740846,1.084130668,-0.7669036723,-0.7887545778,-1.750260041,0.4893113174,-0.1383007769,-1.790996136,-0.856036637,-0.6945832551,-1.826716519,1.602505466,-0.911096178,-1.976478176,2.435810718,-0.702586986,1.441568783,-0.2547144846,-0.238529194,0.2505275175,-0.1275135553,-0.3616848356,-0.9489603121,2.737261077,-0.581695556,-1.250148879,0.2448045076,-0.5095786375,0.8257295885,0.4960461528,-0.4671896579,-0.7432271357,2.631948383,-0.5925220308,-1.029491393,1.292925738,-0.6934683436,-1.952490411,2.293649002,-0.7007031731,-1.160063594,0.3588264847,-0.5165821112,-0.7490813825
