frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz
42,6.887808363,2.425092185,-0.07163739351,6.7114641,2.490676717,-0.2223965523,6.74860386,2.454340998,-0.2361796717,6.704269147,2.347765456,-0.856746432,6.655222738,2.213711481,-0.5979423153,6.746617046,2.285387289,-0.5217833869,6.678246267,2.121630785,-0.3375024366,6.665870378,2.02714126,-0.1413687529,6.789973081,2.112171283,-0.08222478947,6.844916182,2.191801092,0.02947109469,6.928338439,2.218678914,0.2726578335,6.935916706,2.285393236,0.1489715484,6.998097653,2.296809902,0.2967196029,7.022926247,2.572591885,-0.4757999097,7.089794641,2.727100132,-0.6239588402,7.1273299,2.736467375,-0.5159941496
43,6.885516438,2.416953694,-0.06187807625,6.708596591,2.482274097,-0.2133060692,6.746261956,2.44550022,-0.2271699087,6.704818225,2.341201217,-0.849115373,6.653381162,2.207189946,-0.5898748425,6.74337129,2.279225766,-0.5115973522,6.675355362,2.112841984,-0.3269575407,6.66250289,2.018998816,-0.1321798015,6.785990779,2.102923689,-0.07366685479,6.84162616,2.183167821,0.03544939441,6.924811779,2.209160154,0.2826460748,6.930769652,2.27498399,0.1563243646,6.995160561,2.287413971,0.30474558,7.020064812,2.564723788,-0.4667492472,7.087510025,2.718479963,-0.61365476,7.12579586,2.723922448,-0.5095857222
44,6.8834209,2.408505915,-0.05332871235,6.705418267,2.473223636,-0.2050592452,6.743733906,2.436042028,-0.2190955284,6.705403644,2.332852547,-0.8419940146,6.651274068,2.198996839,-0.5821253007,6.739897109,2.272430988,-0.5023142716,6.672953054,2.103840016,-0.3173976869,6.660349695,2.009705189,-0.1235187754,6.781726163,2.093101341,-0.06599117085,6.837746275,2.174874912,0.04028693033,6.921225552,2.199029173,0.2914554797,6.92577246,2.264146314,0.1632823286,6.992417141,2.27769186,0.3128775066,7.017553644,2.556001499,-0.4580836847,7.085275724,2.709935322,-0.6053736968,7.123850213,2.712220034,-0.5033840077
45,6.881687056,2.400172544,-0.04614918336,6.701268852,2.464445196,-0.197226696,6.740495274,2.426793098,-0.2114476336,6.704149335,2.321540183,-0.8330788847,6.647801614,2.187286144,-0.5725559382,6.735537264,2.264504735,-0.4930718107,6.671151857,2.095467922,-0.3082793134,6.660932632,1.998358793,-0.1153844818,6.776770205,2.083924808,-0.05888661313,6.83287409,2.169327205,0.04525510991,6.916519328,2.188924434,0.298334342,6.921113298,2.253848001,0.1712082592,6.989281277,2.26855781,0.3219190707,7.016259798,2.546050331,-0.4489114032,7.083011406,2.703118167,-0.6007601005,7.120703487,2.704919445,-0.4947375535
46,6.879932786,2.391620308,-0.0397778622,6.696904075,2.455396705,-0.1898007407,6.736995107,2.41732697,-0.2041972006,6.7023236,2.309320072,-0.8241707631,6.643344024,2.173570759,-0.5625834684,6.731219337,2.255511559,-0.4842883879,6.669098267,2.086485109,-0.2998468825,6.661334339,1.986492604,-0.1082138988,6.771808188,2.074355785,-0.05225649724,6.827992235,2.163768127,0.05020041003,6.911493293,2.17862938,0.3042905416,6.916769564,2.24348504,0.1796820405,6.985671706,2.25901965,0.3299004177,7.015399424,2.535800618,-0.4393877341,7.080551065,2.696055365,-0.5967920302,7.117231867,2.698436613,-0.4858363454
47,6.877841031,2.382999774,-0.0341386499,6.692738077,2.446489619,-0.183059457,6.732977679,2.408375488,-0.19745159,6.700660388,2.296898069,-0.8159839476,6.636301431,2.15716013,-0.5520357372,6.727456978,2.24486997,-0.4763802317,6.66533528,2.07612589,-0.2924739148,6.656858603,1.975426363,-0.1042488121,6.7676321,2.064395451,-0.04548782018,6.822715438,2.157690396,0.0558510645,6.905850948,2.169361729,0.3098218117,6.912842149,2.233996142,0.1899572112,6.980926316,2.248586172,0.3350728051,7.015903312,2.526361732,-0.4279792404,7.077993586,2.688254499,-0.5910032658,7.114204244,2.691987609,-0.4767842409
48,6.875702014,2.374671657,-0.02924498575,6.689335477,2.437634424,-0.1765883242,6.729691605,2.399580192,-0.1909574541,6.699508664,2.288014972,-0.8096869084,6.628992283,2.139657426,-0.5418865643,6.724388755,2.235094959,-0.4703710224,6.661740849,2.066350419,-0.2872672934,6.649847226,1.965610278,-0.1015042422,6.763879426,2.054053624,-0.03995653203,6.820081046,2.152199342,0.06318209941,6.900562107,2.159881079,0.3140563395,6.909802398,2.224623338,0.1998704016,6.97519943,2.23782374,0.3353475839,7.015353349,2.518803177,-0.4169924705,7.074810822,2.67839987,-0.583027732,7.111134523,2.683127894,-0.4694347922
49,6.873258474,2.365315281,-0.02397597295,6.686156824,2.427625398,-0.1698663078,6.726540458,2.389669809,-0.1842039451,6.697941358,2.279709356,-0.8033357037,6.621506219,2.121213833,-0.5313406526,6.721643841,2.22401465,-0.4644310915,6.657835299,2.055306869,-0.2820557025,6.642501159,1.95517177,-0.09876374109,6.760117461,2.042592334,-0.03460857426,6.817524854,2.144276217,0.07058479633,6.895118316,2.148439393,0.3178204237,6.906556098,2.213592154,0.2088942133,6.969124766,2.226061962,0.3341402438,7.014543389,2.510796695,-0.4060054182,7.071521773,2.667338474,-0.5746487489,7.107806013,2.672437316,-0.462277791
50,6.870004863,2.35316254,-0.01638382545,6.683403145,2.41439388,-0.1612558136,6.723703147,2.376525114,-0.17557412,6.694912547,2.27124876,-0.7956506623,6.614760437,2.10239894,-0.5196399875,6.719585271,2.21031664,-0.4569531909,6.653294627,2.040411676,-0.274466722,6.63811749,1.942447604,-0.09333461097,6.756249539,2.027845291,-0.0281178133,6.81552436,2.130313352,0.07864374857,6.889646748,2.131335319,0.3217931998,6.902447972,2.197511579,0.2158601869,6.962626832,2.212101647,0.3320293635,7.01278744,2.500278312,-0.3948665893,7.068001351,2.653725806,-0.5659765169,7.104065785,2.658372039,-0.4546639465
51,6.866122242,2.339935418,-0.008691491761,6.681308103,2.399808529,-0.1540147898,6.720846577,2.362094263,-0.1682700116,6.690927058,2.260729756,-0.7875183814,6.609048229,2.084630654,-0.5088584234,6.717491597,2.193751638,-0.4483049686,6.649049138,2.024805392,-0.2665491103,6.635441482,1.928642409,-0.08721783658,6.751579728,2.013459404,-0.02266079299,6.807710391,2.107755591,0.08063658265,6.884304293,2.112232648,0.3249407741,6.896906483,2.179442324,0.218068523,6.956877249,2.198142877,0.3295689341,7.011822067,2.488886779,-0.384738512,7.065328937,2.641777062,-0.5611280172,7.099732776,2.642866744,-0.4480225435
52,6.862002678,2.32594235,-0.001092362403,6.678821426,2.384207528,-0.1470938254,6.717684561,2.346636886,-0.1612855129,6.686218114,2.249101145,-0.7790992076,6.603694536,2.067246456,-0.4988202886,6.715039801,2.175484551,-0.4393516866,6.644401418,2.008425711,-0.2587329615,6.632945857,1.914091808,-0.081016915,6.745993464,1.998289482,-0.01799968688,6.798754919,2.083823903,0.08125456704,6.878402879,2.092688144,0.3278687492,6.890670182,2.160855956,0.2195220916,6.951218909,2.183490698,0.3284493292,7.010550365,2.476421797,-0.3753793859,7.062535554,2.629233163,-0.556819883,7.095100733,2.626694962,-0.4415317666
53,6.857893837,2.31065402,0.005743902799,6.674277446,2.367382209,-0.1407055964,6.713492703,2.329563397,-0.1549722946,6.680918325,2.235064239,-0.7698265558,6.59815688,2.049459263,-0.4893560573,6.711045791,2.15345958,-0.4297302639,6.638953406,1.991493654,-0.2517904205,6.629628461,1.8977554,-0.07545284361,6.738755555,1.981387916,-0.01504452602,6.78943149,2.060230549,0.08075025272,6.870474377,2.07298775,0.330393193,6.883528799,2.142167789,0.2229003175,6.946099287,2.167337931,0.3317093096,7.008437754,2.461417643,-0.3677508116,7.059657755,2.615148545,-0.5530105094,7.089674519,2.609586563,-0.4349977936
54,6.854499464,2.297112021,0.01240949581,6.668776739,2.352081118,-0.133705817,6.709070494,2.313912734,-0.1480856068,6.675256546,2.221639132,-0.7599264499,6.59309668,2.034800736,-0.4821004724,6.707518535,2.133103378,-0.420847611,6.63213947,1.974499886,-0.2446257023,6.624516672,1.883526085,-0.07020733017,6.73003688,1.965054828,-0.01248037317,6.781560216,2.043034252,0.08146957952,6.862388077,2.05824975,0.3346927014,6.876460384,2.127629458,0.2289042174,6.941236182,2.15173123,0.3393174167,7.005624485,2.447218399,-0.3607586636,7.055508337,2.600059101,-0.5451605492,7.085316096,2.595722814,-0.427566674
55,6.851105144,2.283383078,0.01871748672,6.662860689,2.3366084,-0.1267251839,6.704357029,2.298040299,-0.1412251289,6.669110127,2.207822711,-0.7498684852,6.588056986,2.019927142,-0.4754654695,6.703926933,2.113842878,-0.4127977562,6.625077822,1.956958916,-0.2375312733,6.619028596,1.869363605,-0.06527877174,6.720972658,1.948688544,-0.009931319607,6.77434148,2.028475698,0.08318567815,6.854098308,2.044804854,0.3392268818,6.869079746,2.113533516,0.2349802677,6.936489331,2.135448411,0.3491688204,7.00240446,2.432715606,-0.3538395488,7.050770164,2.584183492,-0.5362855349,7.080972546,2.581819763,-0.4199182793
56,6.848045435,2.269763237,0.02448145367,6.657577185,2.321166301,-0.1195733643,6.700068568,2.282281242,-0.1341371676,6.662636413,2.194824032,-0.7409365281,6.583363906,2.003467512,-0.4689442989,6.7010239,2.100210971,-0.4075891429,6.619153722,1.939321512,-0.2304775702,6.614533062,1.855246554,-0.06089024626,6.712669878,1.932909573,-0.006390821356,6.770761288,2.022550891,0.09021382872,6.845863316,2.033898799,0.3437573488,6.861908164,2.099889077,0.2398652733,6.93182729,2.118425741,0.3611349544,6.999042787,2.418534578,-0.3454426345,7.045037321,2.567707018,-0.525764822,7.076700495,2.567660812,-0.4116455788
57,6.844527831,2.255050127,0.03006230573,6.65195388,2.304697228,-0.112362713,6.695195857,2.265596953,-0.126949055,6.656108906,2.180983419,-0.7317437697,6.578198616,1.985145796,-0.4621505096,6.697242271,2.087190228,-0.4026307947,6.613283236,1.921441122,-0.2236329306,6.609790476,1.840596642,-0.05683912757,6.704506844,1.916578168,-0.002358233783,6.768062451,2.017916288,0.09839234623,6.837508342,2.022064197,0.3479776387,6.854138404,2.085147263,0.2442100167,6.926717065,2.100119612,0.3742207035,6.99540779,2.403840481,-0.3365616054,7.039093489,2.550197564,-0.515333123,7.07219335,2.552060708,-0.4031693517
58,6.839988313,2.23756737,0.03610530636,6.646089146,2.28609832,-0.1049715153,6.68913272,2.247018581,-0.1195059498,6.650089012,2.165814286,-0.7215273433,6.571019323,1.96085105,-0.4524698809,6.692275321,2.073895834,-0.3976752379,6.607453004,1.903491158,-0.2165661033,6.604764979,1.824929368,-0.05255263874,6.697848042,1.898817195,0.003313850784,6.765478036,2.012058593,0.1072223057,6.829006748,2.005534464,0.3509754645,6.844343552,2.066651299,0.245937573,6.921069656,2.079449845,0.387618243,6.991897784,2.388557336,-0.3261081587,7.033670954,2.531875033,-0.5070015409,7.066984022,2.532562785,-0.3945619485
59,6.833627402,2.218045534,0.04133758614,6.639273948,2.265422398,-0.09807417625,6.681589368,2.226456308,-0.1125102495,6.643553379,2.148152982,-0.7093814083,6.563421567,1.936229381,-0.4439517856,6.685116387,2.055930358,-0.3899664293,6.601969716,1.884210191,-0.2106095595,6.598745183,1.807148866,-0.04871968939,6.690127461,1.881261923,0.009339967455,6.758776375,1.996631791,0.1123536979,6.821398161,1.984447768,0.3531752268,6.834837386,2.044625103,0.2477593228,6.914771124,2.056431249,0.3987308134,6.988099477,2.371829671,-0.3163631942,7.02873406,2.512449307,-0.5010423685,7.061013372,2.509927865,-0.3868285642
60,6.826210589,2.196857986,0.04632136398,6.631771335,2.243150965,-0.0916637073,6.673302076,2.204346798,-0.1059939313,6.636595753,2.128485439,-0.69704712,6.555623654,1.911651913,-0.4363431312,6.676027314,2.036189899,-0.381425965,6.595622055,1.863152355,-0.2048457382,6.592024173,1.788188497,-0.04579035557,6.6819377,1.862865491,0.01466115669,6.750636308,1.975112912,0.1147628449,6.814051878,1.961095033,0.3550897254,6.82501589,2.020149859,0.2494476465,6.907357028,2.032554772,0.4091900579,6.983642927,2.353643385,-0.3078332117,7.023836744,2.491565667,-0.495872711,7.054474961,2.485566157,-0.3795187645
61,6.817613951,2.173621288,0.05166976739,6.623102377,2.218566062,-0.08546751995,6.6641606,2.180339615,-0.09957362753,6.629615696,2.105545083,-0.6848554603,6.549117844,1.891569749,-0.4315603502,6.662707074,2.013242368,-0.3705757612,6.586718188,1.837642779,-0.1979129164,6.583454602,1.767281805,-0.04447660171,6.672411042,1.842028375,0.01800990598,6.741066597,1.942855428,0.1116662638,6.807516432,1.93470659,0.3579350728,6.815461884,1.992017776,0.2539074597,6.897861405,2.008153662,0.4205598291,6.977815099,2.332842317,-0.3025232227,7.019091714,2.467507958,-0.4906166947,7.047434514,2.460946337,-0.371639699
62,6.808759078,2.150917244,0.05762022721,6.613873802,2.194610291,-0.07958935936,6.655737928,2.156112949,-0.09381212923,6.621854244,2.083007036,-0.6737456753,6.542113431,1.872737364,-0.4270069584,6.648655414,1.992701136,-0.3604273877,6.576519186,1.811659207,-0.1911733841,6.575526255,1.747065517,-0.04459744823,6.661843948,1.821819889,0.01921581205,6.731885625,1.903708123,0.1052106696,6.801181389,1.910217892,0.3615271009,6.805405621,1.964595905,0.2571030927,6.88575043,1.987902557,0.4316632428,6.970907144,2.311574702,-0.2997314563,7.01411921,2.443375157,-0.4838872731,7.040814084,2.436311766,-0.3647830066
63,6.799359596,2.127030096,0.06346618048,6.604098144,2.169353702,-0.07391785417,6.646814049,2.130585674,-0.08825745325,6.613142979,2.058841723,-0.6627977605,6.534093624,1.852187193,-0.4226419558,6.634734305,1.970538576,-0.3511569953,6.565172623,1.785336948,-0.1853633038,6.567122425,1.726596056,-0.04521325661,6.650739779,1.800872938,0.0195351369,6.721788881,1.864849833,0.09888213286,6.793376194,1.885431089,0.3644127321,6.794356827,1.93707495,0.2589700622,6.872581119,1.967240011,0.4399666883,6.96327032,2.288806824,-0.2973699823,7.008400656,2.418114458,-0.4763160542,7.033799575,2.410625519,-0.3583716354
64,6.789722118,2.10052409,0.06848757767,6.594132915,2.141114462,-0.06910332432,6.637172707,2.102185368,-0.0834954237,6.602443235,2.031084802,-0.6532227207,6.523257593,1.824424651,-0.4179435525,6.623679768,1.94547198,-0.3460213982,6.553282372,1.7575763,-0.1823147732,6.558562958,1.705141155,-0.04591477715,6.640083274,1.777734343,0.01879397252,6.710122182,1.832426785,0.09587851812,6.781279141,1.860834817,0.3648679181,6.780807444,1.910519629,0.25774249,6.858003547,1.944426447,0.4417709154,6.954922929,2.262804689,-0.2941329539,7.000643704,2.391018445,-0.4671659031,7.025178792,2.382319032,-0.3537444176
65,6.77970842,2.072980945,0.07155445541,6.584011686,2.111993348,-0.06527304222,6.626720889,2.073413478,-0.07952677245,6.591528014,2.001508027,-0.6433599531,6.510082784,1.789740147,-0.4119529708,6.614811368,1.914841395,-0.3431722944,6.538145307,1.736138157,-0.1818892366,6.54889924,1.685194521,-0.0474725181,6.629491072,1.753282592,0.01717063573,6.69907204,1.815293767,0.0985934952,6.765170908,1.836357451,0.3617903082,6.765499715,1.885644534,0.2515321545,6.845025895,1.918087417,0.436786523,6.946014432,2.23702013,-0.2899786409,6.991950986,2.363974042,-0.4595902726,7.016752685,2.353856287,-0.34940318
66,6.768941523,2.044632972,0.07436231609,6.572879548,2.082269212,-0.06143179826,6.615067626,2.044187217,-0.07548261911,6.579521138,1.971042636,-0.6331252845,6.495782444,1.753505713,-0.405255253,6.605078123,1.883007176,-0.3401283278,6.522032746,1.716645811,-0.1820953396,6.538117582,1.665981938,-0.04927561729,6.618183049,1.728750335,0.01551385001,6.687819262,1.802289851,0.1032748135,6.747922497,1.811525086,0.3577886058,6.749665844,1.860619957,0.2443542461,6.832711524,1.890071485,0.4300693409,6.93647451,2.210590401,-0.285128464,6.982827095,2.336128044,-0.4520639721,7.008149778,2.324599426,-0.3445642042
67,6.757179857,2.015235737,0.07893882223,6.560254081,2.052105077,-0.05530191229,6.601440967,2.015081518,-0.0688990837,6.566609728,1.941205677,-0.6200053093,6.482881723,1.719971739,-0.3974450827,6.59226859,1.850449734,-0.3318121879,6.507189489,1.696854066,-0.179556777,6.524502629,1.647673512,-0.04988477918,6.606116236,1.705094684,0.01663245115,6.675802445,1.790988527,0.1108643784,6.732541013,1.783414542,0.3548827136,6.737397235,1.831360842,0.2392610419,6.823872409,1.85826533,0.4251271904,6.92668512,2.18342255,-0.2784415459,6.974830723,2.306348174,-0.4425765049,7.00042252,2.294490465,-0.3359916753
68,6.744246658,1.985787646,0.08340544475,6.545916039,2.021937184,-0.04926336888,6.586290869,1.985801981,-0.06247075019,6.551773472,1.910988743,-0.6063035474,6.469436211,1.688801318,-0.3899647843,6.576878058,1.819308924,-0.3230957278,6.491661611,1.678006327,-0.1773940629,6.510441463,1.629571472,-0.05099498144,6.592188842,1.682879336,0.01775713304,6.662666266,1.778725069,0.1178695005,6.717220965,1.755604011,0.3520710172,6.723776113,1.802599696,0.2351497107,6.815359416,1.825843559,0.4205285792,6.916229324,2.155725001,-0.2711461084,6.965970542,2.276148944,-0.4338006374,6.991719087,2.26382493,-0.3269505833
69,6.730326749,1.95848529,0.08759138674,6.52917738,1.994358071,-0.04486673726,6.57004534,1.958020099,-0.05812228654,6.534502669,1.881906705,-0.5934956954,6.457384028,1.665837401,-0.3843272269,6.55522842,1.797434438,-0.3146352659,6.476999039,1.660248722,-0.1761182036,6.497690262,1.612411889,-0.05469655627,6.576254731,1.664425475,0.01700912973,6.650341537,1.758563477,0.1191601004,6.70419633,1.731761791,0.3505154628,6.706950086,1.776430564,0.2342046572,6.806839093,1.796374091,0.4203553636,6.90519066,2.129381453,-0.2637410756,6.956180444,2.247736631,-0.4289597846,6.981232299,2.233884132,-0.3187189349
70,6.714201195,1.930729608,0.08950519208,6.510050892,1.965571223,-0.04237161295,6.55209781,1.928126672,-0.05601605513,6.513438629,1.850857576,-0.5826230806,6.439746731,1.642956773,-0.3786354933,6.531089413,1.774251796,-0.3093514045,6.460860806,1.642680861,-0.1786736649,6.486555744,1.593717218,-0.05867473008,6.555228922,1.64739079,0.01426661731,6.634416495,1.731303978,0.1157438106,6.688258079,1.709381913,0.3484541505,6.684138473,1.753972164,0.2331305974,6.794206116,1.768471357,0.4205107497,6.892930857,2.100807227,-0.2565668274,6.943672897,2.219059496,-0.4263036464,6.968370304,2.201749303,-0.3130327485
71,6.696132692,1.902804923,0.09080451142,6.489059438,1.93608294,-0.03991911182,6.532212467,1.89756507,-0.05394217996,6.490212625,1.818455455,-0.5715194274,6.419203607,1.621474775,-0.3732886221,6.505344431,1.751508709,-0.3048779727,6.439757933,1.627200357,-0.1813947658,6.474656441,1.574672354,-0.06245255011,6.531069651,1.631411577,0.01165181493,6.615810085,1.701051254,0.111654499,6.672037527,1.686719616,0.3460931418,6.659085937,1.732656108,0.2326848024,6.779361296,1.741268747,0.4205598033,6.879215522,2.070778232,-0.2506055336,6.929494627,2.188839314,-0.4232024468,6.953966591,2.168569972,-0.3072348976
72,6.675657883,1.87352378,0.09180006585,6.466776566,1.903292484,-0.03566077325,6.510232705,1.864300271,-0.04982286931,6.464304283,1.781869224,-0.5577536386,6.395094576,1.598555097,-0.3681240786,6.480795944,1.725343276,-0.3009632092,6.410512466,1.613626527,-0.183073485,6.461222785,1.553763037,-0.06155249363,6.502062373,1.616081937,0.01136782561,6.591502994,1.670113679,0.1108193453,6.65425636,1.661513421,0.3433449344,6.631225255,1.711831982,0.2344276308,6.760467642,1.712713763,0.418908424,6.863047601,2.037443172,-0.246688346,6.912232076,2.154846522,-0.416321507,6.937128811,2.133928486,-0.2993845953
73,6.653329307,1.844921656,0.09177028195,6.44437048,1.871530787,-0.03196409113,6.487540859,1.832957159,-0.04596669254,6.438188861,1.746200827,-0.5436850203,6.369600185,1.578189437,-0.3637858519,6.4579947,1.699657032,-0.2981917043,6.370931341,1.611117608,-0.1819963637,6.443579418,1.536061969,-0.065598551,6.472568774,1.600981547,0.01025138246,6.564520684,1.640096484,0.1104168533,6.639296429,1.635138597,0.338814756,6.604485333,1.690711835,0.2311432165,6.741600358,1.686169164,0.4137915688,6.845286764,2.005055244,-0.2486751077,6.89568635,2.120251334,-0.4088798456,6.920594698,2.10046706,-0.2913906276
74,6.628766757,1.816337423,0.09075640716,6.419754022,1.840486354,-0.0288603261,6.461607387,1.803376554,-0.04233515672,6.411773153,1.710621562,-0.5306111368,6.340084523,1.560357746,-0.3613754614,6.433109309,1.67492205,-0.2973294088,6.320695713,1.611228392,-0.1804315559,6.423909397,1.518445313,-0.07307501524,6.442187832,1.585039136,0.009069213594,6.536272632,1.61021745,0.109631875,6.625082939,1.607610781,0.3323153734,6.577628006,1.66973065,0.2253750305,6.722145231,1.660618516,0.4060451167,6.826777478,1.97179961,-0.2519316367,6.877820266,2.083857524,-0.4012834986,6.903034066,2.066377715,-0.2837267718
