frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz
45,7.847787443,2.538851425,-0.3237225262,8.026244056,2.690800188,-0.4290330018,7.862438027,2.662042795,-0.4474781152,7.700235016,2.288720758,-0.0702551898,7.720244816,2.318167026,-0.2896789187,7.163349704,1.881876212,0.0497534671,7.713771716,2.385490741,-0.5675080786,7.801212079,2.408381157,-0.3031640269,7.859443568,2.421416518,-0.192016848,8.088761252,2.529298359,-0.04437879781,8.16084937,2.570517445,0.09717646928,8.222274095,2.615866228,-0.05903277165,8.234592019,2.70172709,-0.3798312917,8.258940763,2.58683144,0.1665521418,8.263068188,2.76939128,-0.6964497498
46,7.842850126,2.539660905,-0.3186982592,8.021275289,2.691627634,-0.4239983638,7.857421161,2.66275458,-0.4428297732,7.695402404,2.289693982,-0.06580512604,7.715579785,2.318847474,-0.2846427791,7.158511539,1.882610996,0.05493711179,7.70921714,2.385846555,-0.5623101261,7.796397301,2.409058435,-0.2981115861,7.854535857,2.422291956,-0.1869994065,8.083966797,2.530466224,-0.039290445,8.155650143,2.571466539,0.1022368142,8.217210744,2.617037086,-0.05388841997,8.229713365,2.702279185,-0.3749129655,8.254040473,2.587986752,0.171767326,8.257638151,2.770293502,-0.6913444931
47,7.83790621,2.540383287,-0.313792752,8.016300254,2.692370207,-0.419089987,7.8523752,2.663387504,-0.4383519158,7.690555359,2.290588525,-0.06144642874,7.710952144,2.319440209,-0.2796698728,7.153668132,1.883262026,0.06004419604,7.704670829,2.386083523,-0.5572094188,7.791469822,2.409559861,-0.2932834069,7.849618832,2.42307871,-0.182095707,8.079180789,2.531590058,-0.03433445294,8.150459612,2.572343284,0.1071732509,8.212140098,2.618143662,-0.04886089803,8.224733091,2.702801298,-0.3701281988,8.249172391,2.589089439,0.1768643134,8.252126622,2.771099024,-0.6863732485
48,7.832961571,2.541015262,-0.3089786571,8.011327425,2.693023461,-0.4142801067,7.847313609,2.66393836,-0.433999754,7.685696596,2.29140231,-0.05713113136,7.706353809,2.319944566,-0.2747468096,7.148826329,1.883831055,0.0650903077,7.700135719,2.386213063,-0.5521876591,7.786453778,2.409900471,-0.2886335004,7.844710969,2.423779827,-0.1772749119,8.074401808,2.532662486,-0.02947826649,8.145281921,2.573148601,0.112018114,8.207072926,2.619175712,-0.04392107605,8.219661711,2.703304929,-0.3654364958,8.24432527,2.590132065,0.1818686252,8.246578222,2.771800523,-0.6815052527
49,7.828022011,2.541553694,-0.3042289639,8.006365208,2.693583135,-0.4095412918,7.842249739,2.664404207,-0.4297288253,7.680828716,2.292133536,-0.05281160041,7.701776657,2.320359986,-0.2698605793,7.143992923,1.884319958,0.07009070582,7.695614665,2.386246722,-0.5472269572,7.781373145,2.410095563,-0.2841162225,7.839830657,2.424398574,-0.172506508,8.069628363,2.53367632,-0.0246896653,8.140121128,2.573883615,0.1168033727,8.20201994,2.62012319,-0.03904012343,8.214509613,2.70380183,-0.3607977717,8.239487807,2.591107342,0.1868054167,8.241037503,2.772390943,-0.6767099832
50,7.823093265,2.541995633,-0.2995170081,8.001421944,2.694045163,-0.4048464531,7.837196838,2.664782385,-0.425495003,7.675954209,2.292780685,-0.0484405441,7.697212526,2.320686012,-0.2649985598,7.139174654,1.884730727,0.07506031131,7.691110445,2.386196173,-0.5423098454,7.776251746,2.410160719,-0.2796863008,7.834996197,2.424938431,-0.1677603184,8.064858892,2.53462456,-0.01993676582,8.134981206,2.574549655,0.1215606242,8.196991794,2.620976252,-0.03418951413,8.209287068,2.704304013,-0.3561723578,8.234648646,2.592008127,0.1916994753,8.235548947,2.7728635,-0.6719571723
51,7.818181004,2.542338308,-0.2948164744,7.996505906,2.694405668,-0.4001688469,7.832168045,2.665070517,-0.4212544989,7.671075453,2.293342515,-0.04397101491,7.692653213,2.320922281,-0.2601485181,7.134378209,1.885065462,0.08001370463,7.686625763,2.386073216,-0.5374192832,7.771113259,2.410111812,-0.2752988501,7.830225808,2.425403093,-0.163006504,8.060091767,2.535500402,-0.01518801859,8.129866046,2.575148258,0.1263210933,8.191999084,2.621725255,-0.02934102736,8.20400423,2.704823749,-0.3515209972,8.229796379,2.592827427,0.1965752231,8.230156968,2.773211677,-0.6672168132
52,7.813290827,2.542579128,-0.2901013937,7.991625304,2.694660962,-0.3954820707,7.827176396,2.665266502,-0.41696386,7.666194711,2.293818042,-0.03935640602,7.688090474,2.321068526,-0.2552986062,7.129610226,1.885326375,0.08496513061,7.682163247,2.385889774,-0.5325386515,7.765981218,2.409965009,-0.2709093752,7.825537621,2.425796461,-0.1582155583,8.055325291,2.536297233,-0.01041220092,8.124779458,2.57568116,0.1311156404,8.187052348,2.622360753,-0.02446674371,8.198671145,2.705373563,-0.3468048298,8.224919545,2.593558397,0.2014567236,8.224905907,2.773429216,-0.6624591598
53,7.808428263,2.542715674,-0.2853461341,7.986788275,2.694807541,-0.3907600549,7.822234821,2.665368507,-0.412579958,7.661314131,2.294206521,-0.03455044154,7.683516024,2.321124572,-0.2504373508,7.124877285,1.885515782,0.08992851019,7.677725455,2.385657892,-0.5276517385,7.760879013,2.409736766,-0.2664737631,7.820949683,2.426122633,-0.1533582927,8.050557696,2.537008623,-0.005578404946,8.119725165,2.576150289,0.1359747758,8.182162062,2.622873485,-0.01953903671,8.193297742,2.705966222,-0.3419853667,8.220006628,2.594194341,0.2063676926,8.219840033,2.773510109,-0.6576547187
54,7.803598769,2.542745694,-0.280525386,7.982002886,2.694842079,-0.3859770477,7.817356135,2.665374948,-0.4080599732,7.656435732,2.294507417,-0.02950716061,7.678921534,2.321090337,-0.2455536373,7.120185916,1.885636104,0.09491745902,7.673314869,2.385389737,-0.5227427152,7.75582989,2.409443813,-0.2619482624,7.816479949,2.426385889,-0.1484058143,8.045787136,2.537628319,-0.0006560210576,8.114706806,2.576557757,0.1409286816,8.177338633,2.623254373,-0.01453055995,8.187893839,2.706614716,-0.3370244543,8.21504605,2.594728705,0.2113315132,8.215003536,2.77344858,-0.6527742351
55,7.798805012,2.54266415,-0.2756129767,7.977279206,2.69476408,-0.3811047895,7.812525052,2.665301432,-0.4034060952,7.65153762,2.294715914,-0.02409025892,7.674335744,2.320950773,-0.2406171574,7.115547292,1.885672469,0.09994514821,7.668954239,2.385023478,-0.5178081858,7.750695162,2.408997199,-0.2574228492,7.812159406,2.426576489,-0.1433349403,8.041012452,2.538165861,0.004367442597,8.109736795,2.576897915,0.1460106064,8.172602449,2.623491474,-0.0094001111,8.182323171,2.707452915,-0.3318644891,8.210063852,2.595150817,0.2163685529,8.210393507,2.773264477,-0.6478025867
56,7.794036708,2.542481709,-0.2706488074,7.972607756,2.69458367,-0.3761899418,7.80771,2.665165069,-0.3987029239,7.646597083,2.294852936,-0.01827176125,7.669781843,2.320708244,-0.235636138,7.110957712,1.885639405,0.105011481,7.664650027,2.384500889,-0.5128847599,7.74534946,2.408330873,-0.2530281072,7.807982844,2.42670162,-0.1381849565,8.036227566,2.53866,0.009435994033,8.104813502,2.577198928,0.1511770843,8.167948089,2.623615441,-0.004183595315,8.176472664,2.70856781,-0.3265478866,8.205084575,2.595500398,0.221434698,8.205950359,2.772973089,-0.6428041631
57,7.789284131,2.542212028,-0.2656862603,7.967972045,2.69430925,-0.3712926932,7.802904012,2.664963833,-0.3940059158,7.641618379,2.294939642,-0.01215767413,7.665246632,2.320380264,-0.2306456165,7.106403386,1.885563699,0.1101045623,7.66038391,2.383841986,-0.5080023192,7.739839601,2.407487899,-0.2487659402,7.803917746,2.426778084,-0.1330049598,8.031427456,2.539128739,0.01449753143,8.099923856,2.577488197,0.1563647,8.163351751,2.623661544,0.001054057476,8.170391793,2.709895275,-0.3211595616,8.200098795,2.595817898,0.2264787294,8.201638243,2.772567277,-0.637839276
58,7.784551015,2.541855707,-0.2607186808,7.963370345,2.693942613,-0.3664014852,7.798114807,2.664691932,-0.3893013557,7.636616977,2.294966617,-0.005812665682,7.660728731,2.319969679,-0.2256372538,7.101878508,1.885436487,0.1152221749,7.656150578,2.383072543,-0.5031425966,7.734224731,2.40649752,-0.2445881045,7.799943865,2.426799802,-0.1277926118,8.026619656,2.539554723,0.01956023964,8.095067206,2.577746807,0.1615732631,8.158802776,2.623629697,0.006314757569,8.164144837,2.711359548,-0.3157108534,8.195109359,2.596091598,0.2315142262,8.197437294,2.772051232,-0.6328899634
59,7.779841139,2.541413592,-0.2557397914,7.958800963,2.693485814,-0.3615051607,7.793350142,2.664343869,-0.3845758733,7.631608586,2.294924422,0.0006983103559,7.656226794,2.319479572,-0.2206031086,7.097377353,1.885249065,0.1203617674,7.651944704,2.382218596,-0.4982878292,7.728563891,2.405389477,-0.2404467212,7.796041021,2.426760877,-0.1225459699,8.021811774,2.539920858,0.02463203273,8.090243001,2.577956061,0.1668022797,8.154290571,2.623520031,0.01160001236,8.157796288,2.712885145,-0.3102130121,8.190119166,2.596310063,0.2365544488,8.19332766,2.771429401,-0.6279387329
60,7.775158328,2.540886781,-0.2507437006,7.954262237,2.692941185,-0.3565929742,7.78861781,2.663914448,-0.3798164477,7.626609157,2.294803555,0.007310014242,7.651739518,2.31891327,-0.2155356461,7.092894274,1.884992901,0.125520453,7.647760941,2.381306457,-0.4934207761,7.722916023,2.404194039,-0.2362943015,7.792189101,2.426655599,-0.1172634889,8.017011488,2.540210323,0.02972055755,8.085450781,2.57809749,0.1720509584,8.149804604,2.62333289,0.01691091959,8.151410843,2.714396856,-0.3046771476,8.185131164,2.596462155,0.241612342,8.189289503,2.770706507,-0.6229685761
61,7.77050645,2.540276631,-0.2457249013,7.949752536,2.692311338,-0.3516545902,7.783925638,2.663398778,-0.375010404,7.621634877,2.294594414,0.01395692652,7.647265632,2.318274348,-0.210427735,7.088423702,1.884659631,0.1306950152,7.643593926,2.380362725,-0.4885247171,7.717339967,2.402942011,-0.2320837507,7.788368063,2.426478443,-0.1119440148,8.012226544,2.540406575,0.03483320106,8.080690181,2.578152854,0.1773182197,8.145334406,2.623068839,0.0222481712,8.145053396,2.715819739,-0.2991141978,8.180148353,2.59653704,0.2467005425,8.185302998,2.769887557,-0.6179629706
62,7.765889418,2.539584743,-0.2406782586,7.945270261,2.691599158,-0.346680072,7.779281487,2.662792261,-0.3701454018,7.616702174,2.294287289,0.02057326021,7.642803906,2.317566613,-0.2052726342,7.083960141,1.884241053,0.1358819192,7.639438283,2.379414271,-0.4835834323,7.711894463,2.401664713,-0.2277683532,7.78455793,2.426224065,-0.1065867713,8.007464754,2.540493337,0.03997710113,8.075960921,2.578104133,0.1826027083,8.140869569,2.622728655,0.02761206751,8.138789027,2.717079102,-0.2935349149,8.175173777,2.596524175,0.2518313939,8.181348331,2.768977827,-0.6129058702
63,7.761311184,2.538812954,-0.2355989882,7.940813838,2.690807781,-0.3416598587,7.774693245,2.662090563,-0.3652094169,7.611827709,2.29387237,0.02709297841,7.638353141,2.316794086,-0.2000639684,7.07949817,1.883729118,0.1410773294,7.635288624,2.378488224,-0.4785811617,7.706638156,2.40039393,-0.2233017364,7.780738787,2.425887284,-0.1011913374,8.002733988,2.540454584,0.04515916072,8.071262805,2.577933515,0.1879028084,8.136399743,2.622313311,0.03300254147,8.132682993,2.718100487,-0.2879498723,8.170210522,2.596413292,0.2570169659,8.177405698,2.767982849,-0.6077816826
64,7.756775739,2.537963302,-0.2304826255,7.936381719,2.689940568,-0.336584733,7.770168826,2.66128958,-0.3601907153,7.607028368,2.293339766,0.03344981641,7.633912174,2.315960974,-0.1947956937,7.075032432,1.883115916,0.1462771316,7.631139549,2.377611929,-0.4735025458,7.701629596,2.399161839,-0.2186378149,7.776890778,2.425463063,-0.09575761902,7.998042168,2.540274512,0.05038606492,8.066595714,2.577623376,0.1932166615,8.131914633,2.621823956,0.0384191927,8.126800705,2.718809645,-0.2823694897,8.165261711,2.596194361,0.26226908,8.1734553,2.766908369,-0.6025752363
65,7.752287105,2.537037996,-0.2253249846,7.931972378,2.689001062,-0.3314457783,7.765716165,2.660385388,-0.3550778206,7.602321257,2.292679548,0.03957730811,7.629479867,2.31507163,-0.189462053,7.070557632,1.882393652,0.1514769608,7.62698565,2.37681291,-0.4683325472,7.696927241,2.398000913,-0.2137307141,7.772994099,2.424946477,-0.0902858131,7.993397263,2.539937498,0.05566430096,8.061959596,2.577156253,0.1985421858,8.127403994,2.62126189,0.04386133106,8.121207713,2.719132508,-0.2768040801,8.160330497,2.595857549,0.26759934,8.169477344,2.765760309,-0.597271735
66,7.747842834,2.536023904,-0.2201194224,7.927589472,2.687981533,-0.3262399384,7.761345209,2.659374973,-0.3498387615,7.597685417,2.291905604,0.04555335891,7.625036483,2.314123531,-0.1840689895,7.06609141,1.88157842,0.1566741595,7.622821983,2.376148837,-0.4630908475,7.692553653,2.396918598,-0.2085806708,7.769097997,2.424351226,-0.08474919388,7.988793302,2.539478777,0.06101138618,8.057366065,2.576536581,0.2038873889,8.122869868,2.620632413,0.04934814741,8.115851127,2.719152075,-0.2712213715,8.155375772,2.595415745,0.2730050362,8.165543975,2.76450965,-0.5918519525
67,7.743434419,2.534873422,-0.2149011134,7.923236546,2.686836408,-0.3210079964,7.757052739,2.658226332,-0.344497653,7.593084077,2.290999296,0.05145849895,7.62056542,2.313074587,-0.1786672387,7.061643156,1.880654563,0.161826512,7.618648498,2.375599689,-0.4578446785,7.68845657,2.39584795,-0.2032763319,7.765253437,2.423653178,-0.07916660443,7.984217408,2.538896511,0.06639837069,8.05282138,2.575741297,0.2092263575,8.118324431,2.619892888,0.05485963621,8.110628837,2.718962415,-0.2656209429,8.150365872,2.594840079,0.2784371565,8.161725767,2.763095275,-0.5863508754
68,7.739058049,2.533568494,-0.2097029066,7.9189118,2.68554377,-0.3157834305,7.752827139,2.656921463,-0.3391033751,7.58851414,2.289936287,0.05725968583,7.616073482,2.311900802,-0.1732890139,7.057202291,1.879598247,0.1669061023,7.614469919,2.375102995,-0.4526218591,7.684584707,2.39474092,-0.1978764531,7.76144545,2.422824405,-0.07357918443,7.979668348,2.53815751,0.07178770052,8.04831821,2.574752604,0.2145310954,8.113773064,2.619011723,0.06036069541,8.105532231,2.718539927,-0.2600378279,8.145318682,2.59410097,0.2838626074,8.157999821,2.761504053,-0.5808128227
69,7.734713262,2.532132858,-0.204514084,7.914615023,2.684125507,-0.3105560157,7.748658757,2.655484322,-0.3336610768,7.583978717,2.288732282,0.06296712432,7.611573318,2.310618709,-0.1679230879,7.05276913,1.878419862,0.1719280501,7.610296032,2.374637068,-0.4474064269,7.680891782,2.393590533,-0.1923963468,7.757663739,2.421878893,-0.0679847226,7.975148302,2.53727269,0.07718511517,8.043852246,2.573597412,0.2198167771,8.109223625,2.618002906,0.06585957144,8.100553907,2.71790679,-0.2544635664,8.140254931,2.593214545,0.2892914827,8.154343809,2.75976948,-0.5752383565
70,7.730399517,2.530590041,-0.199323649,7.910345927,2.682603292,-0.3053152365,7.744537903,2.653938625,-0.3281756493,7.579480834,2.287402857,0.06859128464,7.607077502,2.309244663,-0.1625579191,7.048343903,1.87712964,0.1769077281,7.606136565,2.37418004,-0.4421820423,7.677331527,2.392389514,-0.1868511,7.753897943,2.420830434,-0.06238076416,7.970659373,2.536252745,0.08259661712,8.039419076,2.572302422,0.2250988151,8.104683894,2.616880218,0.0713648073,8.095686357,2.717084953,-0.2488895143,8.135195262,2.592196716,0.294734183,8.150735351,2.757924813,-0.5696277946
71,7.726116216,2.528963385,-0.1941203868,7.906104166,2.680998602,-0.3000503508,7.740454866,2.652307881,-0.322651786,7.575023459,2.285963462,0.0741428392,7.602598552,2.307794845,-0.1571817193,7.043926775,1.875737649,0.1818606973,7.602001188,2.373709865,-0.4369321053,7.673857694,2.391130354,-0.1812556683,7.75013766,2.419692651,-0.05676468047,7.96620361,2.53510817,0.08802840134,8.035014205,2.570894136,0.2303928047,8.100161593,2.615657253,0.07688517024,8.090921994,2.716096151,-0.2433068979,8.130160249,2.591063192,0.3002013479,8.147152035,2.756003111,-0.5639812655
72,7.72186272,2.527276049,-0.1888929128,7.901889357,2.679332731,-0.2947504423,7.736399931,2.650615425,-0.3170940306,7.570609514,2.28442942,0.07963261328,7.598148942,2.306285276,-0.1517825084,7.03951786,1.874253803,0.1868026568,7.59789952,2.373204334,-0.4316398472,7.670424063,2.38980536,-0.1756249505,7.746372455,2.418479016,-0.05113372413,7.961783022,2.533849274,0.09348680084,8.030633078,2.569398868,0.2357144793,8.095664399,2.614347428,0.08242959509,8.086253171,2.714961933,-0.2377068542,8.125170412,2.589829488,0.3057038019,8.143571438,2.754037263,-0.5582987534
73,7.71763836,2.525551029,-0.1836297094,7.897701087,2.677626802,-0.2894044588,7.732363392,2.648884446,-0.3115068139,7.566241888,2.282815931,0.08507154943,7.593741112,2.304731822,-0.1463481543,7.035117229,1.872687859,0.1917494077,7.593841127,2.372641076,-0.4262883993,7.66698445,2.388406694,-0.1699738417,7.742591879,2.417202871,-0.04548506941,7.957399589,2.532486204,0.09897824814,8.02627109,2.567842755,0.2410796782,8.091199959,2.612963997,0.08800714281,8.081672199,2.713703675,-0.2320804586,8.120246233,2.588510944,0.311252516,8.139971138,2.752060014,-0.5525801338
74,7.713442444,2.523811168,-0.1783191508,7.89353892,2.675901789,-0.284001239,7.728335557,2.647138002,-0.3058944783,7.561923446,2.281138071,0.09047068555,7.58938748,2.303150211,-0.1408664011,7.030724921,1.871049426,0.1967168312,7.589835529,2.371997579,-0.4208608358,7.663492708,2.3869264,-0.1643172677,7.73878547,2.415877437,-0.03981583848,7.953055275,2.531028953,0.1045092524,8.0219236,2.566251771,0.2465043248,8.086775895,2.611520063,0.09362697412,8.077171358,2.712342602,-0.2264187398,8.115408163,2.587122732,0.3168585838,8.136328716,2.75010398,-0.5468251983
75,7.709274264,2.522079168,-0.1729495164,7.889402404,2.674178519,-0.2785295264,7.724306754,2.645399035,-0.3002612913,7.557657039,2.279410793,0.09584114628,7.58510044,2.301556037,-0.1353248818,7.02634095,1.869347968,0.20172088,7.585892204,2.371251197,-0.4153401936,7.65990274,2.385356412,-0.1586701988,7.734942761,2.414515824,-0.03412311335,7.948752032,2.529487377,0.1100863921,8.017585932,2.564651735,0.2520044163,8.082399812,2.610028591,0.09929833823,8.072742908,2.710899799,-0.2207126822,8.11067663,2.585679877,0.3225332119,8.132621766,2.74820166,-0.5410336715
76,7.70513309,2.520377602,-0.1675089934,7.885291071,2.672477697,-0.2729779707,7.720267328,2.64369038,-0.2946114472,7.553445501,2.27764893,0.1011941477,7.580892366,2.299964784,-0.1297111197,7.021965308,1.867592812,0.2067775837,7.582020594,2.370379174,-0.4097094685,7.656168499,2.383688561,-0.1530476441,7.731053283,2.413131035,-0.02840393384,7.94449181,2.527871205,0.1157163233,8.013253375,2.563068328,0.2575960243,8.078079301,2.608502422,0.1050305762,8.068379091,2.709396224,-0.2149532157,8.106072039,2.584197272,0.3282877249,8.128827888,2.746385445,-0.5352052172
77,7.701026999,2.518726539,-0.1619871284,7.881203367,2.670815489,-0.2673338862,7.716225975,2.642021538,-0.2889220014,7.549325896,2.275852477,0.106525221,7.576775257,2.298407943,-0.123958278,7.01762132,1.865850146,0.2119156989,7.578233218,2.369518211,-0.4039221061,7.6523631,2.381951634,-0.1473892497,7.727128925,2.41176891,-0.02262071891,7.940303267,2.526183017,0.1214071934,8.008937704,2.561530089,0.2632840017,8.073808682,2.606981409,0.1108299674,8.064107501,2.707788323,-0.2091405705,8.101582357,2.582723357,0.3341463059,8.124927071,2.744655171,-0.5293075519
78,7.696970138,2.517168374,-0.1563933137,7.877145114,2.669236735,-0.2616020055,7.712206307,2.640429565,-0.2831751021,7.545328983,2.274053455,0.1118162164,7.572752858,2.296941103,-0.1180424638,7.013337451,1.864196415,0.2171236675,7.574534311,2.368838921,-0.3979719269,7.648594299,2.380227903,-0.1416430082,7.723198155,2.41049721,-0.01675659971,7.936210332,2.524463546,0.1271521622,8.004660118,2.560075094,0.269050931,8.069583443,2.605528573,0.1166874184,8.059957919,2.706083266,-0.2032846272,8.097185051,2.581321656,0.3401109591,8.120935577,2.743037567,-0.5233195518
79,7.692964696,2.515711253,-0.1507459012,7.873121854,2.667754768,-0.2557991108,7.708215888,2.63892899,-0.2773845555,7.541439899,2.272271236,0.1170602247,7.568817611,2.295569201,-0.1120133823,7.009110515,1.862617417,0.2223637413,7.570914326,2.368319101,-0.391901128,7.644861024,2.37854198,-0.1358352705,7.719268275,2.409315533,-0.0108386399,7.93220114,2.522734033,0.1329353244,8.000423243,2.558699013,0.2748791059,8.065406706,2.604144831,0.1225884069,8.055920904,2.704327355,-0.1973929713,8.09287798,2.579985725,0.3461593051,8.116881352,2.74155009,-0.5172600687
