frame,A01_data.tx,A01_data.ty,A01_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
41,7.364828641,1.552804919,-0.5749633867,7.164310912,1.785422205,-0.8787130268,6.950943129,1.291761762,0.09692357998,7.159588683,1.42436102,0.1586753764,7.491201414,1.626867822,-0.006471109422,7.877555655,1.938565124,-1.455845814,7.20845238,1.465370743,-0.07428982531,7.059074299,1.43531103,-1.300395973,6.90698429,1.342397177,-1.100254694,7.17446625,1.506120835,-1.306683956,7.15316548,1.505280553,-1.419979016,6.912380793,1.296460861,-0.5764368211,7.343851601,1.564603578,-0.686090777,7.8524024,1.878500587,-0.7745642199,7.843610054,1.886502964,-0.8865204694,7.596055103,1.70565352,-0.3795972734
42,7.3609132,1.549896926,-0.5697428663,7.160479652,1.782461716,-0.8735592097,6.946712617,1.289399242,0.10198036,7.155609251,1.420844456,0.1637169131,7.487206469,1.623894474,-0.001102257902,7.874064013,1.935689629,-1.450654081,7.204188467,1.462689433,-0.06898966493,7.055568444,1.432184241,-1.295005771,6.903865759,1.338480854,-1.095161194,7.171062874,1.503223158,-1.301711037,7.14950557,1.502236133,-1.415349921,6.908215058,1.293336641,-0.5714180517,7.340032621,1.561761465,-0.6806449226,7.848517874,1.876047463,-0.769628512,7.8397477,1.883478408,-0.8810915955,7.592170532,1.702591415,-0.3745101309
43,7.356923499,1.546946536,-0.5647411677,7.156584673,1.779471864,-0.8686143189,6.942308515,1.286993613,0.1068550296,7.151635218,1.417148394,0.1686637402,7.483083977,1.62090424,0.004080229808,7.870565867,1.932804949,-1.445643809,7.199911639,1.459849037,-0.06391631259,7.051978523,1.429063208,-1.28989919,6.900473604,1.334900854,-1.090292604,7.167516975,1.500274738,-1.296910961,7.145971587,1.499327091,-1.411139646,6.904234941,1.290121627,-0.566622399,7.336037591,1.558905406,-0.6754233026,7.844501025,1.873415743,-0.7645996948,7.836267677,1.880542029,-0.8760842347,7.588177007,1.699530957,-0.3695106269
44,7.352834037,1.543954442,-0.560058678,7.152588015,1.776464307,-0.8639604189,6.937698701,1.284643894,0.1114210289,7.147710534,1.413156239,0.1734859012,7.478837688,1.617904501,0.009044481912,7.867039646,1.929937109,-1.440887545,7.195590728,1.456807938,-0.05917604258,7.048294422,1.42595816,-1.285103293,6.896812977,1.331627649,-1.085739559,7.163832053,1.497334339,-1.292392327,7.142587401,1.496659203,-1.407631872,6.900491659,1.286749016,-0.5621507548,7.331805921,1.556075226,-0.6705269684,7.84031367,1.870642272,-0.7595443532,7.83339414,1.877741375,-0.8717085103,7.584078092,1.69644764,-0.3646775031
45,7.348634248,1.540897084,-0.5557592868,7.148465328,1.773422082,-0.8596491277,6.932905291,1.282371082,0.1155867774,7.143851045,1.408806162,0.1781225213,7.474503645,1.614865059,0.01376049752,7.86344256,1.927071966,-1.436455176,7.191197025,1.453556338,-0.05481749293,7.044512331,1.422842115,-1.28060663,6.892950018,1.328497399,-1.081547536,7.160031723,1.494425276,-1.288237094,7.139307848,1.494238736,-1.404981132,6.896931163,1.283167191,-0.5580630892,7.327338477,1.553270491,-0.6660060994,7.835976922,1.867785802,-0.7546631728,7.831110632,1.875052915,-0.868038813,7.579893749,1.693281192,-0.3601106955
46,7.344346076,1.537760412,-0.5517731649,7.144245474,1.77032356,-0.8556224157,6.927975646,1.280078383,0.1194369106,7.140017462,1.404184807,0.1825731017,7.470096942,1.611759916,0.0182436021,7.859777067,1.924173291,-1.432302832,7.186749991,1.450127423,-0.05075666474,7.040640165,1.41969226,-1.276377685,6.888910281,1.325462119,-1.07765185,7.156125997,1.491498187,-1.284374796,7.136088142,1.491962786,-1.402968874,6.893472529,1.27942099,-0.554288802,7.32269963,1.550449143,-0.6617726089,7.83154377,1.864826893,-0.7499702422,7.829171424,1.872417503,-0.8648928783,7.575631199,1.690026514,-0.3557706257
47,7.340000076,1.534561925,-0.5479990442,7.139969446,1.767182295,-0.8517903073,6.922958253,1.277693466,0.1230800623,7.136171309,1.399402412,0.1868649132,7.46563539,1.608588125,0.02254268808,7.856064074,1.921245716,-1.428345388,7.182272251,1.446580473,-0.04688080073,7.036702118,1.416525864,-1.272358029,6.884733337,1.322511812,-1.073963505,7.152141257,1.488543686,-1.280706052,7.132900846,1.489769646,-1.401347973,6.890043216,1.275587346,-0.5507336764,7.317963521,1.547601935,-0.6577070003,7.827078421,1.861779367,-0.7454393314,7.827342892,1.869810474,-0.8620485688,7.571304418,1.6867076,-0.3515821207
48,7.335626533,1.531319071,-0.5443355844,7.135677982,1.764011807,-0.8480627383,6.917901275,1.275143921,0.1266247774,7.132273989,1.394569294,0.1910254113,7.461136581,1.605348774,0.02670667363,7.852324229,1.91829385,-1.424497671,7.177786152,1.442974708,-0.04307703961,7.032722169,1.413360231,-1.268489139,6.880458509,1.319636459,-1.070393394,7.148103612,1.485552344,-1.277131429,7.129718066,1.487597335,-1.399871393,6.886570455,1.271743186,-0.5473034416,7.313203968,1.544719543,-0.6536896942,7.822644888,1.858657089,-0.7410441312,7.825390962,1.867207058,-0.859284059,7.566927142,1.683348434,-0.3474699452
49,7.331255506,1.528049248,-0.5406814301,7.131411605,1.760825583,-0.8443496178,6.912852583,1.272357251,0.1301794319,7.12828684,1.389795895,0.195082245,7.456617927,1.60204101,0.03078444197,7.848577959,1.915322299,-1.420674531,7.17331382,1.439369289,-0.03923244154,7.028724122,1.410212712,-1.264712458,6.876124904,1.316826011,-1.066852394,7.144038937,1.482514687,-1.273551519,7.126511508,1.485383516,-1.398292292,6.882981312,1.26796545,-0.5439037818,7.308494509,1.541792568,-0.6496011108,7.818307028,1.855474001,-0.7367583089,7.823081176,1.864582362,-0.856377888,7.562512911,1.679973016,-0.3433588564
50,7.326916842,1.524769807,-0.5369352338,7.127210639,1.757637076,-0.8405608537,6.90785978,1.269260876,0.1338522317,7.124171152,1.385192785,0.1990632408,7.452096676,1.598664038,0.03482482075,7.844845486,1.912335665,-1.416790869,7.168877174,1.435823331,-0.03523400192,7.024731629,1.407100692,-1.260969432,6.871771424,1.314070379,-1.063251436,7.139972886,1.479421197,-1.269866968,7.123252492,1.483065484,-1.396364062,6.879202705,1.264331084,-0.5404403643,7.303908411,1.538811544,-0.6453216962,7.814128563,1.85224413,-0.7325555192,7.820178693,1.861911379,-0.8531090135,7.558075076,1.676605372,-0.3391736309
51,7.322605574,1.521502404,-0.5329930792,7.123105279,1.754444053,-0.8366161322,6.902852247,1.26587608,0.1377426955,7.119994379,1.380700451,0.2031302989,7.447553352,1.595224326,0.03890701809,7.841198497,1.909369654,-1.412788538,7.164532396,1.432335499,-0.03092467103,7.020788429,1.404018583,-1.257162254,6.867330293,1.311523037,-1.059470555,7.135940132,1.476247277,-1.265967657,7.120192871,1.480796106,-1.394399661,6.875387606,1.26080607,-0.5368117637,7.299395984,1.535864835,-0.6406461068,7.810177216,1.849001341,-0.7284288105,7.816936127,1.859351124,-0.8495407049,7.553589147,1.673275492,-0.3347384009
52,7.318265591,1.518199595,-0.5289813217,7.119045579,1.751198004,-0.8326376723,6.897730056,1.262241408,0.1417142018,7.115807567,1.376136559,0.207253538,7.442942175,1.591676011,0.04294181094,7.837621962,1.906406193,-1.408801819,7.160262892,1.428803076,-0.02642346364,7.016861647,1.400917916,-1.25338132,6.862705065,1.309231986,-1.055614626,7.131901793,1.472962588,-1.261975272,7.11744641,1.478678673,-1.392859242,6.871653527,1.257262971,-0.5331353718,7.294837964,1.532960399,-0.6356838889,7.806396861,1.845709676,-0.724485327,7.813676195,1.856951118,-0.8459908732,7.54901161,1.669926997,-0.3301246063
53,7.313876674,1.51481972,-0.5250513814,7.114978534,1.747879559,-0.8287529826,6.892519568,1.258361626,0.1456137352,7.111568118,1.37148301,0.2112662667,7.438260561,1.58799653,0.04681811615,7.834037054,1.903404507,-1.404943446,7.156003924,1.425184882,-0.02193881818,7.012895878,1.397779351,-1.249758979,6.857926583,1.30705813,-1.05184028,7.127808216,1.469577881,-1.258046862,7.114813081,1.476602222,-1.391626331,6.8679042,1.253677448,-0.5295525972,7.290230993,1.530010555,-0.6306956824,7.802689954,1.842325804,-0.7207781301,7.810294675,1.854570283,-0.8425292531,7.544349998,1.666505649,-0.3255355989
54,7.309480755,1.511393635,-0.5211410156,7.110915451,1.744523693,-0.8248914319,6.887298722,1.254334946,0.1495036341,7.107280891,1.36682306,0.2152171232,7.433552482,1.584264536,0.05063840653,7.83043976,1.900368144,-1.401117809,7.151742791,1.42153154,-0.0174652383,7.008918076,1.39461644,-1.246216153,6.853105292,1.304900753,-1.048092199,7.123690758,1.46613902,-1.254128485,7.112176408,1.474484493,-1.39037445,6.864111428,1.250087454,-0.5259903234,7.285636306,1.526994852,-0.6257297346,7.799018387,1.838880986,-0.7171497998,7.806749472,1.85213683,-0.8390155479,7.539665864,1.663043974,-0.3209622559
55,7.305119701,1.507952061,-0.5171879956,7.106867557,1.741165262,-0.8209824376,6.882145435,1.250259399,0.1534463623,7.10295077,1.362239873,0.21915481,7.428861814,1.580558491,0.05450519895,7.826825921,1.897300523,-1.39722942,7.147466814,1.417893655,-0.01299728475,7.004955093,1.391442587,-1.242673814,6.848351484,1.302658962,-1.044315175,7.119580726,1.462691757,-1.250166202,7.109419415,1.472242808,-1.388777521,6.860246949,1.246530838,-0.5223755107,7.281115169,1.523892859,-0.6208343575,7.795343843,1.835406291,-0.7134430433,7.802998234,1.849578803,-0.8353097492,7.535020759,1.65957443,-0.316395445
56,7.300835312,1.504525578,-0.5131300986,7.102846,1.737838999,-0.8169554615,6.877137614,1.246232831,0.1575045252,7.098582665,1.357816504,0.2231280833,7.424232335,1.576956657,0.05852105491,7.823191235,1.894204933,-1.393182908,7.143163339,1.41432181,-0.00852957516,7.001033684,1.388271041,-1.239052978,6.843775289,1.300231683,-1.040454099,7.115509382,1.459281732,-1.246106074,7.10642461,1.469794108,-1.386509851,6.856282437,1.243045333,-0.5186352032,7.276728895,1.52068415,-0.6160579084,7.791627794,1.831932598,-0.7095006883,7.798998338,1.846824083,-0.8312721329,7.530476235,1.656129401,-0.3118260192
57,7.296669301,1.501144625,-0.5089050765,7.098861826,1.734579515,-0.8127399869,6.872353127,1.242352915,0.1617408935,7.094181486,1.353635873,0.2271857451,7.419707699,1.573537102,0.06278859261,7.819531236,1.891084531,-1.388882987,7.138819725,1.410866526,-0.004056774059,6.997180488,1.385114891,-1.235274679,6.839486687,1.297517662,-1.036453873,7.11150792,1.455954464,-1.241894134,7.103073928,1.467055037,-1.383246091,6.852189476,1.239668554,-0.5146965252,7.272538854,1.517348257,-0.6114487284,7.787831476,1.828490616,-0.7051656612,7.794706878,1.843800396,-0.8267632111,7.526093837,1.652741169,-0.3072447822
58,7.292628343,1.497791619,-0.5044348511,7.094944338,1.731421497,-0.8082911536,6.867921695,1.238422311,0.1663037717,7.089693557,1.349788017,0.2313053356,7.415302843,1.570315245,0.0672485471,7.815846652,1.887975659,-1.384377059,7.134438799,1.407638408,0.000616868315,6.993411536,1.382036822,-1.231406161,6.835556658,1.294461409,-1.032259005,7.107517466,1.452680027,-1.237448573,7.099324647,1.464070037,-1.378764464,6.847936866,1.236468915,-0.5104965982,7.268643697,1.513935485,-0.6069797529,7.784007782,1.825003823,-0.700330369,7.789564973,1.840541219,-0.8214707568,7.521884953,1.649429528,-0.3025006731
59,7.288786726,1.494359982,-0.499065273,7.091222147,1.72819129,-0.8030300424,6.863852695,1.234355719,0.1718835258,7.085184464,1.346264629,0.2361633328,7.41105287,1.567251821,0.07248331072,7.812311314,1.884634353,-1.379109954,7.130131406,1.40462241,0.006246757055,6.989869594,1.378802678,-1.226814969,6.832020773,1.290991831,-1.027196969,7.103663307,1.449173505,-1.232106334,7.095493895,1.460693744,-1.37272419,6.843681957,1.233330836,-0.5053731364,7.265118131,1.510384991,-0.6018509186,7.780350254,1.821333361,-0.6945000699,7.783691107,1.83703278,-0.81485507,7.517880218,1.64613912,-0.2968841156
60,7.285125211,1.490859734,-0.492824955,7.087675368,1.724816415,-0.7969579879,6.859929102,1.230358414,0.1783646663,7.080732651,1.34291433,0.2418778871,7.406919944,1.564291117,0.07861295955,7.808956808,1.880985379,-1.372972789,7.125924362,1.401657411,0.01271080426,6.986543278,1.375307523,-1.221335018,6.828721857,1.287261266,-1.021260553,7.100026929,1.445423226,-1.225893659,7.091765927,1.456923851,-1.365569738,6.839507198,1.230145955,-0.499344903,7.261817071,1.506652187,-0.5958995434,7.776863494,1.817567758,-0.6878418729,7.777881347,1.833317281,-0.8073357394,7.514030152,1.642838047,-0.2904800381
61,7.28148118,1.48745987,-0.486655259,7.084122337,1.721471525,-0.7909097222,6.855837444,1.226621035,0.184681332,7.07632727,1.33954892,0.2476311073,7.40276941,1.561377579,0.08485585263,7.805610874,1.877341013,-1.366704932,7.121739169,1.398606664,0.01896323018,6.983217016,1.371811883,-1.215721416,6.82531263,1.283736267,-1.015375645,7.096487438,1.441781242,-1.219747736,7.088112811,1.453159871,-1.358652529,6.835344844,1.226977174,-0.4933789844,7.258443859,1.502880358,-0.5898698375,7.77340151,1.813996112,-0.6813855988,7.772772746,1.829669949,-0.8001888457,7.51016171,1.639592591,-0.2842625368
62,7.277794145,1.484208936,-0.4815064958,7.080368795,1.718355814,-0.785746508,6.851768557,1.222907504,0.1899390126,7.071956688,1.335933924,0.2523551337,7.398546043,1.558594327,0.09042966851,7.802011803,1.87399191,-1.361169863,7.117385336,1.395477392,0.02402184508,6.979660524,1.368651391,-1.211027148,6.821765168,1.280489182,-1.010508922,7.092729806,1.43848196,-1.214569443,7.083888334,1.449372019,-1.352021501,6.830864055,1.223895492,-0.4884972744,7.254929349,1.499180051,-0.5849961444,7.769656475,1.81057253,-0.6756037534,7.767533461,1.825861798,-0.7938459361,7.50618466,1.636414821,-0.2793050129
63,7.274185329,1.481319448,-0.4770924642,7.076521082,1.715736608,-0.7812122029,6.848000741,1.219257252,0.194490677,7.067643719,1.332400112,0.2562084915,7.394361731,1.556243087,0.09553308536,7.798244031,1.871231879,-1.356169772,7.112907249,1.392626542,0.02823347108,6.976005881,1.366110002,-1.207135875,6.818342545,1.277565811,-1.006418232,7.088802005,1.435727448,-1.21007503,7.079022831,1.44571277,-1.344967105,6.82609752,1.221168755,-0.4844403825,7.251479604,1.4958254,-0.5811859095,7.765686943,1.80745164,-0.6700426825,7.761562256,1.822046917,-0.7876494881,7.502223062,1.633561826,-0.2752828313
64,7.270668401,1.478809032,-0.4726362591,7.072755688,1.713489024,-0.7766070568,6.844262942,1.215937055,0.1990313199,7.063348366,1.329260734,0.2600909061,7.390259596,1.554221991,0.1007112413,7.794551435,1.868903717,-1.351025273,7.108494376,1.390080274,0.03241967503,6.972453062,1.363953336,-1.203168262,6.815008058,1.274994997,-1.002327077,7.085004274,1.433396516,-1.205551558,7.07422824,1.442423056,-1.337829098,6.821410981,1.218783895,-0.4803605297,7.248111114,1.492803916,-0.5773296186,7.761813918,1.804786468,-0.6645124853,7.755757089,1.818631627,-0.7814093814,7.498344579,1.631066839,-0.2712251579
65,7.267017481,1.476370714,-0.4683429586,7.068998283,1.711240323,-0.7721466469,6.840093648,1.212800318,0.2032700126,7.058857031,1.3263829,0.2639143007,7.386113178,1.551984177,0.1055279484,7.790878743,1.866645454,-1.346020926,7.104143502,1.387458356,0.03642074608,6.96887196,1.361789767,-1.19921617,6.811408754,1.272624769,-0.9984300628,7.081313181,1.431201239,-1.201255868,7.069880956,1.439605975,-1.331912521,6.816905565,1.21644636,-0.4763922587,7.244590135,1.489799994,-0.5732942548,7.758129152,1.802397658,-0.6597955378,7.750775077,1.815713238,-0.7759029137,7.494413113,1.628578225,-0.2671388911
66,7.263203459,1.473596814,-0.4644422387,7.065121331,1.708646533,-0.7680352926,6.835394395,1.209616497,0.2069948508,7.054124016,1.323336472,0.267436713,7.381827879,1.5492016,0.1098306557,7.787088599,1.86406247,-1.341377413,7.099736194,1.384369584,0.03985953073,6.965118652,1.359227232,-1.195494753,6.807394068,1.270121426,-0.9949580666,7.077594436,1.428789678,-1.197397666,7.065784839,1.43683526,-1.327335091,6.812333432,1.213874196,-0.4727100045,7.24091271,1.486241836,-0.5692399988,7.754435495,1.799959186,-0.6561041323,7.74660158,1.812830664,-0.7713761951,7.490364669,1.625728445,-0.2633564686
67,7.259322717,1.470484041,-0.4611712206,7.061066563,1.705806821,-0.7644682412,6.830416404,1.206306956,0.2100266827,7.049247734,1.319928595,0.2703267262,7.377415643,1.546029475,0.113588591,7.783094789,1.861253353,-1.337258212,7.095181387,1.380833206,0.04239044397,6.961152805,1.356389608,-1.192318774,6.803084402,1.267457403,-0.9921591316,7.073740203,1.426234194,-1.1941674,7.061508005,1.433873043,-1.323484957,6.80744976,1.211126606,-0.4695846779,7.237200929,1.482051283,-0.5656308252,7.750522581,1.797412913,-0.6532236309,7.742716444,1.80967285,-0.7676505075,7.486227267,1.622545204,-0.2603017544
68,7.255385667,1.467356971,-0.458467626,7.056914146,1.703009611,-0.761392144,6.82526049,1.203024505,0.2124134253,7.044264624,1.31646271,0.2726480124,7.372943867,1.542719885,0.1168229988,7.778979606,1.858559541,-1.333602464,7.090554897,1.377147669,0.04418320549,6.957066555,1.353619066,-1.189648037,6.798597269,1.26491328,-0.9899686331,7.069832536,1.42384544,-1.191514254,7.057143421,1.431057723,-1.320293824,6.802413385,1.208436727,-0.4670054536,7.233459881,1.477668806,-0.5625126162,7.746509339,1.795000894,-0.6510316999,7.739067797,1.80657233,-0.7646018253,7.482042968,1.619315105,-0.2578473694
69,7.251360973,1.46423493,-0.4561304184,7.052707163,1.700207549,-0.7586410621,6.819983432,1.199710967,0.2143763076,7.039171204,1.313031481,0.2746220893,7.368445635,1.53928492,0.1196829822,7.774787969,1.855895136,-1.330260957,7.08589232,1.373371659,0.04555789253,6.952900314,1.350874125,-1.187286294,6.793997401,1.26241504,-0.988154106,7.065903866,1.421546636,-1.189240767,7.05273348,1.428325098,-1.317547385,6.797333286,1.205745792,-0.4647876048,7.229652603,1.473217955,-0.5597934397,7.742481283,1.792621086,-0.6493105554,7.735569741,1.803504021,-0.7620121387,7.477818493,1.616036216,-0.2557477208
70,7.247216965,1.461137029,-0.4539585482,7.048488347,1.697353198,-0.7560492169,6.814641621,1.196307779,0.2161364774,7.033963714,1.309727159,0.2764707741,7.363953725,1.535736671,0.1223176643,7.770564426,1.853174318,-1.327084794,7.081228838,1.369563078,0.04683485154,6.948694141,1.348113046,-1.185037424,6.789349122,1.259888203,-0.9864833183,7.061986235,1.419260763,-1.18714978,7.048320141,1.425610837,-1.315031504,6.792318085,1.202994736,-0.462746566,7.225742006,1.468822482,-0.5573807883,7.738523504,1.790171014,-0.6478427837,7.732135968,1.800442706,-0.7596636602,7.473560182,1.612706163,-0.2537572416
71,7.24292176,1.458082157,-0.451751166,7.044300187,1.694399051,-0.7534512214,6.809291188,1.192755911,0.2179147767,7.028638232,1.306641565,0.2784159701,7.359500728,1.532087229,0.1248760528,7.766353239,1.850311383,-1.32392567,7.076599376,1.365778947,0.04833455674,6.944487833,1.345293833,-1.182705681,6.784716454,1.257257769,-0.9847245508,7.058111389,1.416910535,-1.185044738,7.043945043,1.422850393,-1.31253251,6.787476146,1.200124165,-0.460698174,7.221690991,1.464606342,-0.5551817064,7.734720789,1.787547692,-0.6464116321,7.728679892,1.797362992,-0.7573390376,7.469274111,1.60932212,-0.2516305813
72,7.238443294,1.455088982,-0.4493077044,7.040184957,1.691297536,-0.7506820756,6.803988046,1.18899586,0.2199317674,7.023190698,1.303866125,0.2806794941,7.355119107,1.528348643,0.1275070661,7.762198421,1.847220743,-1.320635861,7.072038637,1.362075507,0.05037756558,6.940320963,1.342374281,-1.180095719,6.780163155,1.254448246,-0.9826466043,7.05431082,1.414418402,-1.182729705,7.03964955,1.419978986,-1.309837233,6.782915623,1.197074362,-0.4584586444,7.217462506,1.460693564,-0.5531029234,7.731157673,1.784647595,-0.644800968,7.725114692,1.794239298,-0.7548213841,7.464966135,1.605880874,-0.2491226229
73,7.233781588,1.452184824,-0.4464317217,7.036188185,1.687996356,-0.747557846,6.798665135,1.185008117,0.2223714986,7.017487606,1.30171961,0.2834813333,7.350891475,1.524518441,0.1304340398,7.758140286,1.843780211,-1.317010198,7.067579154,1.358469493,0.05317754035,6.936229768,1.339289487,-1.17689991,6.775637498,1.251391776,-0.9800986596,7.050683431,1.411795382,-1.180035524,7.035518799,1.417003832,-1.306952428,6.778743082,1.193815164,-0.4558338689,7.213056331,1.45709427,-0.5510964675,7.72808697,1.781553488,-0.6432791938,7.721731037,1.791157175,-0.7521086797,7.460637025,1.602383767,-0.2459970162
74,7.22895507,1.449278708,-0.4433081124,7.032272953,1.684435803,-0.7442327602,6.793221224,1.180767168,0.2250322631,7.011466663,1.300173072,0.2866275909,7.346816141,1.520504916,0.1335343324,7.754128926,1.839921301,-1.313177772,7.063192633,1.354831952,0.05644584612,6.93216276,1.335969073,-1.173240128,6.77102428,1.248050634,-0.9773119909,7.04721132,1.409031275,-1.177151411,7.031525241,1.413906348,-1.304174513,6.774882676,1.190309995,-0.4529842825,7.208484631,1.453615128,-0.5492897074,7.725530677,1.778321124,-0.6422811931,7.718727153,1.788091973,-0.7494969857,7.456268376,1.598747323,-0.2424687877
